statement,evidence,label_name,predicted_label,error_type,gold_label_explanation,baseline_failure_reason,suggested_adjustment,source_row
Khoản tài trợ mới không đủ thể hiện rõ cam kết của Hoa Kỳ với Việt Nam khi hai nước đang hướng tới kỷ niệm 10 năm thiết lập quan hệ đối tác toàn diện.,"Theo USAID, khoản tài trợ mới này, thể hiện rõ cam kết của Hoa Kỳ với Việt Nam khi hai nước đang hướng tới kỷ niệm 10 năm thiết lập quan hệ đối tác toàn diện trong năm 2023.",Refuted,Supported,Phủ định / đối nghĩa,"Statement nói khoản tài trợ không đủ thể hiện cam kết, còn Evidence nói khoản tài trợ thể hiện rõ cam kết. Phủ định tạo mâu thuẫn trực tiếp nên là Refuted.","Câu gần như giống nhau và chỉ khác cụm phủ định, nên mô hình bị độ trùng từ đánh lừa.","Không xóa phủ định; dùng bigram như ‘không đủ’, ‘thể hiện rõ’.",387
"Việc thi công cầu đã dừng từ năm 2019 đến nay khi đã đạt hơn 40% khối lượng do không được bố trí vốn, hiện công trình đã cơ bản hoàn thành phần cầu dẫn, trụ tháp, Tổng công ty đầu tư phát triển đường cao tốc Việt Nam (VEC) đề nghị Bộ Giao thông Vận tải làm việc với nhà tài trợ JICA về kế hoạch lựa chọn nhà thầu mới để tái khởi động công trình này.","Do không được bố trí vốn, việc thi công cầu đã dừng từ năm 2019 đến nay, khi đã đạt hơn 80% khối lượng. Hiện, công trình đã cơ bản hoàn thành phần cầu dẫn, trụ tháp Tổng công ty đầu tư phát triển đường cao tốc Việt Nam (VEC) đề nghị Bộ Giao thông Vận tải làm việc với nhà tài trợ JICA về kế hoạch lựa chọn nhà thầu mới để tái khởi động công trình này.",Refuted,Supported,Số liệu / thời gian,"Statement nói công trình đạt hơn 40% khối lượng, còn Evidence nói hơn 80%. Hai tỷ lệ mâu thuẫn nên nhãn đúng là Refuted.",Phần còn lại của câu rất dài và giống nhau làm khác biệt 40%–80% bị lấn át.,Giữ số và ký hiệu phần trăm; dùng bigram gắn tỷ lệ với ‘khối lượng’.,1287
Sau khi gây án 3 đối tượng đã ra công an đầu thú.,"Gây án xong, nhóm đối tượng gồm 3 nam thanh niên đã bỏ trốn bằng xe máy đi về hướng tỉnh Thái Nguyên.",Refuted,Supported,Tương đồng từ vựng cao,"Statement nói ba đối tượng ra đầu thú, còn Evidence nói họ bỏ trốn bằng xe máy. Hai hành động trái ngược nên nhãn đúng là Refuted.",Mô hình chỉ nhận ra ‘gây án’ và ‘3 đối tượng’ mà không nắm được khác biệt quan hệ hành động sau đó.,"Dùng bigram cho cụm động từ ‘ra đầu thú’, ‘bỏ trốn’; giữ thứ tự từ.",680
"Đạo luật có tên AB2596, do nghị viên Evan Low, một người gốc Việt Nam thuộc đảng Dân chủ bảo trợ, được công nhận Tết Âm lịch là một ngày lễ của tiểu bang miền Tây này.","Đạo luật có tên AB2596, do nghị viên Evan Low, một người gốc Hoa thuộc đảng Dân chủ bảo trợ, công nhận Tết Âm lịch là một ngày lễ của tiểu bang miền Tây này.",Refuted,Supported,Tương đồng từ vựng cao,"Statement nói nghị viên Evan Low là người gốc Việt Nam, còn Evidence nói ông là người gốc Hoa. Thuộc tính nguồn gốc mâu thuẫn nên nhãn đúng là Refuted.",Chỉ một cụm thực thể khác trong câu gần như trùng hoàn toàn khiến mô hình dự đoán Supported.,Giữ tên riêng và cụm chỉ nguồn gốc; dùng bigram để giảm ảnh hưởng của độ trùng toàn câu.,1201
"Ngày 25/3, Công an đã triệu tập người đàn ông là chồng của cô giáo chủ nhiệm của một học lớp 6 trên địa bàn để làm rõ hành vi dâm ô với em, theo thông tin trước đó em được ba mẹ tin tưởng cho ngủ lại nhà cô giáo, nhưng sau đó lại xảy ra sự việc này.","Do bận việc, cha mẹ một nữ sinh lớp 5 tin tưởng gửi con tại nhà cô giáo chủ nhiệm nhưng em đã bị chồng của cô giáo có hành vi dâm ô. Ngày 25-3, Công an đã triệu tập người đàn ông là chồng của nữ giáo viên một trường tiểu học trên địa bàn để làm rõ hành vi dâm ô",Refuted,Supported,Số liệu / thời gian,"Statement nói nữ sinh lớp 6, còn Evidence nói nữ sinh lớp 5. Khối lớp mâu thuẫn trực tiếp nên nhãn đúng là Refuted.",Câu dài có nhiều chi tiết trùng nhau; khác biệt ở một chữ số nhỏ bị lấn át.,"Không xóa số; dùng bigram ‘lớp 5’, ‘lớp 6’.",148
"Một phụ huynh có con học tại trường Việt Úc nhận cuộc gọi trong nagy 3-3 tự xưng thầy giáo và lừa chuyển khoản 100 triệu đồng vì ""con bị chấn thương sọ não cần mổ gấp""","một phụ huynh có con học tại trường Việt Úc nhận cuộc gọi tự xưng thầy giáo và lừa chuyển khoản 70 triệu đồng vì ""con bị chấn thương sọ não cần mổ gấp"". ngày 3-3,",Refuted,Supported,Số liệu / thời gian,"Statement nói phụ huynh chuyển 100 triệu đồng, còn Evidence nói 70 triệu đồng. Số tiền mâu thuẫn nên nhãn đúng là Refuted.",Nội dung lừa đảo và thời gian trùng nhau khiến mô hình bỏ qua khác biệt số tiền.,Giữ số và đơn vị tiền; dùng bigram gắn ‘triệu đồng’ với giá trị.,198
Liz là thành viên của IVE sinh vào năm 2005.,"Liz tên thật là Kim Ji Won, sinh năm 2004. Liz - giọng ca chính của nhóm.",Refuted,Supported,Số liệu / thời gian,"Statement nói Liz sinh năm 2005, còn Evidence nói năm 2004. Năm sinh mâu thuẫn trực tiếp nên nhãn đúng là Refuted.",TF-IDF xem các token năm là từ độc lập và có thể không học đủ trọng số cho khác biệt duy nhất này.,Không xóa năm; dùng bigram cho ‘sinh năm 2004/2005’.,609
"Với điều kiện lãi suất tăng và thị trường vốn ổn định, Masan sẽ thực thi các chiến lược nhằm tiếp tục tối ưu hóa bẳng cân đối kế toán, giải chi phí lãi vay và giảm nợ.","Khi lãi suất giảm và thị trường vốn ổn định, ban điều hành Masan sẽ tiếp tục tối ưu hóa bảng cân đối kế toán, giảm chi phí lãi vay và giảm nợ thông qua các bước thực thi chiến lược trong thời gian sắp tới.",Refuted,Supported,Phủ định / đối nghĩa,"Statement đặt điều kiện lãi suất tăng, còn Evidence đặt điều kiện lãi suất giảm. Hai điều kiện đối nghĩa nên nhãn đúng là Refuted.","Phần chiến lược phía sau gần như trùng, làm cặp từ trái nghĩa ‘tăng–giảm’ bị lấn át.","Giữ từ chỉ xu hướng; dùng bigram ‘lãi suất tăng’, ‘lãi suất giảm’.",972
"Công ty Khang Minh bất ngờ tuyên bố lại thông điệp Công ty Sen Vàng vi phạm sở hữu trí tuệ, trước đó cuối năm 2022, công ty này đã đổi tên cuộc thi hoa hậu do mình tổ chức vào phút cuối.","Công ty Minh Khang bất ngờ tuyên bố lại thông điệp Công ty Sen Vàng vi phạm sở hữu trí tuệ Cuối năm 2022, Công ty Minh Khang đổi tên cuộc thi hoa hậu do mình tổ chức vào phút cuối,",Refuted,Supported,Tương đồng từ vựng cao,"Statement gọi công ty là Khang Minh, còn Evidence dùng tên Minh Khang. Đây là hai chuỗi tên khác thứ tự và theo nhãn dữ liệu tạo mâu thuẫn, nên nhãn đúng là Refuted.","Các token ‘Minh’ và ‘Khang’ đều xuất hiện nên unigram coi hai tên gần như giống hệt nhau, dù thứ tự đổi.",Dùng bigram để giữ thứ tự trong tên riêng; không chỉ dùng unigram.,1026
"Chiếc Porsche tiếp tục va chạm với hai xe máy khác khiến họ bị thương nhẹ, tài xế không bị thương.","Chiếc Porsche tiếp tục va chạm với hai xe máy khiến hai người bị thương nhẹ, Tài xế không bị thương",Supported,NEI,Tương đồng từ vựng cao,"Evidence diễn đạt trực tiếp cùng sự kiện: Porsche va chạm hai xe máy, hai người bị thương nhẹ và tài xế không bị thương. Vì nội dung tương đương, nhãn đúng là Supported.","Dù từ vựng trùng cao, cách dùng đại từ ‘họ’ thay cho ‘hai người’ có thể làm mô hình không tích lũy đủ tín hiệu cho Supported.",Dùng unigram + bigram và giữ đại từ; kiểm tra trọng số của các cụm diễn đạt tương đương.,1389
Mạng di động 4G chuẩn bị ra mắt trên Mặt trăng trong năm 2023 do Nokia thực hiện.,"Hãng viễn thông Phần Lan Nokia cho biết đang chuẩn bị ra mắt mạng di động 4G trên Mặt trăng, một bước tiến nữa cho sự hiện diện của con người bên 'chị Hằng'.",Supported,NEI,Số liệu / thời gian,Evidence xác nhận Nokia chuẩn bị ra mắt mạng 4G trên Mặt trăng; nhãn dữ liệu là Supported. Chi tiết năm 2023 chỉ xuất hiện trong Statement nên cần ghi chú khi thảo luận chất lượng Evidence.,Mô hình có thể coi mốc năm không xuất hiện ở Evidence là thông tin thiếu và chuyển sang NEI.,"Giữ năm trong preprocessing; khi báo cáo, nêu rõ đây là trường hợp Evidence hỗ trợ ý chính nhưng không lặp lại toàn bộ mốc thời gian.",698
Hệ thống kho hàng của nhà máy được quản trị thông mình bằng phần mềm WMS và hàng hóa được vận chuyển bằng robot AGV.,"robot AGV vận chuyển hàng hóa Ứng dụng phần mềm WMS hệ thống kho hàng của nhà máy được đồng bộ với quy trình quản trị thông minh,",Supported,NEI,Tương đồng từ vựng cao,"Evidence chứa cả hai ý: phần mềm WMS quản trị kho và robot AGV vận chuyển hàng hóa. Statement chỉ sắp xếp lại các cụm từ, nên nhãn đúng là Supported.",Evidence có trật tự từ rời và dấu phẩy không chuẩn; unigram/bigram có thể tạo mẫu bề mặt khác Statement.,"Giữ dấu phân cách hợp lý và thử bigram; chuẩn hóa khoảng trắng nhưng không làm mất từ khóa WMS, AGV.",1101
Nhân viên trường Đại học Công nghiệp TP HCM cứ vào khoảng 14h mỗi ngày sẽ dùng vòi phun nước từ hệ thống phòng cháy chữa cháy (PCCC) để làm mát bãi xe máy sinh viên.,"Khoảng 14h mỗi ngày, nhân viên trường Đại học Công nghiệp TP HCM dùng vòi phun nước từ hệ thống phòng cháy chữa cháy (PCCC) để làm mát bãi xe máy sinh viên.",Supported,NEI,Tương đồng từ vựng cao,"Evidence nêu đúng thời gian khoảng 14h, chủ thể, hành động dùng vòi PCCC và mục đích làm mát bãi xe sinh viên. Vì vậy nhãn đúng là Supported.","Câu gần như tương đương nhưng mô hình vẫn nghiêng NEI, cho thấy trọng số học được chưa ổn định với cách sắp xếp cụm từ.",Dùng unigram + bigram và xem các đặc trưng có trọng số cao của lớp NEI để phát hiện từ gây nhiễu.,231
Meta kiến nghị Việt Nam có chính sách thu hút đầu tư công nghệ nước ngoài và tạo điều kiện giúp các DN bước ra thế giới.,"vào thời điểm này, Chính phủ Việt Nam không chỉ cần đưa ra các chính sách thu hút đầu tư công nghệ nước ngoài mà còn phải tạo được môi trường tốt nhất có thể, giúp các DN vừa và nhỏ, DN siêu nhỏ bước ra thế giới. ông có đưa ra những kiến nghị nào liên quan đến chính sách của Việt Nam cho các dịch vụ nội dung số xuyên biên giới?",Supported,NEI,Câu dài / nhiều mệnh đề,Evidence nêu kiến nghị Chính phủ vừa thu hút đầu tư công nghệ nước ngoài vừa tạo môi trường giúp doanh nghiệp bước ra thế giới. Statement tóm lược đúng hai ý nên là Supported.,"Evidence gồm câu trả lời và câu hỏi nối nhau, nhiều mệnh đề và chủ thể ẩn; TF-IDF khó gắn kiến nghị với Meta.",Giữ dấu câu để phân tách mệnh đề; dùng bigram và làm sạch phần khoảng trắng nhưng không xóa nội dung.,385
HLV Troussier cũng thấy rằng U23 Việt Nam hiện tại vô cùng thất thế về mặt thể hình vì dàn cầu thủ ít người cao trên 1m80.,"HLV Troussier cũng thấy rằng U23 Việt Nam hiện tại vô cùng thất thế về mặt thể hình Dàn cầu thủ, nhất là các hậu vệ ít người cao trên 1m80",Supported,NEI,Quan hệ nhân quả / quan hệ,"Evidence nói U23 Việt Nam thất thế về thể hình và giải thích rằng dàn cầu thủ, nhất là hậu vệ, ít người cao trên 1m80. Statement diễn đạt đúng quan hệ này nên là Supported.",Mô hình thấy hai mệnh đề nhưng không biểu diễn tốt quan hệ giải thích giữa ‘thất thế’ và ‘ít người cao’.,"Giữ từ nối ‘vì’ và dùng bigram cho ‘thất thế thể hình’, ‘cao trên’.",606
"Người dự tuyển phải trải qua tập huấn tối thiểu 12 tháng, đồng thời đối với đăng kiểm viên bậc cao phải có 36 tháng kinh nghiệm.","Người dự tuyển phải trải qua tập huấn tối thiếu 12 tháng, Với đăng kiểm viên bậc cao phải có 36 tháng kinh nghiệm.",Supported,NEI,Số liệu / thời gian,Evidence xác nhận hai điều kiện: tập huấn tối thiểu 12 tháng và đăng kiểm viên bậc cao có 36 tháng kinh nghiệm. Statement khớp nên là Supported.,Nhiều con số và lỗi chính tả ‘tối thiếu’ trong Evidence có thể làm các cụm n-gram không khớp.,Giữ số; chuẩn hóa Unicode/khoảng trắng và dùng kết hợp unigram với bigram để giảm ảnh hưởng của lỗi chính tả nhỏ.,178
"Sự kéo dài của cuộc đình công tại Pháp đã khiến cho nhiều nhà máy lọc dầu gặp gián đoạn, dẫn đến một số trạm xăng thiếu nhiên liệu trầm trọng.","Diễn biến trong cuộc đình công tại Pháp kéo dài đến ngày thứ 16, trong đó, nhiều nhà máy lọc dầu gặp gián đoạn, khiến một số trạm xăng thiếu nhiên liệu trầm trọng.",Supported,NEI,Quan hệ nhân quả / quan hệ,"Evidence nói đình công kéo dài làm nhiều nhà máy lọc dầu gián đoạn, khiến một số trạm xăng thiếu nhiên liệu. Statement giữ nguyên chuỗi nguyên nhân–kết quả nên là Supported.","TF-IDF không mã hóa trực tiếp chuỗi quan hệ ‘kéo dài → gián đoạn → thiếu nhiên liệu’, nên có thể dự đoán NEI dù từ khóa đều có.","Giữ từ quan hệ ‘khiến’, ‘dẫn đến’; dùng bigram để biểu diễn các cặp nguyên nhân–kết quả.",1181
Trấn Thành bị nhận xét là còn quá trẻ nên tạo hình và diễn xuất vào vai Ba Phi không được bằng nghệ sĩ Mạc Can từng thể hiện trong bản truyền hình.,"Nhiều người nhận xét rằng chồng Hari Won khó có thể toát lên hình ảnh ông già chất phác, hóm hỉnh mà nghệ sĩ Mạc Can từng thể hiện thành công trong phiên bản phim truyền hình. Chưa dừng lại ở đó, có ý kiến cho rằng Trấn Thành còn khá trẻ nên về tạo hình cũng khó có thể thuyết phục được người xem.",Supported,NEI,Câu dài / nhiều mệnh đề,"Evidence cho biết Trấn Thành bị nhận xét còn trẻ, khó thuyết phục về tạo hình và khó bằng hình tượng Ba Phi do Mạc Can thể hiện. Statement tóm lược đúng nên là Supported.",Thông tin cần ghép từ hai câu Evidence và liên hệ ‘chồng Hari Won’ với Trấn Thành; mô hình tuyến tính khó tổng hợp các mệnh đề.,Giữ dấu câu; dùng bigram và ghi nhận đây là giới hạn khi thông tin hỗ trợ phân tán qua nhiều câu.,1065
"Trong tháng 5/2023 tại Indonesia, nước Chủ tịch ASEAN, Hội nghị Cấp cao ASEAN lần thứ 42 và các Hội nghị Bộ trưởng Ngoại giao sẽ được diễn ra.","Hội nghị Cấp cao ASEAN lần thứ 42 và các Hội nghị Bộ trưởng Ngoại giao diễn ra trong tháng 5/2023 tại Indonesia, nước Chủ tịch ASEAN",Supported,NEI,Tương đồng từ vựng cao,"Evidence nêu đúng hội nghị, tháng 5/2023, Indonesia và vai trò Chủ tịch ASEAN. Statement chỉ đổi trật tự nên nhãn đúng là Supported.",Các cụm thông tin giống nhau nhưng thứ tự khác; mô hình có thể học trọng số nhiễu từ các mẫu NEI chứa cùng chủ đề.,Dùng unigram + bigram và xem trọng số đặc trưng theo lớp để tìm từ gây nhiễu.,1081
"Chất lượng xét xử và giải quyết các vụ án, vụ việc có nhiều tiến bộ với tỉ lệ án bị hủy, sửa do nguyên nhân chủ quan chỉ còn 1,5%.","chất lượng xét xử và giải quyết các vụ án, vụ việc có nhiều tiến bộ Tỉ lệ các bản án bị hủy, sửa do nguyên nhân chủ quan được hạn chế ở mức thấp, dưới 1,5%.",Supported,Refuted,Số liệu / thời gian,"Evidence nói tỷ lệ án bị hủy, sửa do nguyên nhân chủ quan ở mức dưới 1,5%; Statement tóm lược là chỉ còn 1,5%. Theo nhãn dữ liệu, đây là Supported.","Mô hình có thể xem khác biệt giữa ‘dưới 1,5%’ và ‘1,5%’ là mâu thuẫn số học nên dự đoán Refuted.","Giữ số và ký hiệu phần trăm; khi báo cáo, ghi rõ cách diễn đạt xấp xỉ/ngưỡng là điểm khó của baseline.",308
Cuba tuyên bố quốc tang để tri ân những người đã hy sinh trong vụ hoả hoạn tại kho chứa nhiên liệu bên vịnh Matanzas.,"Cuba đã tuyên bố quốc tang và treo cờ rủ trong hai ngày 18 và 19/8 để tri ân những người đã ngã xuống khi làm nhiệm vụ trong thảm họa nói trên. hơn 15.000 người dân Cuba đã tới Bảo tàng Lính cứu hỏa tỉnh Matanzas để đặt nến, hoa và ảnh tưởng nhớ 16 người đã hy sinh trong vụ hỏa hoạn xảy ra tại kho chứa nhiên liệu lớn nhất cả nước. vụ hỏa hoạn xảy ra tại kho chứa nhiên liệu bên vịnh Matanzas Cuba đã tuyên bố quốc tang và treo cờ rủ trong hai ngày 18 và 19/8 để tri ân những người đã ngã xuống khi làm nhiệm vụ trong thảm họa cháy kho kho nhiên liệu bên vịnh Matanzas",Supported,Refuted,Câu dài / nhiều mệnh đề,Evidence xác nhận Cuba tuyên bố quốc tang để tưởng niệm người hy sinh trong vụ cháy kho nhiên liệu bên vịnh Matanzas. Statement tóm lược đúng nên là Supported.,"Evidence dài, lặp lại thông tin và có nhiều chi tiết ngày tháng, khiến tín hiệu hỗ trợ bị phân tán.","Chuẩn hóa khoảng trắng; giữ dấu câu và dùng bigram, đồng thời giới hạn đặc trưng bằng cấu hình đã chọn trên Dev.",1289
"Bà Vũ Thu Hà, Giám đốc Sở Nội vụ được bầu làm Phó Chủ tịch UBND Thành phố nhiệm kỳ 2021-2026 vào ngày 10/3.","Sáng 10/3, tại kỳ họp thứ 11 (kỳ họp chuyên đề), HĐND TP. Hà Nội đã bầu bà Vũ Thu Hà, Giám đốc Sở Nội vụ làm Phó Chủ tịch UBND Thành phố nhiệm kỳ 2021-2026",Supported,Refuted,Tương đồng từ vựng cao,"Evidence nêu đúng bà Vũ Thu Hà, chức vụ cũ, chức vụ mới, nhiệm kỳ và ngày 10/3. Statement tương đương nên là Supported.","Câu gần như khớp hoàn toàn nhưng mô hình dự đoán Refuted, cho thấy một vài đặc trưng như chức danh/ngày có thể mang trọng số sai từ Train.",Kiểm tra các từ có trọng số cao của lớp Refuted; dùng bigram cho tên và chức danh.,986
"Ukraine nói Nga đã dần đuối sức trong cuộc chiến tranh do thiếu hụt về nhân lực và vật lực, trong khi Ukraine được Mỹ tiếp tục viện trợ cho cuộc chiến này.","Ukraine nói Nga đã phải hứng chịu những tổn thất đáng kể về nhân lực lẫn khí tài nên dù hiện có tấn công liên tục nhưng đang dần mất đi khả năng tiếp tục nỗ lực này. Phát ngôn viên Hội đồng An ninh Quốc gia Mỹ John Kirby cho biết Washington ủng hộ Tổng thống Ukraine - ông Volodymyr Zelensky trong việc ưu tiên cho cuộc chiến cam go ở TP Bakhmut (tỉnh Donetsk), theo đài CNN. Theo ông Kirby, Mỹ vẫn sẽ tiếp tục đảm bảo nhà lãnh đạo Ukraine có được “những gì ông ấy cần ở bất cứ nơi nào ông ấy chọn chiến đấu”, gồm tin tình báo, vũ khí,...",Supported,Refuted,Quan hệ nhân quả / quan hệ,"Evidence nói Nga chịu tổn thất nhân lực, khí tài và dần mất khả năng tiếp tục; đồng thời Mỹ tiếp tục hỗ trợ Ukraine bằng tình báo và vũ khí. Statement tóm lược hai quan hệ này nên là Supported.","Thông tin hỗ trợ nằm ở nhiều câu và cần nối tổn thất với suy yếu, hỗ trợ với viện trợ; TF-IDF không mô hình hóa quan hệ này.","Giữ từ nối và dấu câu; dùng bigram, đồng thời nêu giới hạn của mô hình tuyến tính với suy luận qua nhiều câu.",638
"Sau thời gian dài chờ đợi, cuối cùng vào ngày 2-3 Lật mặt 6: Tấm vé định mệnh của Lý Hải đã chính thức tung trailer.","Sau thời gian dài chờ đợi, Lật mặt 6: Tấm vé định mệnh của Lý Hải đã chính thức tung trailer vào ngày 2-3.",Supported,Refuted,Tương đồng từ vựng cao,Evidence và Statement cùng nói phim Lật mặt 6 tung trailer ngày 2-3 sau thời gian chờ đợi. Nội dung chỉ đổi vị trí mốc ngày nên là Supported.,Thứ tự cụm ngày thay đổi có thể tạo bigram khác nhau; mô hình học trọng số chưa đủ ổn định.,Kết hợp unigram và bigram; giữ ngày tháng và dấu gạch.,561
"Đại diện lãnh đạo các ban của Đảng, các ủy ban của Quốc hội cũng tham dự hội nghị đối thoại với thanh niên năm 2023 với chủ đề ""Xây dựng nguồn nhân lực trẻ chất lượng cao đáp ứng kỷ nguyên 4.0"".","Dự Hội nghị còn có đại diện lãnh đạo các ban của Đảng, các ủy ban của Quốc hội, Hội nghị đối thoại với thanh niên năm 2023 với chủ đề ""Xây dựng nguồn nhân lực trẻ chất lượng cao đáp ứng kỷ nguyên 4.0",Supported,Refuted,Câu dài / nhiều mệnh đề,Evidence xác nhận đại diện các ban của Đảng và các ủy ban Quốc hội dự hội nghị đối thoại thanh niên 2023 với đúng chủ đề. Vì vậy nhãn đúng là Supported.,"Evidence là chuỗi dài, thiếu dấu đóng ngoặc kép và có nhiều danh từ tổ chức, làm tín hiệu hỗ trợ bị nhiễu.","Chuẩn hóa khoảng trắng, giữ dấu câu và dùng bigram cho tên hội nghị/chủ đề.",1118
Giải vô địch các Câu lạc bộ Muay Quốc gia năm 2023 có sự tham gia của 38 Câu lạc bộ gồm 340 vận động viên .,"Tham dự Giải có 340 vận động viên của 38 Câu lạc bộ đến từ 29 tỉnh, thành phố, ngành trên toàn quốc.",Supported,Refuted,Số liệu / thời gian,Evidence xác nhận giải có 340 vận động viên của 38 câu lạc bộ. Statement nêu đúng hai số lượng nên là Supported.,Hai con số xuất hiện ở thứ tự ngược so với Statement; mô hình có thể không gắn đúng số với danh từ nếu chỉ dùng unigram.,"Giữ số và dùng bigram như ‘340 vận động viên’, ‘38 câu lạc bộ’.",971
"Được thành lập vào năm 2015, UEF Warm Hugs Club mang sứ mệnh trao đi yêu thương, giúp đỡ những mảnh đời bất hạnh, nơi các bạn sinh viên cùng nhau phụng sự cộng đồng.","UEF Warm Hugs Club được thành lập vào năm 2015 với sứ mệnh trao gửi yêu thương, giúp đỡ những mảnh đời bất hạnh nơi các bạn sinh viên tay khoác tay, vai kề vai phụng sự cộng đồng.",Supported,Refuted,Tương đồng từ vựng cao,"Evidence xác nhận UEF Warm Hugs Club thành lập năm 2015, có sứ mệnh trao yêu thương, giúp người bất hạnh và phục vụ cộng đồng. Statement là diễn đạt tương đương nên Supported.","Các từ gần nghĩa ‘trao đi/trao gửi’, ‘cùng nhau/tay khoác tay’ làm bề mặt câu khác dù ý giống nhau.",Dùng unigram + bigram; xem xét trọng số của các từ gần nghĩa trong phần giải thích hạn chế của baseline.,1439
"Ngân hàng Trung ương châu Âu (ECB) tuần trước tăng lãi suất thêm 0,5% và nâng tổng mức lãi suất lên 3,5%.","Ngân hàng Trung ương châu Âu (ECB) tuần trước tăng lãi suất thêm 0,5% và nâng tổng mức lãi suất lên 3,5%.",Supported,Refuted,Tương đồng từ vựng cao,"Statement trùng trực tiếp với Evidence về ECB tăng lãi suất 0,5% lên 3,5%. Vì vậy nhãn đúng là Supported.","Đây là lỗi rõ của mô hình: hai chuỗi gần như giống hệt nhưng vẫn bị gán Refuted, có thể do trọng số sai liên quan đến từ ‘tăng’ hoặc các con số.",Kiểm tra pipeline và trọng số đặc trưng; bảo đảm cùng preprocessing cho Train/Dev/Test và giữ số/phần trăm.,1308
Công ty SpaceX phóng chùm vệ tinh vào quỹ đạo của Trái Đất làm số lượng vệ tinh tăng lên hơn gấp đôi so với trước 2019.,"Trong loạt bài nghiên cứu đăng trên tạp chí Nature Astronomy, các nhà thiên văn học quốc tế cho biết số lượng vệ tinh trên quỹ đạo thấp của Trái đất đã tăng hơn gấp đôi kể từ năm 2019 khi Công ty SpaceX của Mỹ tiến hành vụ phóng ""chùm vệ tinh"" quy mô lớn lần đầu tiên gồm hàng nghìn vệ tinh.",Supported,Refuted,Quan hệ nhân quả / quan hệ,"Evidence nói số vệ tinh quỹ đạo thấp đã tăng hơn gấp đôi kể từ 2019, gắn với vụ phóng chùm vệ tinh quy mô lớn đầu tiên của SpaceX. Statement tóm lược đúng quan hệ nên là Supported.","Mô hình phải nối mốc 2019, hành động phóng của SpaceX và kết quả số vệ tinh tăng; bag-of-words không biểu diễn tốt quan hệ này.","Giữ mốc năm, từ quan hệ và dùng bigram; nêu rõ giới hạn suy luận quan hệ của TF-IDF + Logistic Regression.",723
