claim_id,claim_index,statement,retrieved_evidence,gold_label,predicted_label,is_correct
dev_5784,5784,"Nhờ vào sự nỗ lực duy trì các hoạt động, củng cố tình cảm giữa các cán bộ nên Ban Liên Lạc đã được Chủ tịch nước khen thưởng.","Chủ tịch nước đánh giá cao Ban Liên lạc thời gian qua đã nỗ lực duy trì nhiều hoạt động có ý nghĩa, giúp thêm gắn kết tình cảm giữa các cựu cán bộ Đoàn để cùng sống vui, sống khỏe, sống có ích. Đặc biệt, các hoạt động đó đã góp phần bồi dưỡng, giáo dục truyền thống cách mạng, truyền cảm hứng về tinh thần dấn thân cho thế hệ trẻ cả nước.",NEI,Supported,False
dev_7235,7235,"Phúc Long tiếp cận khách hàng thông qua nhiều kênh bán hàng trực tuyến và chiếm 35% tổng doanh thu, trong đó cao nhất là thông qua Grabfood.","Trong cấu trúc doanh thu Phúc Long, doanh thu từ trà chiếm hơn 70% nhờ thương hiệu được yêu thích. Phúc Long cũng cho biết đã có những bước tiến trong việc tiếp cận khách hàng thông qua nhiều kênh, bao gồm dịch vụ giao hàng và tiêu dùng tại cửa hàng.",NEI,Refuted,False
dev_5377,5377,Ông Patrushev phát biểu tại cuộc họp của Tổ chức Hợp tác Thượng Hải (SCO) cho biết Moscow cam kết ngăn chặn chiến tranh hạt nhân cũng như sự đối đầu giữa các cường quốc hạt nhân.,"""Nga nhận thấy sự cần thiết của việc phải ngăn chặn bất kỳ cuộc đối đầu quân sự nào giữa các quốc gia sở hữu vũ khí hạt nhân"", ông Patrushev phát biểu tại cuộc họp của Tổ chức Hợp tác Thượng Hải (SCO) ở New Delhi, Ấn Độ.",Supported,Refuted,False
dev_2197,2197,"Khi trở thành cầu thủ đầu tiên ghi được 100 bàn thắng tại các trận đấu quốc tế, Cristiano Ronaldo nói rằng kỷ lục là động lực của anh.","Đó cũng là bàn thắng thứ 120 kỷ lục của Ronaldo trong màu áo đội tuyển Bồ Đào Nha, giúp anh trở thành cầu thủ đầu tiên ghi được 100 bàn thắng tại các trận đấu quốc tế.",Supported,NEI,False
dev_228,228,"Gen Z tại Việt Nam đang hướng đến lối sống lành mạnh, bao gồm các biện pháp tự nhiên như Trà Dr Thanh, để vượt qua những thách thức của cuộc sống hiện đại và luôn sảng khoái về thể chất cũng như tinh thần.",Đây chính là tinh thần “gét gô” của gen Z như tụi em.,Supported,NEI,False
dev_1969,1969,"Trước khi để trẻ nhỏ sử dụng công nghệ mới, một nguyên tắc tốt là bố mẹ dành thời gian cùng con cái làm quen với nó và sẽ rất tuyệt khi mỗi ngày, cha mẹ và con cái đều dành thời gian để kết nối với nhau.","Trước khi để trẻ nhỏ sử dụng công nghệ mới, một nguyên tắc tốt là bố mẹ dành thời gian cùng con cái làm quen với nó.",Supported,NEI,False
dev_3207,3207,"HLV thủ môn U23 Việt Nam, Ngô Việt Trung phải liên tục nhắc nhở thủ môn Huy Hoàng bình tĩnh và hô hào chỉ huy hàng thủ vì anh có đôi chút hồi hộp ở đầu trận đầu.","HLV thủ môn U23 Việt Nam, Ngô Việt Trung đã liên tục nhắc nhở Huy Hoàng phải bình tĩnh và hô hào chỉ huy hàng thủ.",Supported,NEI,False
dev_3224,3224,"Ma nhai tại Danh thắng Ngũ Hành Sơn có hệ thống gồm nhiều văn bản bằng chữ Hán và chữ Nôm được khắc trên đá với nội dung phong phú, đa dạng, cùng nhiều thể loại văn học từ đầu thế kỉ XVII đến thế kỉ XX.","Ma nhai tại Danh thắng Ngũ Hành Sơn là một hệ thống gồm 78 văn bản bằng chữ Hán và chữ Nôm (Hán Nôm) được khắc trên vách đá và hang động của Danh thắng Ngũ Hành Sơn, với nội dung đa dạng, hình thức độc đáo, cùng nhiều thể loại văn học của các vị vua, quan triều Nguyễn, cao tăng, trí thức, có niên đại trải dài từ nửa đầu thế kỷ XVII đến thế kỷ XX.",Supported,Refuted,False
dev_6204,6204,"Thiết bị hồng ngoại trung bình của James Webb đã đo sự thay đổi độ sáng khi hành tinh Trappist-1b di chuyển phía sau ngôi sao của nó, cho thấy nhiều nhận định khoa học đột phá.","Thiết bị hồng ngoại trung bình (MIRI) của James Webb đã đo sự thay đổi độ sáng khi hành tinh Trappist-1b di chuyển phía sau ngôi sao của nó, trong một hiện tượng được giới khoa học gọi là nhật thực thứ cấp. Nhà vật lý thiên văn Elsa Ducrot - một trong những tác giả của nghiên cứu trên - cho biết: ""Ngay trước khi bị che khuất phía sau ngôi sao, hành tinh này phát ra nhiều ánh sáng nhất, vì nó hầu như chỉ thể hiện mặt 'ban ngày' của nó"".",NEI,Supported,False
dev_170,170,"Việc phân bổ 11.400 máy tính bảng đến tay học sinh có hoàn cảnh khó khăn, hộ nghèo, học sinh có cha mẹ và người thân mất vì COVID-19 có tổng giá trị lên đến 70 tỷ đồng.","Việc phân bổ máy thực hiện theo đúng tinh thần chỉ đạo của Thủ tướng Chính phủ là trao đến tay học sinh có hoàn cảnh khó khăn, hộ nghèo, học sinh có cha mẹ và người thân mất vì COVID-19.",Refuted,NEI,False
dev_3743,3743,"Giáo viên của một trường thuộc khu vực Hà Nội nêu ý kiến về việc giữ nguyên độ tuổi nghỉ hưu của giáo viên như trước đây (tức 60 với nam, 55 với nữ.","Là một giáo viên bước vào tuổi 60, tôi hoàn toàn đồng ý với việc đoàn đại biểu Quốc hội Hà Nội đề nghị sửa đổi luật, giữ nguyên độ tuổi nghỉ hưu của giáo viên như trước đây (tức 60 với nam, 55 với nữ).",NEI,Supported,False
dev_1716,1716,Cuba tuyên bố quốc tang để tri ân những người đã hy sinh trong vụ hoả hoạn tại kho chứa nhiên liệu bên vịnh Matanzas,"Cuba đã tuyên bố quốc tang và treo cờ rủ trong hai ngày 18 và 19/8 để tri ân những người đã ngã xuống khi làm nhiệm vụ trong thảm họa cháy kho kho nhiên liệu bên vịnh Matanzas - Ảnh: Granma.cu Đến sáng 6/8, lửa lan sang bể chứa thứ 2 và gây ra hàng loạt vụ nổ lớn khiến nhiều người mất tích và bị thương.",Supported,Refuted,False
dev_6762,6762,"Trong buổi nói chuyện ngày 28.3 tại TP.HCM, bà Nguyễn Chi Lan đã chia sẻ những điều cha mẹ cần làm để giúp thế hệ Alpha không bị máy móc và công nghệ thay thế.","Những vấn đề về ""con người công nghệ"" được chia sẻ trong buổi nói chuyện với chủ đề ""Gen Z chưa qua Gen Alpha đã tới"" do VNPR, UAN phối hợp tổ chức vào sáng 28.3 tại TP.HCM.",Supported,NEI,False
dev_2952,2952,"Tình trạng đốt sống bị thoái hóa, thoát vị, gai xương gây chèn ép các dây thần kinh có thể dẫn tới thiếu máu lên não nếu không được phát hiện sớm.","Tình trạng đốt sống bị thoái hóa, thoát vị, gai xương gây chèn ép các dây thần kinh có thể dẫn tới thiếu máu lên não hoặc gây rối loạn việc truyền tín hiệu, từ đó dẫn tới các rối loạn như đau đầu, ù tai, chóng mặt, xây xẩm, buồn nôn, mất thăng bằng, tê cứng tay, chân, khó cầm nắm…",Supported,NEI,False
dev_2234,2234,Matxcơva tạo điều kiện cấp giấy phép làm việc tại Nga cho các nhà công nghệ thông tin nước ngoài sau khi hàng ngàn nhân sự của Nga rời khỏi đất nước sau khi xung đột Ukraine bắt đầu.,"Matxcơva thông báo họ đang tạo điều kiện cấp giấy phép làm việc tại Nga cho các chuyên gia công nghệ thông tin nước ngoài, sau khi nhiều nhân sự trong nước đã rời đi vì chiến sự ở Ukraine.",Supported,NEI,False
dev_2256,2256,Bộ Quốc phòng Nga tuyên bố đã bắn hạ một máy bay không người lái (UAV) của Ukraine bằng phương pháp tác chiến điện tử tại thị trấn Kireevsk thuộc vùng Tula của Nga.,(NLĐO) - Nga tuyên bố bắn hạ một chiếc máy bay không người lái (UAV) của Ukraine.,Supported,NEI,False
dev_839,839,"Năm 2021, tỉ lệ tiêm chủng nhiều loại vaccine ở nước ta đạt mức thấp nhất trong vòng 20 năm qua, trong đó tỉ lệ ống vaccine bOPV chỉ đạt 79,4%.","Lo ngại nguy cơ cao bệnh bại liệt hoang dại xâm nhập Việt Nam Theo Viện Vệ sinh dịch tễ Trung ương, trong năm 2021, 2022 do ảnh hưởng của dịch COVID-19, thực hiện giãn cách xã hội, nhiều địa phương đã phải tạm dừng triển khai tiêm chủng thường xuyên nên tỉ lệ tiêm chủng nhiều loại vaccine ở nước ta đạt mức thấp nhất trong vòng 20 năm qua.",Refuted,NEI,False
dev_6370,6370,"Sở Giao thông Vận tải TP.Đà Nẵng cũng đã triển khai các giải pháp mạnh như thường xuyên kiểm tra, phạt những đối tượng vi phạm, cấm ""xe dù"" hoạt động, nhằm ngăn chặn và tiến đến chấm dứt tình trạng ""xe dù"", chèo kéo, ""chặt chém"" khách.","Thanh tra Sở Giao thông Vận tải, lực lượng An ninh hàng không kiểm tra hoạt động xe chở khách tại sân bay Đà Nẵng NGUYỄN TÚ Sở Giao thông Vận tải TP.Đà Nẵng cũng đã triển khai các giải pháp mạnh, kịp thời, nhằm ngăn chặn và tiến đến chấm dứt tình trạng ""xe dù"", chèo kéo, ""chặt chém"" khách, đồng thời đề xuất UBND TP.Đà Nẵng giao sở này chủ trì, phối hợp Sở Du lịch, Trung tâm An ninh hàng không, Công an Q.Hải Châu…",NEI,Refuted,False
dev_1636,1636,Công tác chuẩn bị cho hoạt động Tư vấn mùa thi ở An Giang diễn ra sáng 19/3 đã sẵn sàng để tư vấn cho các bạn học sinh về các ngành nghề tương lai.,"Công tác chuẩn bị cho hoạt động Tư vấn mùa thi ở An Giang diễn ra sáng mai (19.3) tại Tp.Long Xuyên đã được Báo Thanh Niên phối hợp với các đơn vị liên quan hoàn tất, sẵn sàng hỗ trợ học sinh lớp 12 lựa chọn ngành nghề tương lai.",NEI,Supported,False
dev_4795,4795,"Các trung tâm đặt ra yêu cầu tuyển việc là phải có bằng cấp cao trong các kì thi tiếng Anh quốc tế, còn trình độ sư phạm chỉ là yếu tố ưu tiên.","Nhiều trung tâm rao tin tuyển dụng GV nhưng chỉ cần IELTS và xem nghiệp vụ sư phạm là yếu tố ưu tiên CHỤP MÀN HÌNH Mặt khác, chuyên gia đề nghị các trung tâm tiếng Anh ngoài việc ""siết"" yêu cầu tuyển dụng, cũng nên tạo cơ hội cho GV không chuyên được làm việc để phát triển chuyên môn, vì hiện tại không thiếu những khóa học nghiệp vụ sư phạm ngắn hạn.",Supported,NEI,False
dev_2090,2090,"Đầu bếp Federico Pinzi đã kỳ vọng một đĩa spaghetti đậm hương vị Ý, nhưng món anh nhận được là một ""phiên bản kỳ quặc"" với sốt kem hơi nhão, không hương vị và được tô điểm bằng đậu Hà Lan.","Tuy nhiên, món anh nhận được là một ""phiên bản kỳ quặc"" với sốt kem hơi nhão, không hương vị và được tô điểm bằng đậu Hà Lan.",Supported,NEI,False
dev_4147,4147,Ngoại trưởng Ai Cập đã phát biểu trước 60 Bộ trưởng các nước trong đó có Việt Nam vào ngày 3/10 tại Kinshasa.,Ngoại trưởng Ai Cập Sameh Shoukry - Ảnh: cop27.eg Tuyên bố do Ngoại trưởng Ai Cập nêu trong bài phát biểu trước hơn 60 Bộ trưởng các nước dự hội nghị chuẩn bị cho COP27 khai mạc ngày 3/10 tại Kinshasa (thủ đô CHDC Congo).,NEI,Refuted,False
dev_2549,2549,"Kết quả xử lý, bằn chứng và lời khai của các đối tượng sẽ công khai trên website của cục An toàn thực phẩm.","Theo đó, tại đường link: https://nhathuocduclan.vn/la-han-qua-tana-khong-duong-hop-24-vien; https://nhathuocduclan.vn/la-han-qua-tana-hop-24-vien-ngam, quảng cáo thực phẩm bảo vệ sức khỏe Viên ngậm ho La Hán Quả Tana và thực phẩm bảo vệ sức khỏe Viên ngậm ho La Hán Quả Tana - không đường, nội dung quảng cáo không phù hợp với Giấy xác nhận nội dung quảng cáo đã được cấp. Sản phẩm vi phạm quy định của pháp luật về quảng cáo Cục An toàn thực phẩm đang phối hợp với các cơ quan chức năng xác minh, xử lý theo quy định hiện hành. Kết quả xử lý sẽ công khai trên website của cục tại địa chỉ: https://vfa.gov.vn/ và cổng công khai y tế tại địa chỉ https://congkhaiyte.moh.gov.vn/.",NEI,Supported,False
dev_2820,2820,Sở GTVT TP.HCM sẽ nâng cấp hệ thống đèn tín hiệu giao thông kết nối điều khiển tập trung về Trung tâm Quản lý điều hành giao thông đô thị bằng cách tối ưu hoạt động của hệ thống đèn tín hiệu giao thông khu vực trung tâm TP với Trung tâm Quản lý điều hành giao thông đô thị.,"(PLO)- Sở GTVT TP.HCM sẽ nâng cấp hệ thống đèn tín hiệu giao thông kết nối điều khiển tập trung về Trung tâm Quản lý điều hành giao thông đô thị với hàng loạt tuyến đường như Phạm Văn Đồng, quốc lộ 1, Xa lộ Hà Nội...",Supported,NEI,False
dev_5693,5693,"Một sự việc đã gây xôn xao toàn quốc Nhật Bản bởi một vụ kiện đã được khởi kiện bởi một nữ sinh 18 tuổi ở Osaka, yêu cầu trường học bồi thường 2,2 triệu yen (khoảng 400 triệu đồng) vì cho rằng bị sang chấn tâm lý khi bị liên tục yêu cầu nhuộm mái tóc màu nâu tự nhiên thành màu đen.","Một nữ sinh 18 tuổi ở Osaka, Nhật Bản đã khởi kiện, yêu cầu trường học bồi thường 2,2 triệu yen (khoảng 400 triệu đồng) vì cho rằng bị sang chấn tâm lý khi liên tục bị yêu cầu nhuộm mái tóc màu nâu tự nhiên thành màu đen.",Supported,NEI,False
dev_7251,7251,"60 hộ dân thuộc tổ 17, phường Yên Nghĩa, quận Hà Đông, Hà Nội bị nứt nhà vì dự án nhà chung cư CT4 do Tổng công ty Đầu tư phát triển nhà và đô thị Bộ Quốc phòng làm chủ đầu tư, thi công xảy ra rung chấn.","Nhà dân phải ""chống nạng"" sau những trận rung lắc - Ảnh: Q.THẾ Như đã phản ánh, dự án nhà chung cư CT4 do Tổng công ty Đầu tư phát triển nhà và đô thị Bộ Quốc phòng làm chủ đầu tư, thi công. Trong quá trình ép cọc công trình, rất nhiều lần xảy ra rung chấn khiến 58 hộ dân (tổ 17, phường Yên Nghĩa, quận Hà Đông, Hà Nội) bị nứt nhà.",Refuted,NEI,False
dev_2235,2235,"Nước dừa là một loại nước trái cây giải khát rất được ưa chuộng mà hầu như mọi người đều có thể dùng, tuy nhiên chúng ta nên tìm hiểu thêm về việc sử dụng nước dừa đúng cách.","TS-BS. Nguyễn Thị Sơn, Bệnh viện Đại học Y Dược TP.HCM - Cơ sở 3, trả lời: Hầu hết chúng ta đều biết rằng uống nước dừa đem đến nhiều lợi ích cho cơ thể, tuy nhiên chúng ta nên tìm hiểu thêm về việc sử dụng nước dừa đúng cách, để đảm bảo cải thiện sức khỏe thật tốt.",NEI,Supported,False
dev_436,436,Chính phủ Trung Quốc đã không đáp lại lời kêu gọi của nhóm SAGO về sự minh bạch trong việc chia sẻ dữ liệu và tiến hành các cuộc điều tra cần thiết.,"“Chúng tôi tiếp tục kêu gọi TQ minh bạch trong việc chia sẻ dữ liệu, tiến hành các cuộc điều tra cần thiết và chia sẻ kết quả điều tra” - ông nói thêm.",NEI,Refuted,False
dev_2430,2430,Ông T. được điều trị ở bệnh viện địa phương nhưng không thuyên giảm nên được chuyển sang bệnh viện Hoàn Mỹ để phẫu thuật.,"bị đau, khó cử động vùng ngực, hông lưng, cánh tay; được đưa vào bệnh viện địa phương nhưng đau đớn và khó thở không thuyên giảm.",Supported,Refuted,False
dev_160,160,Gen Alpha được coi là những 'con người công nghệ' vì thế hệ này được sinh ra và lớn lên trong một thế giới kết nối với sự phổ biến của các thiết bị di động và mạng internet.,"""Thế hệ này được sinh ra và lớn lên trong một thế giới kết nối với sự phổ biến của các thiết bị di động và mạng internet.",Supported,NEI,False
dev_4257,4257,K’Thi Rầm đã có cuộc sông vô cùng khó khăn khi cả cha và mẹ của cô đều gặp nạn khi cô chưa trưởng thành.,"Sau khi trao ảnh ở đầu cầu Sông Do, K’Thi Rầm đã mời tác giả Hữu Thành cùng nhóm nghệ sĩ nhiếp ảnh đến nhà thăm gia đình. Suốt buổi gặp gỡ, K’Thi Rầm liên tục cảm ơn và cho rằng không ngờ mình có vinh dự này nhưng tác giả Hữu Thành cho rằng mình mới chính là người phải cảm ơn nhân vật.",Supported,NEI,False
dev_5714,5714,Trong thời gian ngắn nhưng hiện tượng các đối tượng lạ mặt tiếp cận học sinh đã xuất hiện tại 3 trường học ở Vinh khiến nhà trường và phụ huynh cảm thấy không yên tâm.,"Trong thời gian ngắn nhưng 3 trường Tiểu học trên địa bàn (trường Tiểu học Bến Thủy, Hồng Sơn và Hưng Bình), có hiện tượng các đối tượng lạ tiếp cận học sinh ở cổng trường.",Supported,Refuted,False
dev_1935,1935,Trong lúc Bảo thi có gặp 2 hay 3 câu giống y như đã làm.,"Còn ở những câu vận dụng cao, mình làm đều đặn mỗi ngày 1-2 câu của từng môn nên lúc thi cũng gặp được những dạng tương tự"", Bảo chia sẻ thêm.",NEI,Refuted,False
dev_656,656,"Phó Thủ tướng đánh giá cao đóng góp của các tri thức Việt Nam vào mối quan hệ hữu nghị của 2 nước, đồng thời cũng mong muốn họ có trách nhiệm, và tuân thủ pháp luật sở tại.","Phó Thủ tướng Trần Hồng Hà mong muốn cộng đồng người Việt Nam tại Nhật Bản ""luôn tâm huyết, có nhiều tiến bộ, khẳng định là cộng đồng văn hoá, có trách nhiệm, tuân thủ pháp luật sở tại"" - Ảnh: VGP/Minh Khôi Tại buổi gặp gỡ, Phó Thủ tướng đánh giá cao đóng góp của các trí thức Việt Nam vào mối quan hệ hữu nghị, hợp tác tin cậy, cởi mở, có sự đồng cảm về văn hóa, con người, truyền thống giữa Việt Nam - Nhật Bản.",Supported,NEI,False
dev_786,786,"Với sự đổi mới và thú vị, ChatGPT được nhiều người dùng để trao đổi thông tin trực tiếp thông qua hình thức chủ yếu là hỏi đáp, dựa trên những cơ sở dữ liệu thu thập được trên internet, các trang mạng xã hội, website từ năm 2021 trở về trước.","ChatGPT giúp người dùng trao đổi trực tiếp thông qua hình thức hỏi đáp là chính với những cơ sở dữ liệu thu thập được trên internet, mạng xã hội, các trang web kể từ năm 2021 trở về trước.",Supported,NEI,False
dev_3155,3155,Tổng thống Ukraine Volodymyr Zelensky phát biểu tại một cuộc họp của Hội đồng châu Âu hôm 23/3 kêu gọi sự hỗ trợ của phương Tây để đảm bảo chiến thắng của Kiev trước các đợt tấn công của Nga.,(Dân trí) - Tổng thống Ukraine Volodymyr Zelensky kêu gọi sự hỗ trợ của phương Tây để đảm bảo chiến thắng của Kiev trước các đợt tấn công của Nga.,Supported,NEI,False
dev_6165,6165,"Thổng thống Florida Ron DeSantis, cùng là thành viên Đảng Cộng hòa với ông Trump, chỉ trích rằng quyết định truy tố là ""Vũ khí hóa hệ thống pháp luật để thúc đẩy một chương trình nghị sự chính trị"".","Thống đốc Florida Ron DeSantis, người được coi là đối thủ cạnh tranh hàng đầu của ông Trump cho đề cử của đảng Cộng hòa, chỉ trích rằng quyết định truy tố là ""vũ khí hóa hệ thống pháp luật để thúc đẩy một chương trình nghị sự chính trị"".",NEI,Refuted,False
dev_5823,5823,"Virus Marburg là một bệnh truyền nhiễm cấp tính và nguy hiểm, có thể truyền từ động vật sang người và từ người sang người.",Đây là một bệnh truyền nhiễm cấp tính do virus Marburg gây ra.,Supported,NEI,False
dev_1436,1436,Hằng năm đều có các đánh giá về giá thành lúa gạo để có chính sách liên quan nên việc người dân trồng lúa có lợi nhuận trên 100% là thông tin chưa chính xác.,"""Chính vì vậy, chúng tôi cho rằng trong nhiều năm Chính phủ cũng như các địa phương phấn đấu trên dưới 30% lợi nhuận trong sản xuất lúa thì phù hợp. Hằng năm Bộ Tài chính và Bộ Nông nghiệp và Phát triển nông thôn đều có đánh giá về giá thành lúa gạo để có chính sách liên quan"" - ông, Lê Văn Đức, phó cục trưởng Cục Trồng trọt nói.",Supported,Refuted,False
dev_4701,4701,Phó Thủ tướng Chính phủ Lê Văn Thành được bổ nhiệm làm Trưởng Ban Chỉ đạo liên ngành hội nhập quốc tế về kinh tế theo Quyết định số 596/QĐ-TTg của Thủ tướng Chính phủ.,"Theo đó, sửa đổi khoản 1 và khoản 2 Điều 1 về nhân sự tại Quyết định số 596/QĐ-TTg của Thủ tướng Chính phủ về việc thành lập Ban Chỉ đạo quốc gia về hội nhập quốc tế như sau: Trưởng Ban Chỉ đạo quốc gia là Thủ tướng Chính phủ Phạm Minh Chính. Phó Trưởng Ban Chỉ đạo quốc gia là các Phó Thủ tướng Chính phủ: Lê Văn Thành, Trần Hồng Hà, Trần Lưu Quang.",Supported,Refuted,False
dev_1158,1158,Phương án thi tốt nghiệp THPT mới sẽ tác động không nhỏ đến chất lượng giáo dục phổ thông ở Việt Nam.,"Lấy kết quả thi để xét công nhận tốt nghiệp THPT và làm một trong các cơ sở để đánh giá chất lượng dạy, học của các cơ sở giáo dục phổ thông và công tác chỉ đạo của các cơ quan quản lý giáo dục.",NEI,Supported,False
dev_7222,7222,"Luyện và vợ thừa nhận hành vi của mình, những thửa đất trong dự án đều là những thửa đất ""ma"".","Tất cả các thửa đất trong những dự án này đều có giấy chứng nhận quyền sử dụng, ghi rõ nguồn gốc...",Refuted,NEI,False
dev_4405,4405,Điện ảnh Việt Nam có bề dày lịch sử hơn 70 năm và đã cho ra đời nhiều bộ phim đoạt giải thưởng.,"Ở trong nước, hàng trăm giải thưởng quốc gia được trao tặng cho các bộ phim truyện, phim tài liệu, phim khoa học, phim hoạt hình trong 22 lần tổ chức Liên hoan phim Việt Nam và hàng trăm giải thưởng cho cá nhân các nghệ sĩ điện ảnh. Trong 10 năm trở lại đây, ngành điện ảnh Việt Nam đã kịp thời nắm bắt thời cơ đổi mới và hội nhập quốc tế, tổ chức thực hiện những dự án sản xuất, phát hành phim theo mô hình xã hội hóa.",Supported,Refuted,False
dev_6629,6629,"Theo Bộ trưởng Bộ Thể thao Nga Oleg Matytsin, các điều kiện do Ủy ban Olympic quốc tế (IOC) đưa ra đối với các vận động viên Nga và Belarus là phù hợp và cho rằng đó là việc phân biệt đối xử đối với các vận động viên.","Đoàn người biểu tình trước trụ sở của Ủy ban Olympic quốc tế (IOC) tại Lausanne, Thụy Sĩ ngày 25-3 vừa qua nhằm phản đối các vận động viên Nga tham gia thi đấu tại các giải đấu quốc tế - Ảnh: AP Theo tờ Izvestia, Bộ trưởng Bộ Thể thao Nga Oleg Matytsin đã lên tiếng chỉ trích dữ dội chỉ một ngày sau khi Ủy ban Olympic quốc tế (IOC) đưa ra khuyến nghị về việc để các vận động viên Nga và Belarus trở lại các giải thi đấu quốc tế với tư cách vận động viên trung lập. Theo Bộ trưởng Matytsin, các điều kiện do IOC đưa ra đối với các vận động viên Nga và Belarus là không phù hợp. Đồng thời đó là việc phân biệt đối xử đối với các vận động viên.",Refuted,Supported,False
dev_113,113,"Sông băng là trụ cột của đa dạng sinh học, nuôi dưỡng hệ sinh thái và một nửa nhân loại phụ thuộc rất nhiều vào các con sông băng.","Các sông băng cũng là trụ cột của đa dạng sinh học, nuôi dưỡng nhiều hệ sinh thái.",Supported,NEI,False
dev_825,825,"Trong thông tư sửa đổi về quy chế thi tốt nghiệp THPT, năm 2023, thí sinh không được phép mang máy ghi âm, ghi hình vào phòng thi như các năm trước.","Theo đó, kỳ thi tốt nghiệp THPT 2023, bỏ quy định cho phép thí sinh mang máy ghi âm, ghi hình vào phòng thi.",Supported,Refuted,False
dev_4504,4504,"Các thông số kỹ thuật được dùng theo thiết kế kỹ thuật của dự án gần nhất, bên cạnh đó sản lượng lớn nhất trong hồ sơ thiết kế cơ sở và hồ sơ thiết kế kỹ thuật (nếu có) là sản lượng tính toán.","Ngoài ra, sản lượng tính toán là sản lượng lớn nhất trong hồ sơ thiết kế cơ sở và hồ sơ thiết kế kỹ thuật (nếu có)...",Supported,NEI,False
dev_6359,6359,"Ban Chỉ đạo quốc gia và Ban Chỉ đạo liên ngành hội nhập quốc tế có nhiệm vụ giúp Chỉnh phủ, Thủ tướng Chính phủ chỉ đạo triển khai các chủ trương, chính sách lớn về hội nhập quốc tế.","Bên cạnh đó, Ban Chỉ đạo có nhiệm vụ giúp Chính phủ, Thủ tướng Chính phủ chỉ đạo các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ, UBND các tỉnh, thành phố trực thuộc Trung ương, triển khai các chủ trương, chính sách lớn về hội nhập quốc tế; giải quyết những vấn đề quan trọng, liên ngành liên quan đến hội nhập quốc tế; đồng thời giúp Chính phủ, Thủ tướng Chính phủ phối hợp, đôn đốc các bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ, UBND các tỉnh, thành phố trực thuộc Trung ương, trong việc triển khai đồng bộ các chủ trương chính sách về hội nhập quốc tế.",NEI,Supported,False
dev_3171,3171,Mùa giải năm nay cho phép mỗi CLB đăng kí 2 suất cho thành viên nước ngoài đã được cấp giấy phép lao động.,"Để thi đấu ở Việt Nam, các ngoại binh cần được cấp giấy phép lao động, thủ tục này mất 2 tháng nên các CLB chưa kịp hoàn tất thủ tục đăng ký ngoại binh cho giai đoạn lượt đi Giải futsal HDBank VĐQG 2023.",Refuted,NEI,False
dev_4278,4278,"Dự lễ ký kết hợp tác phát triển du lịch giai đoạn 2023-2025 có sự góp mặt của Chủ tịch UBND tỉnh Bình Định và Chủ tịch Saigontourist Group cùng với sự tham gia của đại diện TP.HCM, tỉnh Bình Định.","Dự lễ ký kết có ông Phạm Anh Tuấn, Chủ tịch UBND tỉnh Bình Định và ông Phạm Huy Bình, Chủ tịch Saigontourist Group, cùng với sự tham gia của đại diện lãnh đạo TP.HCM, tỉnh Bình Định. Ông Phạm Anh Tuấn, Chủ tịch UBND tỉnh Bình Định (bên trái) và ông Phạm Huy Bình, Chủ tịch Saigontourist Group (bên phải) ký kết hợp tác THANH QUÂN Theo thỏa thuận, hai bên sẽ cùng phối hợp triển khai các hoạt động hợp tác tư vấn phát triển chiến lược, quy hoạch, kế hoạch dài hạn, trung hạn và ngắn hạn trong lĩnh vực du lịch; hợp tác đầu tư xây dựng các sản phẩm, dịch vụ du lịch mới tại Bình Định và các sản phẩm liên kết vùng.",Supported,NEI,False
dev_7097,7097,"Để nhanh làm quen với bóng thi đấu chính thức của các cầu thủ U23 Việt Nam HLV đã thực hiện giáo án rèn luyện kĩ năng kiểm soát bóng và phối hợp nhỏ ít chạm, đồng thời yêu cầu các tuyển thủ tăng đeo bám, thu hồi bóng từ đối phương nhanh chóng, tập các bài chiến thuật.",Ông thầy người Pháp cũng yêu cầu các tuyển thủ U23 Việt Nam tích cực đeo bám và thu hồi bóng từ chân đối phương một cách nhanh nhất.,Supported,Refuted,False
dev_6312,6312,Phim điện ảnh “Biệt đội rất ổn” do nữ diễn viên Lê Khánh thủ vai sẽ ra rạp từ ngày 31-4.,(NLĐO) – Nữ diễn viên Lê Khánh tái xuất màn ảnh rộng với vai diễn nữ đại gia miền Tây Tư Xoàn trong phim điện ảnh “Biệt đội rất ổn”.,Refuted,NEI,False
dev_5054,5054,"Vì có kỹ năng leo núi xuất sắc, ông Krempf, cộng sự của Alexandre Yersin đã hoàn thành nhiệm vụ lên 1 đỉnh núi Hòn Bà ở độ cao khoảng 1.500m.","Yersin viết: ""Nhờ kỹ năng của một nhà leo núi xuất sắc, ông ấy (tức Krempf - PV) đã hoàn thành nhiệm vụ này, khi men theo sườn núi phía Bắc.",Supported,NEI,False
dev_5610,5610,Dùng quét mã QR để nhận tiền mừng cưới đã diễn ra tại đám cưới của chủ rể Vi Đình Quyết và cô dâu Hà Thị Vân.,"Sân vận động bản Khe Rạn, xã Bồng Khê, huyện miền núi Con Cuông (Nghệ An) nhộn nhịp hơn khi là nơi diễn ra đám cưới của chú rể Vi Đình Quyết (SN 1991) và cô dâu Hà Thị Vân (1997).",Supported,Refuted,False
