claim_id,claim_index,statement,retrieved_evidence,gold_label,predicted_label,is_correct
dev_2952,2952,"Tình trạng đốt sống bị thoái hóa, thoát vị, gai xương gây chèn ép các dây thần kinh có thể dẫn tới thiếu máu lên não nếu không được phát hiện sớm.","Tình trạng đốt sống bị thoái hóa, thoát vị, gai xương gây chèn ép các dây thần kinh có thể dẫn tới thiếu máu lên não hoặc gây rối loạn việc truyền tín hiệu, từ đó dẫn tới các rối loạn như đau đầu, ù tai, chóng mặt, xây xẩm, buồn nôn, mất thăng bằng, tê cứng tay, chân, khó cầm nắm…",Supported,NEI,False
dev_2256,2256,Bộ Quốc phòng Nga tuyên bố đã bắn hạ một máy bay không người lái (UAV) của Ukraine bằng phương pháp tác chiến điện tử tại thị trấn Kireevsk thuộc vùng Tula của Nga.,(NLĐO) - Nga tuyên bố bắn hạ một chiếc máy bay không người lái (UAV) của Ukraine.,Supported,NEI,False
dev_839,839,"Năm 2021, tỉ lệ tiêm chủng nhiều loại vaccine ở nước ta đạt mức thấp nhất trong vòng 20 năm qua, trong đó tỉ lệ ống vaccine bOPV chỉ đạt 79,4%.","Lo ngại nguy cơ cao bệnh bại liệt hoang dại xâm nhập Việt Nam Theo Viện Vệ sinh dịch tễ Trung ương, trong năm 2021, 2022 do ảnh hưởng của dịch COVID-19, thực hiện giãn cách xã hội, nhiều địa phương đã phải tạm dừng triển khai tiêm chủng thường xuyên nên tỉ lệ tiêm chủng nhiều loại vaccine ở nước ta đạt mức thấp nhất trong vòng 20 năm qua.",Refuted,NEI,False
dev_1636,1636,Công tác chuẩn bị cho hoạt động Tư vấn mùa thi ở An Giang diễn ra sáng 19/3 đã sẵn sàng để tư vấn cho các bạn học sinh về các ngành nghề tương lai.,"Công tác chuẩn bị cho hoạt động Tư vấn mùa thi ở An Giang diễn ra sáng mai (19.3) tại Tp.Long Xuyên đã được Báo Thanh Niên phối hợp với các đơn vị liên quan hoàn tất, sẵn sàng hỗ trợ học sinh lớp 12 lựa chọn ngành nghề tương lai.",NEI,Supported,False
dev_4795,4795,"Các trung tâm đặt ra yêu cầu tuyển việc là phải có bằng cấp cao trong các kì thi tiếng Anh quốc tế, còn trình độ sư phạm chỉ là yếu tố ưu tiên.","Nhiều trung tâm rao tin tuyển dụng GV nhưng chỉ cần IELTS và xem nghiệp vụ sư phạm là yếu tố ưu tiên CHỤP MÀN HÌNH Mặt khác, chuyên gia đề nghị các trung tâm tiếng Anh ngoài việc ""siết"" yêu cầu tuyển dụng, cũng nên tạo cơ hội cho GV không chuyên được làm việc để phát triển chuyên môn, vì hiện tại không thiếu những khóa học nghiệp vụ sư phạm ngắn hạn.",Supported,NEI,False
dev_2090,2090,"Đầu bếp Federico Pinzi đã kỳ vọng một đĩa spaghetti đậm hương vị Ý, nhưng món anh nhận được là một ""phiên bản kỳ quặc"" với sốt kem hơi nhão, không hương vị và được tô điểm bằng đậu Hà Lan.","Tuy nhiên, món anh nhận được là một ""phiên bản kỳ quặc"" với sốt kem hơi nhão, không hương vị và được tô điểm bằng đậu Hà Lan.",Supported,NEI,False
dev_4147,4147,Ngoại trưởng Ai Cập đã phát biểu trước 60 Bộ trưởng các nước trong đó có Việt Nam vào ngày 3/10 tại Kinshasa.,Ngoại trưởng Ai Cập Sameh Shoukry - Ảnh: cop27.eg Tuyên bố do Ngoại trưởng Ai Cập nêu trong bài phát biểu trước hơn 60 Bộ trưởng các nước dự hội nghị chuẩn bị cho COP27 khai mạc ngày 3/10 tại Kinshasa (thủ đô CHDC Congo).,NEI,Refuted,False
dev_2549,2549,"Kết quả xử lý, bằn chứng và lời khai của các đối tượng sẽ công khai trên website của cục An toàn thực phẩm.","Theo đó, tại đường link: https://nhathuocduclan.vn/la-han-qua-tana-khong-duong-hop-24-vien; https://nhathuocduclan.vn/la-han-qua-tana-hop-24-vien-ngam, quảng cáo thực phẩm bảo vệ sức khỏe Viên ngậm ho La Hán Quả Tana và thực phẩm bảo vệ sức khỏe Viên ngậm ho La Hán Quả Tana - không đường, nội dung quảng cáo không phù hợp với Giấy xác nhận nội dung quảng cáo đã được cấp. Sản phẩm vi phạm quy định của pháp luật về quảng cáo Cục An toàn thực phẩm đang phối hợp với các cơ quan chức năng xác minh, xử lý theo quy định hiện hành. Kết quả xử lý sẽ công khai trên website của cục tại địa chỉ: https://vfa.gov.vn/ và cổng công khai y tế tại địa chỉ https://congkhaiyte.moh.gov.vn/.",NEI,Supported,False
dev_2820,2820,Sở GTVT TP.HCM sẽ nâng cấp hệ thống đèn tín hiệu giao thông kết nối điều khiển tập trung về Trung tâm Quản lý điều hành giao thông đô thị bằng cách tối ưu hoạt động của hệ thống đèn tín hiệu giao thông khu vực trung tâm TP với Trung tâm Quản lý điều hành giao thông đô thị.,"(PLO)- Sở GTVT TP.HCM sẽ nâng cấp hệ thống đèn tín hiệu giao thông kết nối điều khiển tập trung về Trung tâm Quản lý điều hành giao thông đô thị với hàng loạt tuyến đường như Phạm Văn Đồng, quốc lộ 1, Xa lộ Hà Nội...",Supported,NEI,False
dev_5693,5693,"Một sự việc đã gây xôn xao toàn quốc Nhật Bản bởi một vụ kiện đã được khởi kiện bởi một nữ sinh 18 tuổi ở Osaka, yêu cầu trường học bồi thường 2,2 triệu yen (khoảng 400 triệu đồng) vì cho rằng bị sang chấn tâm lý khi bị liên tục yêu cầu nhuộm mái tóc màu nâu tự nhiên thành màu đen.","Một nữ sinh 18 tuổi ở Osaka, Nhật Bản đã khởi kiện, yêu cầu trường học bồi thường 2,2 triệu yen (khoảng 400 triệu đồng) vì cho rằng bị sang chấn tâm lý khi liên tục bị yêu cầu nhuộm mái tóc màu nâu tự nhiên thành màu đen.",Supported,NEI,False
dev_2235,2235,"Nước dừa là một loại nước trái cây giải khát rất được ưa chuộng mà hầu như mọi người đều có thể dùng, tuy nhiên chúng ta nên tìm hiểu thêm về việc sử dụng nước dừa đúng cách.","TS-BS. Nguyễn Thị Sơn, Bệnh viện Đại học Y Dược TP.HCM - Cơ sở 3, trả lời: Hầu hết chúng ta đều biết rằng uống nước dừa đem đến nhiều lợi ích cho cơ thể, tuy nhiên chúng ta nên tìm hiểu thêm về việc sử dụng nước dừa đúng cách, để đảm bảo cải thiện sức khỏe thật tốt.",NEI,Supported,False
dev_436,436,Chính phủ Trung Quốc đã không đáp lại lời kêu gọi của nhóm SAGO về sự minh bạch trong việc chia sẻ dữ liệu và tiến hành các cuộc điều tra cần thiết.,"“Chúng tôi tiếp tục kêu gọi TQ minh bạch trong việc chia sẻ dữ liệu, tiến hành các cuộc điều tra cần thiết và chia sẻ kết quả điều tra” - ông nói thêm.",NEI,Refuted,False
dev_2430,2430,Ông T. được điều trị ở bệnh viện địa phương nhưng không thuyên giảm nên được chuyển sang bệnh viện Hoàn Mỹ để phẫu thuật.,"bị đau, khó cử động vùng ngực, hông lưng, cánh tay; được đưa vào bệnh viện địa phương nhưng đau đớn và khó thở không thuyên giảm.",Supported,NEI,False
dev_160,160,Gen Alpha được coi là những 'con người công nghệ' vì thế hệ này được sinh ra và lớn lên trong một thế giới kết nối với sự phổ biến của các thiết bị di động và mạng internet.,"""Thế hệ này được sinh ra và lớn lên trong một thế giới kết nối với sự phổ biến của các thiết bị di động và mạng internet.",Supported,NEI,False
dev_4257,4257,K’Thi Rầm đã có cuộc sông vô cùng khó khăn khi cả cha và mẹ của cô đều gặp nạn khi cô chưa trưởng thành.,"Sau khi trao ảnh ở đầu cầu Sông Do, K’Thi Rầm đã mời tác giả Hữu Thành cùng nhóm nghệ sĩ nhiếp ảnh đến nhà thăm gia đình. Suốt buổi gặp gỡ, K’Thi Rầm liên tục cảm ơn và cho rằng không ngờ mình có vinh dự này nhưng tác giả Hữu Thành cho rằng mình mới chính là người phải cảm ơn nhân vật.",Supported,NEI,False
dev_4322,4322,Ông Ajay Banga sẽ được bầu làm Chủ tịch mới của WB bất chấp sự phản đối của Tổng thống và Bộ Tài chính.,"Bà cũng hy vọng ứng viên Ajay Banga do Mỹ đề cử sẽ được bầu làm Chủ tịch WB, với trọng trách cải tổ lại ngân hàng này để ứng phó tốt hơn với các thách thức của thế kỷ 21, bao gồm khí hậu, các đại dịch và xung đột.",Refuted,NEI,False
dev_5714,5714,Trong thời gian ngắn nhưng hiện tượng các đối tượng lạ mặt tiếp cận học sinh đã xuất hiện tại 3 trường học ở Vinh khiến nhà trường và phụ huynh cảm thấy không yên tâm.,"Trong thời gian ngắn nhưng 3 trường Tiểu học trên địa bàn (trường Tiểu học Bến Thủy, Hồng Sơn và Hưng Bình), có hiện tượng các đối tượng lạ tiếp cận học sinh ở cổng trường.",Supported,NEI,False
dev_1935,1935,Trong lúc Bảo thi có gặp 2 hay 3 câu giống y như đã làm.,"Còn ở những câu vận dụng cao, mình làm đều đặn mỗi ngày 1-2 câu của từng môn nên lúc thi cũng gặp được những dạng tương tự"", Bảo chia sẻ thêm.",NEI,Refuted,False
dev_3306,3306,"Về việc chuẩn bị cho việc đàm phán hợp đồng mua bán điện và giá điện, đã có tới 5 chủ đầu tư gửi hồ sơ, nên chúng tôi yêu cầu các chủ đầu tư nên ngừng nộp hồ sơ cho bên mua bán điện.","Trên cơ sở đó, chúng tôi đề nghị các chủ đầu tư nhanh chóng nộp hồ sơ cho bên mua bán điện.",Refuted,NEI,False
dev_786,786,"Với sự đổi mới và thú vị, ChatGPT được nhiều người dùng để trao đổi thông tin trực tiếp thông qua hình thức chủ yếu là hỏi đáp, dựa trên những cơ sở dữ liệu thu thập được trên internet, các trang mạng xã hội, website từ năm 2021 trở về trước.","ChatGPT giúp người dùng trao đổi trực tiếp thông qua hình thức hỏi đáp là chính với những cơ sở dữ liệu thu thập được trên internet, mạng xã hội, các trang web kể từ năm 2021 trở về trước.",Supported,NEI,False
dev_3155,3155,Tổng thống Ukraine Volodymyr Zelensky phát biểu tại một cuộc họp của Hội đồng châu Âu hôm 23/3 kêu gọi sự hỗ trợ của phương Tây để đảm bảo chiến thắng của Kiev trước các đợt tấn công của Nga.,(Dân trí) - Tổng thống Ukraine Volodymyr Zelensky kêu gọi sự hỗ trợ của phương Tây để đảm bảo chiến thắng của Kiev trước các đợt tấn công của Nga.,Supported,NEI,False
dev_7228,7228,"Vì cầm dao đánh nhau với Hoàng, bà P. đã bị đánh gục tại chỗ.","Hậu quả, bà P. đã bị Hoàng đánh gục tại chỗ.",Refuted,NEI,False
dev_6165,6165,"Thổng thống Florida Ron DeSantis, cùng là thành viên Đảng Cộng hòa với ông Trump, chỉ trích rằng quyết định truy tố là ""Vũ khí hóa hệ thống pháp luật để thúc đẩy một chương trình nghị sự chính trị"".","Thống đốc Florida Ron DeSantis, người được coi là đối thủ cạnh tranh hàng đầu của ông Trump cho đề cử của đảng Cộng hòa, chỉ trích rằng quyết định truy tố là ""vũ khí hóa hệ thống pháp luật để thúc đẩy một chương trình nghị sự chính trị"".",NEI,Refuted,False
dev_5823,5823,"Virus Marburg là một bệnh truyền nhiễm cấp tính và nguy hiểm, có thể truyền từ động vật sang người và từ người sang người.",Đây là một bệnh truyền nhiễm cấp tính do virus Marburg gây ra.,Supported,NEI,False
dev_1436,1436,Hằng năm đều có các đánh giá về giá thành lúa gạo để có chính sách liên quan nên việc người dân trồng lúa có lợi nhuận trên 100% là thông tin chưa chính xác.,"""Chính vì vậy, chúng tôi cho rằng trong nhiều năm Chính phủ cũng như các địa phương phấn đấu trên dưới 30% lợi nhuận trong sản xuất lúa thì phù hợp. Hằng năm Bộ Tài chính và Bộ Nông nghiệp và Phát triển nông thôn đều có đánh giá về giá thành lúa gạo để có chính sách liên quan"" - ông, Lê Văn Đức, phó cục trưởng Cục Trồng trọt nói.",Supported,NEI,False
dev_4701,4701,Phó Thủ tướng Chính phủ Lê Văn Thành được bổ nhiệm làm Trưởng Ban Chỉ đạo liên ngành hội nhập quốc tế về kinh tế theo Quyết định số 596/QĐ-TTg của Thủ tướng Chính phủ.,"Theo đó, sửa đổi khoản 1 và khoản 2 Điều 1 về nhân sự tại Quyết định số 596/QĐ-TTg của Thủ tướng Chính phủ về việc thành lập Ban Chỉ đạo quốc gia về hội nhập quốc tế như sau: Trưởng Ban Chỉ đạo quốc gia là Thủ tướng Chính phủ Phạm Minh Chính. Phó Trưởng Ban Chỉ đạo quốc gia là các Phó Thủ tướng Chính phủ: Lê Văn Thành, Trần Hồng Hà, Trần Lưu Quang.",Supported,Refuted,False
dev_7222,7222,"Luyện và vợ thừa nhận hành vi của mình, những thửa đất trong dự án đều là những thửa đất ""ma"".","Tất cả các thửa đất trong những dự án này đều có giấy chứng nhận quyền sử dụng, ghi rõ nguồn gốc...",Refuted,NEI,False
dev_6629,6629,"Theo Bộ trưởng Bộ Thể thao Nga Oleg Matytsin, các điều kiện do Ủy ban Olympic quốc tế (IOC) đưa ra đối với các vận động viên Nga và Belarus là phù hợp và cho rằng đó là việc phân biệt đối xử đối với các vận động viên.","Đoàn người biểu tình trước trụ sở của Ủy ban Olympic quốc tế (IOC) tại Lausanne, Thụy Sĩ ngày 25-3 vừa qua nhằm phản đối các vận động viên Nga tham gia thi đấu tại các giải đấu quốc tế - Ảnh: AP Theo tờ Izvestia, Bộ trưởng Bộ Thể thao Nga Oleg Matytsin đã lên tiếng chỉ trích dữ dội chỉ một ngày sau khi Ủy ban Olympic quốc tế (IOC) đưa ra khuyến nghị về việc để các vận động viên Nga và Belarus trở lại các giải thi đấu quốc tế với tư cách vận động viên trung lập. Theo Bộ trưởng Matytsin, các điều kiện do IOC đưa ra đối với các vận động viên Nga và Belarus là không phù hợp. Đồng thời đó là việc phân biệt đối xử đối với các vận động viên.",Refuted,Supported,False
dev_6131,6131,"Để được nhận bảo lĩnh đối với một cá nhân thì cần phải có giấy cam đoan xác nhận của chính quyền địa phương, trong giấy cam đoan thì cá nhân được bảo lãnh phải cam đoan không để bị can, bị cáo vi phạm của các nghĩa vụ quy định.","Cá nhân nhận bảo lĩnh phải làm giấy cam đoan có xác nhận của chính quyền xã, phường, thị trấn nơi người đó cư trú hoặc cơ quan, tổ chức nơi người đó làm việc, học tập. Trong giấy cam đoan, cá nhân nhận bảo lĩnh phải cam đoan không để bị can, bị cáo vi phạm các nghĩa vụ quy định như: có mặt theo giấy triệu tập, không bỏ trốn hoặc tiếp tục phạm tội; không mua chuộc, cưỡng ép, xúi giục người khác khai báo gian dối; không đe dọa, khống chế, trả thù người làm chứng, bị hại...",Supported,Refuted,False
dev_113,113,"Sông băng là trụ cột của đa dạng sinh học, nuôi dưỡng hệ sinh thái và một nửa nhân loại phụ thuộc rất nhiều vào các con sông băng.","Các sông băng cũng là trụ cột của đa dạng sinh học, nuôi dưỡng nhiều hệ sinh thái.",Supported,NEI,False
dev_825,825,"Trong thông tư sửa đổi về quy chế thi tốt nghiệp THPT, năm 2023, thí sinh không được phép mang máy ghi âm, ghi hình vào phòng thi như các năm trước.","Theo đó, kỳ thi tốt nghiệp THPT 2023, bỏ quy định cho phép thí sinh mang máy ghi âm, ghi hình vào phòng thi.",Supported,Refuted,False
dev_4504,4504,"Các thông số kỹ thuật được dùng theo thiết kế kỹ thuật của dự án gần nhất, bên cạnh đó sản lượng lớn nhất trong hồ sơ thiết kế cơ sở và hồ sơ thiết kế kỹ thuật (nếu có) là sản lượng tính toán.","Ngoài ra, sản lượng tính toán là sản lượng lớn nhất trong hồ sơ thiết kế cơ sở và hồ sơ thiết kế kỹ thuật (nếu có)...",Supported,NEI,False
dev_6359,6359,"Ban Chỉ đạo quốc gia và Ban Chỉ đạo liên ngành hội nhập quốc tế có nhiệm vụ giúp Chỉnh phủ, Thủ tướng Chính phủ chỉ đạo triển khai các chủ trương, chính sách lớn về hội nhập quốc tế.","Bên cạnh đó, Ban Chỉ đạo có nhiệm vụ giúp Chính phủ, Thủ tướng Chính phủ chỉ đạo các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ, UBND các tỉnh, thành phố trực thuộc Trung ương, triển khai các chủ trương, chính sách lớn về hội nhập quốc tế; giải quyết những vấn đề quan trọng, liên ngành liên quan đến hội nhập quốc tế; đồng thời giúp Chính phủ, Thủ tướng Chính phủ phối hợp, đôn đốc các bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ, UBND các tỉnh, thành phố trực thuộc Trung ương, trong việc triển khai đồng bộ các chủ trương chính sách về hội nhập quốc tế.",NEI,Supported,False
dev_7097,7097,"Để nhanh làm quen với bóng thi đấu chính thức của các cầu thủ U23 Việt Nam HLV đã thực hiện giáo án rèn luyện kĩ năng kiểm soát bóng và phối hợp nhỏ ít chạm, đồng thời yêu cầu các tuyển thủ tăng đeo bám, thu hồi bóng từ đối phương nhanh chóng, tập các bài chiến thuật.",Ông thầy người Pháp cũng yêu cầu các tuyển thủ U23 Việt Nam tích cực đeo bám và thu hồi bóng từ chân đối phương một cách nhanh nhất.,Supported,NEI,False
dev_6212,6212,Dù nhà có 1 ha điều nhưng đang mất mùa và do điều mất giá nên cuộc sống khá bấp bênh.,"Dù nhà có 1 ha điều nhưng đang mất mùa nên cuộc sống khá bấp bênh. Vừa qua, trong lần đi nhặt điều thuê cùng mẹ, Bin bị té gãy tay.",NEI,Supported,False
dev_6312,6312,Phim điện ảnh “Biệt đội rất ổn” do nữ diễn viên Lê Khánh thủ vai sẽ ra rạp từ ngày 31-4.,(NLĐO) – Nữ diễn viên Lê Khánh tái xuất màn ảnh rộng với vai diễn nữ đại gia miền Tây Tư Xoàn trong phim điện ảnh “Biệt đội rất ổn”.,Refuted,NEI,False
dev_4413,4413,Linh chia sẻ nỗi buồn khi bị hạ hạnh kiểm.,Nguyễn Khánh Linh,NEI,Supported,False
dev_5054,5054,"Vì có kỹ năng leo núi xuất sắc, ông Krempf, cộng sự của Alexandre Yersin đã hoàn thành nhiệm vụ lên 1 đỉnh núi Hòn Bà ở độ cao khoảng 1.500m.","Yersin viết: ""Nhờ kỹ năng của một nhà leo núi xuất sắc, ông ấy (tức Krempf - PV) đã hoàn thành nhiệm vụ này, khi men theo sườn núi phía Bắc.",Supported,NEI,False
dev_5610,5610,Dùng quét mã QR để nhận tiền mừng cưới đã diễn ra tại đám cưới của chủ rể Vi Đình Quyết và cô dâu Hà Thị Vân.,"Sân vận động bản Khe Rạn, xã Bồng Khê, huyện miền núi Con Cuông (Nghệ An) nhộn nhịp hơn khi là nơi diễn ra đám cưới của chú rể Vi Đình Quyết (SN 1991) và cô dâu Hà Thị Vân (1997).",Supported,NEI,False
dev_5517,5517,"Hà Nội buông lỏng việc đảm bảo trật tự an toàn giao thông, trật tự đô thị, để vỉa hè, hè phố bị sử dụng bừa bãi làm bãi đỗ xe.","Báo cáo về công tác kiểm tra, quản lý sử dụng hè phố, lòng đường, Phó chủ tịch UBND TP Hà Nội Dương Đức Tuấn cho biết tính đến hết ngày 25-3, Ban chỉ đạo 197 TP đã kiểm tra, xử lý 24.300 trường hợp vi phạm về trật tự an toàn giao thông (tăng 5.553 trường hợp so với cùng thời gian liền kề trước đó), phạt thành tiền 50,5 tỉ đồng.",Refuted,NEI,False
dev_4906,4906,"Bác sĩ trực khoa Tai mũi họng nhanh chóng thăm khám, chỉ định chụp X-quang cho bệnh nhi, sau đó xác định dị vật trong mũi nghi là pin điện tử dạng cúc áo, vô cùng nguy hiểm, cần phải được lấy ra càng sớm càng tốt.","Bác sĩ trực khoa Tai mũi họng nhanh chóng thăm khám, chỉ định chụp X-quang để xác định vị trí dị vật.",Supported,NEI,False
dev_2289,2289,Kỳ họp dự kiến bế mạc vào ngày 13/3 sẽ xem xét các báo cáo của Chính phủ... và bầu chọn và quyết định một số chức danh lãnh đạo Nhà nước Trung Quốc.,"Theo chương trình nghị sự kỳ họp được công bố ngày 4/3, ngoài việc xem xét các báo cáo của Chính phủ..., kỳ họp sẽ bầu chọn và quyết định một số chức danh lãnh đạo Nhà nước Trung Quốc.",Supported,Refuted,False
dev_1481,1481,Lễ hội du lịch golf lần đầu được tổ chức tại TP.HCM ngày 29-3.,"Sự kiện lần đầu tiên được tổ chức, do Sở Du lịch TP.HCM chủ trì, phối hợp Hiệp hội Du lịch golf Việt Nam (thành lập tháng 4-2019) thực hiện.",Supported,Refuted,False
dev_2784,2784,"Trong khi châu Âu, chỉ số FTSE 100 của London (Anh) tăng 1,1% lên 7.564,27 điểm thì tại New York (Mỹ), chỉ số công nghiệp Dow Jones tăng 5% lên 32.717,60 điểm.","Tại New York (Mỹ), chỉ số công nghiệp Dow Jones tăng 1% lên 32.717,60 điểm.",Refuted,NEI,False
dev_3711,3711,Tổng thống Sheikh Mohammed đã bổ nhiệm các em trai của mình là ông Sheikh Mansour bin Zayed Al Nahyan vào chức phó tổng thống UAE và Sheikh Tahnoun bin Zayed Al Nahyan làm cố vấn an ninh quốc gia của UAE.,Ông Sheikh Mohammed cũng bổ nhiệm em trai Sheikh Tahnoun bin Zayed Al Nahyan làm cố vấn an ninh quốc gia của UAE và trao cho ông quyền kiểm soát hoạt động kinh doanh dầu mỏ.,Supported,Refuted,False
dev_5713,5713,Nhà nghiên cứu tên Yossi Yovel đã ghi lại âm thanh và video của gần 50 con dơi ở Ai Cập trong hai tháng rưỡi và điều chỉnh một chương trình nhận dạng giọng nói để phân tích 15.000 âm thanh.,Một nhà nghiên cứu tên Yossi Yovel đã ghi lại âm thanh và video của gần 20 con dơi ở Ai Cập trong hai tháng rưỡi.,Refuted,NEI,False
dev_7290,7290,"Voi thường xuyên bị lạm dụng trong việc di chuyển đường dài, khai thác gỗ và thậm chí bị chết vì kiệt sức và suy dinh dưỡng.","Họ cho biết, chúng cũng thường xuyên bị lạm dụng trong các hoạt động khác như di chuyển đường dài và khai thác gỗ.",Supported,NEI,False
dev_6039,6039,Để tạo điều kiện cho các học sinh nghèo có thành tích học tập tốt thì có 2 trường đại học trao tặng các suất học bổng và tài trợ các thiết bị học tập.,"Để tạo điều kiện cho các học sinh nghèo có thành tích học tập tốt, có ý chí vươn lên trong cuộc sống có điều kiện đến lớp, dịp này Trường ĐH Công nghiệp TP.HCM và Trường ĐH FPT Cần Thơ cũng trao tặng 10 suất học bổng Nguyễn Thái Bình cho học sinh trên địa bàn tỉnh An Giang.",Supported,NEI,False
dev_6564,6564,"Giải đấu cờ vua tranh cúp Siêu tốc Bá vương đã tạo được sân chơi trí tuệ chất lượng cho học sinh Hà Nội, các tuyển thủ có cơ hội gặp gỡ các bạn bè ở khắp địa bàn giúp tăng thêm bản lĩnh và kỹ năng chơi cờ.","Tại đây, các kỳ thủ nhí có cơ hội được gặp gỡ các bạn bè trên khắp các trường trong thành phố, rèn luyện thêm bản lĩnh, kỹ năng trong cờ Vua.",Supported,NEI,False
dev_492,492,"Học sinh 12 tại Hà Nội tham gia kì thi khảo sát chất lượng vào 7-8/4, học sinh sẽ thi ba môn và một bài tổ hợp.","Gần 87.000 học sinh lớp 12 tại Hà Nội sẽ tham gia bài khảo sát chất lượng, hình thức tương tự thi tốt nghiệp THPT, vào hai ngày 7-8/4.",Supported,NEI,False
dev_6653,6653,Bà Yellen bác bỏ việc tăng vốn do yêu cầu cắt giảm chi tiêu để đổi lấy nâng mức nợ trần liên bang.,Điều này đi ngược lại yêu cầu cắt giảm chi tiêu của các hạ nghị sĩ đảng Cộng hòa để đổi lấy việc nâng mức nợ trần liên bang.,Supported,Refuted,False
dev_6858,6858,"Bạn sinh viên chia sẻ trên trang HUFLIT nói rằng diễn giả nói nhiều câu rất khó nghe nhưng bạn vẫn phải cố nhịn cho đến lúc kết thúc chương trình, hơn nữa cũng có những bạn khác cảm thấy bức xúc giống như bạn.","Mình biết không phải một mình mình cảm thấy như vậy vì trong lúc ra về, mình có nghe những bạn khác đi cùng thang máy cũng nói y như mình. Mong các đơn vị tổ chức sau này có mời ai thì nên tìm hiểu kỹ về những thông tin người ta chia sẻ để sinh viên không mất thời gian vào những thứ vô bổ"".",Refuted,NEI,False
dev_7232,7232,Vợ chồng cựu cầu thủ David Beckham đã chứng tỏ được tiềm lực tài chính và chiến lược kinh doanh khi đã có lãi sau 13 năm gồng lỗ.,"Trong cuộc chơi thể hiện sức mạnh ""trường vốn"", sau cùng, vợ chồng cựu danh thủ David Beckham đã chứng tỏ được tiềm lực tài chính, năng lực kinh doanh và tầm nhìn chiến lược.",Supported,NEI,False
dev_186,186,"Bộ Quốc phòng Nga đã đồng ý với cáo buộc của Mỹ, khẳng định máy bay không người lái của Mỹ mất kiểm soát, mất độ cao và rơi xuống biển, khẳng định tiêm kích Nga không sử dụng vũ khí mang theo, không tiếp xúc gần với máy bay không lái của Mỹ và đã trở về căn cứ an toàn.","Bộ Quốc phòng Nga khẳng định tiêm kích Nga không sử dụng vũ khí mang theo, không tiếp xúc gần với máy bay không lái của Mỹ và đã trở về căn cứ an toàn.",Refuted,NEI,False
dev_6613,6613,"Bánh cuốn Thụy Khuê ""rẻ nhất Hà Nội"" mở bán hàng ngày từ 6h đến 14h với giá 13.000 đồng một phần.","Bánh cuốn Thụy Khuê là quán ăn đã qua hai đời, có giá 13.000 đồng một đĩa, được nhiều thực khách nói ""rẻ nhất Hà Nội"".",Supported,NEI,False
dev_1834,1834,"Giải futsal HD Bank VĐQG 2023 tuy có một số CLB cũ không thể tham gia, đổi lại lại có sự tham gia của các thành viên nước ngoài.","(NLĐO) - Giải futsal HD Bank VĐQG 2023 sẽ lần đầu có suất tham dự của ngoại binh, tổ chức theo hình thức thi đấu sân nhà - sân khách với sự tranh tài của 8 đội bóng mạnh nhất Việt Nam Sahako là đương kim vô địch Giải futsal VĐQG Trước thềm mùa giải mới, Giải futsal HD Bank vô địch quốc gia (VĐQG) 2023 đón nhận thông tin kém vui khi các CLB Hiếu Hoa Đà Nẵng, Hưng Gia Khang Đắk Lắk và Sài Gòn FC rút khỏi giải đấu vì không tìm được nhà tài trợ, không đủ kinh phí hoạt động.",Supported,Refuted,False
dev_3645,3645,Kết quả xét nghiệm cho thấy Yoo Ah-in dương tính với 4 chất gây nghiện bị Hàn Quốc cấm sử dụng bừa bãi.,"Tuy nhiên, Viện pháp y Quốc gia Hàn Quốc đã đưa ra kết quả xét nghiệm kết luận Park Yoo-chun dương tính với ma túy đá.",Supported,NEI,False
dev_1477,1477,Phương án thi tốt nghiệp THPT mới của Bộ GD-ĐT yêu cầu tất cả thí sinh phải sử dụng máy tính để làm bài thi.,"Về phương án thi, đề thi phù hợp với chương trình giáo dục phổ thông mới, ngân hàng câu hỏi thi cho tất cả các môn phải được làm mới hoàn toàn theo định hướng đánh giá năng lực.",Refuted,NEI,False
dev_4794,4794,"Dự án du lịch này đang xuống cấp, cỏ dại mọc um tùm khắp nơi sau nhiều năm bị bỏ hoang, có thể thấy mảnh ""đất vàng"" của xã đảo Tam Hải đang bị lãng phí trầm trọng.","Sau nhiều năm bỏ hoang, dự án du lịch này đang xuống cấp, cỏ dại mọc um tùm khắp nơi.",Supported,NEI,False
dev_1333,1333,"Giá dầu thô ngọt nhẹ Mỹ (WTI) giảm 30 cent (0,3%), xuống 72,97 USD/thùng, lượng dầu thô dự trữ của Mỹ đã bất ngờ giảm xuống trong tuần trước, do các công ty lọc dầu tăng cường hoạt động sau mùa bảo dưỡng.","Trong khi đó, giá dầu thô ngọt nhẹ Mỹ (WTI) giảm 23 cent (0,3%), xuống 72,97 USD/thùng.",Refuted,NEI,False
dev_2252,2252,Đề án sẽ nâng cao trình độ sản xuất lúa cũng như gia tăng giá trị lúa gạo.,(Chinhphu.vn) - Phát triển bền vững 1 triệu ha lúa chuyên canh chất lượng cao gắn với tăng trưởng xanh vùng Đồng bằng sông Cửu Long sẽ nâng cao trình độ sản xuất lúa cũng như gia tăng giá trị lúa gạo.,NEI,Supported,False
