claim_id,claim_index,statement,retrieved_evidence,gold_label,predicted_label,is_correct,error_type,failure_reason
dev_5775,5775,Bổ sung thông tin vào kho dữ liệu quốc gia về dân cư và vào cơ sở dữ liệu CCCD là 1 trong 4 chính sách mà chính phủ đề xuất để xây dựng luật CCCD,"Chính phủ đề nghị xây dựng Luật CCCD (sửa đổi) với bốn nhóm chính sách. Thứ nhất, quy định việc tích hợp thông tin khác ngoài thông tin trong cơ sở dữ liệu CCCD vào CCCD.",Supported,NEI,False,Context Starvation (Thiếu ngữ cảnh quyết định),Câu Top-1 bị thiếu thông tin liên kết đại từ hoặc bối cảnh xung quanh nên bị đoán thành NEI.
dev_564,564,Dây bungee bị đứt khi anh sắp hoàn thành xong cú nhảy 10 tầng lầu của mình và may mắn bên dưới là một vùng nước nên anh đã sống sót và được đưa đến bệnh viện.,"Tại đây, anh đã thực hiện một cú nhảy bungee ở độ cao bằng 10 tầng lầu (khoảng 30m).",Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_402,402,"Diễn giả Lâm Minh Chánh và diễn giả Phan Dũng Khánh sẽ đưa ra những phân tích, câu chuyện về tài chính, kênh đầu tư,...",Chuyên đề có sự tham gia của diễn giả Lâm Minh Chánh - Chủ tịch Học viện Kinh doanh và Tài chính BizUni và diễn giả Phan Dũng Khánh - Giám đốc Tư vấn Đầu tư Maybank Investment Bank.,Supported,NEI,False,Context Starvation (Thiếu ngữ cảnh quyết định),Câu Top-1 bị thiếu thông tin liên kết đại từ hoặc bối cảnh xung quanh nên bị đoán thành NEI.
dev_4257,4257,K’Thi Rầm đã có cuộc sông vô cùng khó khăn khi cả cha và mẹ của cô đều gặp nạn khi cô chưa trưởng thành.,"Sau khi trao ảnh ở đầu cầu Sông Do, K’Thi Rầm đã mời tác giả Hữu Thành cùng nhóm nghệ sĩ nhiếp ảnh đến nhà thăm gia đình. Suốt buổi gặp gỡ, K’Thi Rầm liên tục cảm ơn và cho rằng không ngờ mình có vinh dự này nhưng tác giả Hữu Thành cho rằng mình mới chính là người phải cảm ơn nhân vật.",Supported,NEI,False,Phủ định / Đảo ngữ,Bằng chứng chứa quan hệ phủ định nhưng câu đơn lẻ làm mất hướng khẳng định.
dev_6613,6613,"Bánh cuốn Thụy Khuê ""rẻ nhất Hà Nội"" mở bán hàng ngày từ 6h đến 14h với giá 13.000 đồng một phần.","Bánh cuốn Thụy Khuê là quán ăn đã qua hai đời, có giá 13.000 đồng một đĩa, được nhiều thực khách nói ""rẻ nhất Hà Nội"".",Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_6366,6366,Một người đàn ông Nhật Bản ngoài 50 tuổi bị bắt tại Bắc Kinh vì nghi ngờ tham gia hoạt động gián điệp.,"Phát ngôn viên chính phủ Nhật Bản Hirokazu Matsuno ngày 27/3 cho biết đại sứ quán nước này tại Bắc Kinh đã được thông báo rằng ""một người đàn ông Nhật Bản ngoài 50 tuổi bị bắt tại Bắc Kinh vì vi phạm luật pháp Trung Quốc trong tháng này"".",Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_5344,5344,Lưng voi không có cấu tạo phù hợp với việc chở nặng vì xương sống của chúng mở lên trên.,"Lưng voi không có cấu tạo phù hợp để chở nặng, theo Tom Taylor, giám đốc dự án tại WFFT.",Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_7097,7097,"Để nhanh làm quen với bóng thi đấu chính thức của các cầu thủ U23 Việt Nam HLV đã thực hiện giáo án rèn luyện kĩ năng kiểm soát bóng và phối hợp nhỏ ít chạm, đồng thời yêu cầu các tuyển thủ tăng đeo bám, thu hồi bóng từ đối phương nhanh chóng, tập các bài chiến thuật.",Ông thầy người Pháp cũng yêu cầu các tuyển thủ U23 Việt Nam tích cực đeo bám và thu hồi bóng từ chân đối phương một cách nhanh nhất.,Supported,Refuted,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_3162,3162,Nhóm cố vấn khoa học SAGO của Tổ chức Y tế Thế giới (WHO) đang kêu gọi Trung Quốc tiết lộ mọi thông tin về nguồn gốc của đại dịch COVID-19.,(PLO)- Nhóm cố vấn khoa học của Tổ chức Y tế Thế giới kêu gọi Trung Quốc công bố tất cả thông tin về nguồn gốc của đại dịch COVID-19 sau khi phát hiện một loài động vật từ chợ động vật sống ở TP Vũ Hán dương tính với virus SARS-CoV-2.,Supported,Refuted,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_373,373,Ngày 30.3 Bệnh viện nhi đồng 1 đã tiếp nhận một ca bệnh nhi 3 tuổi nhét pin điện tử dạng cúc áo vào mũi và bị hoại tử một phần niêm mạc.,"Ngày 30.3, tin từ Bệnh viện Nhi đồng 1 (TP.HCM) cho biết, bệnh viện vừa tiếp nhận bé gái 3 tuổi (ngụ Long An) do nhét pin điện tử vào mũi.",Supported,Refuted,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_1716,1716,Cuba tuyên bố quốc tang để tri ân những người đã hy sinh trong vụ hoả hoạn tại kho chứa nhiên liệu bên vịnh Matanzas,"Cuba đã tuyên bố quốc tang và treo cờ rủ trong hai ngày 18 và 19/8 để tri ân những người đã ngã xuống khi làm nhiệm vụ trong thảm họa cháy kho kho nhiên liệu bên vịnh Matanzas - Ảnh: Granma.cu Đến sáng 6/8, lửa lan sang bể chứa thứ 2 và gây ra hàng loạt vụ nổ lớn khiến nhiều người mất tích và bị thương.",Supported,Refuted,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_5954,5954,"Kho tạm giữ được xây trên một khu đất trống, xung quanh dựng vách tôn và chỉ có một phần mái che nhỏ.","Xung quanh được dựng vách tôn, chỉ có một phần mái che nhỏ, còn lại khu vực giữ phương tiện không có mái che.",Supported,Refuted,False,Phủ định / Đảo ngữ,Bằng chứng chứa quan hệ phủ định nhưng câu đơn lẻ làm mất hướng khẳng định.
dev_307,307,"Sở GD-ĐT Hà Nội đã ra văn bản yêu cầu các nhà trường thực hiện ngay một số biện pháp phòng ngừa sau khi phụ huynh một số trường học ở Hà Nội nhận được điện thoại với chiêu lừa ""con đang cấp cứu, chuyển tiền gấp"".","Sau khi phụ huynh một số trường học ở Hà Nội nhận được điện thoại với chiêu lừa ""con đang cấp cứu, chuyển tiền gấp"", Sở GD-ĐT Hà Nội đã ra văn bản yêu cầu các nhà trường thực hiện ngay một số biện pháp phòng ngừa.",Supported,Refuted,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_4405,4405,Điện ảnh Việt Nam có bề dày lịch sử hơn 70 năm và đã cho ra đời nhiều bộ phim đoạt giải thưởng.,"Ở trong nước, hàng trăm giải thưởng quốc gia được trao tặng cho các bộ phim truyện, phim tài liệu, phim khoa học, phim hoạt hình trong 22 lần tổ chức Liên hoan phim Việt Nam và hàng trăm giải thưởng cho cá nhân các nghệ sĩ điện ảnh. Trong 10 năm trở lại đây, ngành điện ảnh Việt Nam đã kịp thời nắm bắt thời cơ đổi mới và hội nhập quốc tế, tổ chức thực hiện những dự án sản xuất, phát hành phim theo mô hình xã hội hóa.",Supported,Refuted,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_5765,5765,"Người Vietcombank nào cũng thuộc nằm lòng và nhắc đến với niềm tự hào vô bờ bến giá trị cốt lõi của văn hóa Vietcombank được khái quát hóa thành 5 chữ vàng ""Tin - Chuẩn - Mới - Bền - Nhân"".","(Chinhphu.vn) - Giá trị cốt lõi của văn hóa Vietcombank được khái quát hóa thành 5 chữ vàng ""Tin - Chuẩn - Mới - Bền - Nhân"" mà người Vietcombank nào cũng thuộc nằm lòng và nhắc đến với niềm tự hào vô bờ bến.",Supported,Refuted,False,Bằng chứng không liên quan (IR Noise),Hệ thống BM25/Reranker chọn câu có trùng từ khóa nhưng không chứa sự thật kiểm chứng.
dev_470,470,Ngày 21/3 Tổng thống Nga Vladimir Putin lên án và tuyên bố Mátxcơva sẽ đáp trả tương xứng về hành động gửi đạn xe tăng chứa urani nghèo cho Ukraine của Anh.,"TPO - Ngày 21/3, Tổng thống Nga Vladimir Putin lên án việc Anh định gửi đạn xe tăng chứa urani nghèo cho Ukraine, tuyên bố Mátxcơva sẽ buộc phải đáp trả tương xứng.",Supported,Refuted,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_795,795,Việc đổ nước thải phóng xạ đã được xử lý vẫn gây e ngại về việc thay đổi ADN con người và có thể làm gia tăng ô nhiễm phóng xạ biển.,"Tổ chức Hòa bình xanh e ngại chất phóng xạ có thể thay đổi ADN của con người, Trung Quốc và Hàn Quốc bày tỏ lo lắng, trong khi các quốc đảo Thái Bình Dương băn khoăn về nguy cơ nước biển ô nhiễm phóng xạ nặng hơn.",Supported,Refuted,False,Bằng chứng không liên quan (IR Noise),Hệ thống BM25/Reranker chọn câu có trùng từ khóa nhưng không chứa sự thật kiểm chứng.
