claim_id,claim_index,statement,retrieved_evidence,gold_label,predicted_label,is_correct,error_type,failure_reason
dev_1219,1219,"Ông Nguyễn Quang Tuấn đã tố giác ca sỹ Vy Oanh về hành vi lợi dụng các quyền tự do dân chủ, xâm phạm quyền, lợi ích hợp pháp cá nhân bà Nguyễn Phương Hằng, nên cô phải có mặt tại Phòng Cảnh sát Hình sự Công an TP HCM để điều tra.","Ca sĩ Vy Oanh bị ông Nguyễn Quang Tuấn (con trai bà Nguyễn Phương Hằng) tố giác về hành vi lợi dụng các quyền tự do dân chủ, xâm phạm quyền, lợi ích hợp pháp cá nhân bà Nguyễn Phương Hằng.",Supported,NEI,False,Context Starvation (Thiếu ngữ cảnh quyết định),Câu Top-1 bị thiếu thông tin liên kết đại từ hoặc bối cảnh xung quanh nên bị đoán thành NEI.
dev_6044,6044,Lễ hội Thanh niên diễn ra trong vòng 2 ngày nhằm chào mừng kỷ niệm Ngày thành lập Đoàn TNCS Hồ Chí Minh (26.3).,Lễ hội Thanh niên là sự kiện văn hóa đa sắc màu của thanh thiếu nhi TP.HCM được tổ chức trong Tháng Thanh niên nhằm chào mừng kỷ niệm Ngày thành lập Đoàn TNCS Hồ Chí Minh (26.3).,Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_5950,5950,"Tính năng Family Pairing của TikTok tại Mỹ cho phép bố mẹ giám sát các phần mềm mà trẻ sử dụng, phần mềm sẽ giới hạn nội dung và quảng cáo mà trẻ có thể tiếp nhận phù hợp.",Tính năng Family Pairing ra mắt năm 2021 trong TikTok cho phép bố mẹ giám sát việc sử dụng phần mềm của con cái hiện chỉ có tại Mỹ.,Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_786,786,"Với sự đổi mới và thú vị, ChatGPT được nhiều người dùng để trao đổi thông tin trực tiếp thông qua hình thức chủ yếu là hỏi đáp, dựa trên những cơ sở dữ liệu thu thập được trên internet, các trang mạng xã hội, website từ năm 2021 trở về trước.","ChatGPT giúp người dùng trao đổi trực tiếp thông qua hình thức hỏi đáp là chính với những cơ sở dữ liệu thu thập được trên internet, mạng xã hội, các trang web kể từ năm 2021 trở về trước.",Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_1436,1436,Hằng năm đều có các đánh giá về giá thành lúa gạo để có chính sách liên quan nên việc người dân trồng lúa có lợi nhuận trên 100% là thông tin chưa chính xác.,"""Chính vì vậy, chúng tôi cho rằng trong nhiều năm Chính phủ cũng như các địa phương phấn đấu trên dưới 30% lợi nhuận trong sản xuất lúa thì phù hợp. Hằng năm Bộ Tài chính và Bộ Nông nghiệp và Phát triển nông thôn đều có đánh giá về giá thành lúa gạo để có chính sách liên quan"" - ông, Lê Văn Đức, phó cục trưởng Cục Trồng trọt nói.",Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_4688,4688,"Trịnh Tiến Dũng, cư trú tại Mỹ, cầm đầu đường dây buôn lậu, vận chuyển trái phép tiền tệ trị giá hàng tỷ USD thông qua nhóm WhatsApp.","Bên cạnh đó, cơ quan tố tụng còn cáo buộc Trịnh Tiến Dũng (đang bỏ trốn, bị truy nã quốc tế) cầm đầu 23 bị can khác trong đường dây vận chuyển trái phép tiền tệ qua biên giới, buôn lậu…",Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_5344,5344,Lưng voi không có cấu tạo phù hợp với việc chở nặng vì xương sống của chúng mở lên trên.,"Lưng voi không có cấu tạo phù hợp để chở nặng, theo Tom Taylor, giám đốc dự án tại WFFT.",Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_6131,6131,"Để được nhận bảo lĩnh đối với một cá nhân thì cần phải có giấy cam đoan xác nhận của chính quyền địa phương, trong giấy cam đoan thì cá nhân được bảo lãnh phải cam đoan không để bị can, bị cáo vi phạm của các nghĩa vụ quy định.","Cá nhân nhận bảo lĩnh phải làm giấy cam đoan có xác nhận của chính quyền xã, phường, thị trấn nơi người đó cư trú hoặc cơ quan, tổ chức nơi người đó làm việc, học tập. Trong giấy cam đoan, cá nhân nhận bảo lĩnh phải cam đoan không để bị can, bị cáo vi phạm các nghĩa vụ quy định như: có mặt theo giấy triệu tập, không bỏ trốn hoặc tiếp tục phạm tội; không mua chuộc, cưỡng ép, xúi giục người khác khai báo gian dối; không đe dọa, khống chế, trả thù người làm chứng, bị hại...",Supported,Refuted,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_1538,1538,Liên đoàn Chữ thập Đỏ và Trăng lưỡi liềm Đỏ Quốc tế đưa ra cảnh báo tất cả các nước trên thế giới vẫn chưa có sự chuẩn bị cần thiết để đối phó với đại dịch tiếp theo.,Đó là cảnh báo của Liên đoàn Chữ thập Đỏ và Trăng lưỡi liềm Đỏ Quốc tế (IFRC) đưa ra ngày 30/1 cùng với khuyến cáo các nước cần sẵn sàng ứng phó với đại dịch trong tương lai.,Supported,Refuted,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_1492,1492,Cả Nga và Ukraine đều chấp nhận cho Liên hợp quốc đến giám sát khu vực nhà máy hạt nhân Zaporizhzhia.,Người đứng đầu cơ quan giám sát hạt nhân của Liên hợp quốc đã có chuyến thăm thứ hai tới nhà máy hạt nhân Zaporizhzhia giữa lúc xung đột leo thang xung quanh khu vực này.,Supported,Refuted,False,Bằng chứng không liên quan (IR Noise),Hệ thống BM25/Reranker chọn câu có trùng từ khóa nhưng không chứa sự thật kiểm chứng.
dev_4180,4180,Buổi huấn luyện không tốn phí dành cho các ứng viên vì Weploy có đội ngũ quản lý là những chuyên gia kỳ cựu trong ngành đến từ các nước hàng đầu về công nghệ.,"Ứng viên sẽ không tốn chi phí cho các buổi huấn luyện này, nhờ Weploy có đội ngũ quản lý là những chuyên gia kỳ cựu trong ngành đến từ Úc, Mỹ, Canada từng làm việc tại các công ty hàng đầu như Grab, Redbubble, Deliveroo…",Supported,Refuted,False,Phủ định / Đảo ngữ,Bằng chứng chứa quan hệ phủ định nhưng câu đơn lẻ làm mất hướng khẳng định.
dev_1481,1481,Lễ hội du lịch golf lần đầu được tổ chức tại TP.HCM ngày 29-3.,"Sự kiện lần đầu tiên được tổ chức, do Sở Du lịch TP.HCM chủ trì, phối hợp Hiệp hội Du lịch golf Việt Nam (thành lập tháng 4-2019) thực hiện.",Supported,Refuted,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_825,825,"Trong thông tư sửa đổi về quy chế thi tốt nghiệp THPT, năm 2023, thí sinh không được phép mang máy ghi âm, ghi hình vào phòng thi như các năm trước.","Theo đó, kỳ thi tốt nghiệp THPT 2023, bỏ quy định cho phép thí sinh mang máy ghi âm, ghi hình vào phòng thi.",Supported,Refuted,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_6653,6653,Bà Yellen bác bỏ việc tăng vốn do yêu cầu cắt giảm chi tiêu để đổi lấy nâng mức nợ trần liên bang.,Điều này đi ngược lại yêu cầu cắt giảm chi tiêu của các hạ nghị sĩ đảng Cộng hòa để đổi lấy việc nâng mức nợ trần liên bang.,Supported,Refuted,False,Phủ định / Đảo ngữ,Bằng chứng chứa quan hệ phủ định nhưng câu đơn lẻ làm mất hướng khẳng định.
dev_1593,1593,World Cup 2022 là mùa World Cup thành công của Messi nhưng lại là thất bại của Ronaldo.,"Tại World Cup 2022, Messi vẫn là cầu thủ không thể thiếu của Argentina góp phần lớn trong chiếc cúp vô địch lần thứ ba của Argentina.",Supported,Refuted,False,Phủ định / Đảo ngữ,Bằng chứng chứa quan hệ phủ định nhưng câu đơn lẻ làm mất hướng khẳng định.
dev_5954,5954,"Kho tạm giữ được xây trên một khu đất trống, xung quanh dựng vách tôn và chỉ có một phần mái che nhỏ.","Xung quanh được dựng vách tôn, chỉ có một phần mái che nhỏ, còn lại khu vực giữ phương tiện không có mái che.",Supported,Refuted,False,Phủ định / Đảo ngữ,Bằng chứng chứa quan hệ phủ định nhưng câu đơn lẻ làm mất hướng khẳng định.
dev_3224,3224,"Ma nhai tại Danh thắng Ngũ Hành Sơn có hệ thống gồm nhiều văn bản bằng chữ Hán và chữ Nôm được khắc trên đá với nội dung phong phú, đa dạng, cùng nhiều thể loại văn học từ đầu thế kỉ XVII đến thế kỉ XX.","Ma nhai tại Danh thắng Ngũ Hành Sơn là một hệ thống gồm 78 văn bản bằng chữ Hán và chữ Nôm (Hán Nôm) được khắc trên vách đá và hang động của Danh thắng Ngũ Hành Sơn, với nội dung đa dạng, hình thức độc đáo, cùng nhiều thể loại văn học của các vị vua, quan triều Nguyễn, cao tăng, trí thức, có niên đại trải dài từ nửa đầu thế kỷ XVII đến thế kỷ XX.",Supported,Refuted,False,Bằng chứng không liên quan (IR Noise),Hệ thống BM25/Reranker chọn câu có trùng từ khóa nhưng không chứa sự thật kiểm chứng.
