source_row,statement,evidence,label_name,predicted_label,is_correct,error_type,gold_label_explanation,failure_reason,suggested_adjustment
392,Giá ngô và lúa mỳ nhập khẩu trên thị trường trong nước tiếp tục giảm so với đầu tháng 3.,giá ngô được chào bán trong khoảng 7.800-8.200 đồng/kg,Supported,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
561,"Sau thời gian dài chờ đợi, cuối cùng vào ngày 2-3 Lật mặt 6: Tấm vé định mệnh của Lý Hải đã chính thức tung trailer.","Sau thời gian dài chờ đợi, Lật mặt 6: Tấm vé định mệnh của Lý Hải đã chính thức tung trailer vào ngày 2-3.",Supported,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
581,"Các vấn đề trong dự thảo Luật cần được đánh giá và lựa chọn phương án hợp lý, tổng hợp ý kiến và giải trình thuyết phục, và đề xuất những vấn đề chưa được quy định.","Tổng hợp riêng những vấn đề góp ý mà hiện chưa được quy định trong dự thảo Luật; đối với các ý kiến trái với chủ trương, đường lối của Đảng, trái Hiến pháp thì không tiếp thu, nhưng cần giải trình thuyết phục; đối với những ý kiến đúng đắn, cần thiết nhưng chưa có kết luận của Trung ương thì có thể nghiên cứu, báo cáo xin ý kiến cấp có thẩm quyền.",Supported,NEI,False,Phủ định / Ngữ nghĩa nghịch đảo,,Câu có từ phủ định hoặc đảo ngữ tinh vi khiến mô hình nhận định sai hướng quan hệ.,
402,Tường Anh vinh dự là học sinh Việt Nam giành được học bổng và chọn chuyên ngành khoa học máy tính của Wesleyan University.,"Tường Anh vinh dự là học sinh Việt Nam giành được học bổng danh giá Em chọn chuyên ngành khoa học máy tính, vì muốn thử nghiệm các thế mạnh của bản thân để quyết định nghề nghiệp trong tương lai",Supported,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
1182,"Ban Chỉ đạo quốc gia về hội nhập quốc tế có các chức năng và nhiệm vụ hỗ trợ Chính phủ, Thủ tướng Chính phủ đề ra các định hướng, chiến lược, các giải pháp lớn liên quan đến hội nhập quốc tế đồng thời cũng góp phần triển khai các chủ trương, giải quyết các vến đề liên quan đến hội nhập quốc tế.","Ban Chỉ đạo có nhiệm vụ giúp triển khai các chủ trương, chính sách lớn giải quyết những vấn đề quan trọng đề ra các định hướng, chiến lược, các giải pháp lớn liên quan đến hội nhập quốc tế; đề xuất những nhiệm vụ trọng tâm, trọng điểm về hội nhập quốc tế cần tập trung chỉ đạo, điều hành trong từng giai đoạn",Supported,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
493,Donald Trump là cựu tổng thống Mỹ đầu tiên đối mặt với cáo buộc hình sự.,"Ngày 30-3, Đại bồi thẩm đoàn Manhattan, New York, Mỹ quyết định truy tố ông Donald Trump - cựu tổng thống Mỹ, với các tội danh hình sự chưa được nêu rõ.",Supported,Refuted,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1350,"Israel đang gửi viện trợ nhân đạo và hệ thống phòng thủ cho Ukraine, nhưng không gửi vũ khí chiến đấu.","Thay vì cấp vũ khí chiến đấu, Tel Aviv đang cố gắng gửi viện trợ nhân đạo và các hệ thống phòng thủ cho Kiev",Supported,Refuted,False,Phủ định / Ngữ nghĩa nghịch đảo,,Câu có từ phủ định hoặc đảo ngữ tinh vi khiến mô hình nhận định sai hướng quan hệ.,
1299,"Minh Anh nhận xét bản thân là một người khiêm tốn, kiên trì, biết ơn những mối quan hệ xung quanh, bên cạnh đó khuyết điểm của cô nàng là làm việc thiên về cảm xúc, trì hoãn, thư giãn ròi mới học.","* Nếu phải tự nhận xét về mình thì bạn sẽ nói những gì? - Ưu điểm của tôi là khiêm tốn, kiên trì, biết trân trọng cũng như biết dành thời gian để nuôi dưỡng những mối quan hệ với bạn bè, người thân chứ không phải suốt ngày chỉ có học và học. Khuyết điểm là tôi hay làm việc theo cảm xúc. Thường thì tôi cứ chờ ""nước đến chân mới nhảy"", tức là ngày mai phải nộp bài cho cô thì hôm nay mới làm. Hoặc buổi tối khi đi học về, tôi sẽ ăn uống, giải trí rồi mới ngồi vào bàn học - thay vì học bài xong rồi hãy thư giãn",Supported,Refuted,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
265,Bí thư Tỉnh ủy Bình Thuận đã tặng hoa chúc mừng và mong muốn ông Võ Thanh Bình sẽ hoàn thành tốt nhiệm vụ của mình sắp tới.,"Ông Dương Văn An, Bí thư Tỉnh ủy đã trao quyết định, tặng hoa chúc mừng và mong muốn ông Võ Thanh Bình tiếp tục phát huy trí tuệ, phẩm chất đạo đức, hoàn thành tốt nhiệm vụ được giao.",Supported,Refuted,False,Ngữ cảnh phức hợp / Quan hệ nhân quả,,Cấu trúc câu phức nhiều mệnh đề dẫn đến việc mô hình bắt sai trọng tâm quan hệ.,
1099,Các điểm kinh doanh của Công ty F88 đã tuân thủ nội dung kiểm tra của lực lượng chức năng.,"Qua kiểm tra, các điểm kinh doanh của Công ty F88 đều chấp hành nội dung kiểm tra của lực lượng chức năng.",Supported,Refuted,False,Ngữ cảnh phức hợp / Quan hệ nhân quả,,Cấu trúc câu phức nhiều mệnh đề dẫn đến việc mô hình bắt sai trọng tâm quan hệ.,
178,"Người dự tuyển phải trải qua tập huấn tối thiểu 12 tháng, đồng thời đối với đăng kiểm viên bậc cao phải có 36 tháng kinh nghiệm.","Người dự tuyển phải trải qua tập huấn tối thiếu 12 tháng, Với đăng kiểm viên bậc cao phải có 36 tháng kinh nghiệm.",Supported,Refuted,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
481,"Mạng lưới trung tâm đăng kiểm cũng cần tập trung vào các thành phố lớn, có nhu cầu cao, đồng thời buộc đóng cửa đối với các trung tâm đăng kiểm có hành vi vi phạm.","mạng lưới trung tâm đăng kiểm cũng cần tập trung vào các thành phố lớn, có nhu cầu cao Quá trình thực hiện, trung tâm đăng kiểm nào vi phạm sẽ yêu cầu đóng cửa ngay.",Supported,Refuted,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1423,Billy Ray Brown và Connie Brown là một cặp vợ chồng chênh lệch tuổi tác đáng kể.,Billy Ray Brown và Connie Brown là cặp vợ chồng cách nhau 22 tuổi,Supported,Refuted,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
82,"Nguyễn Thị Tâm sẽ đối đầu với Nikhat Zareen, võ sĩ nước chủ nhà Ấn Độ, trong trận chung kết Giải vô địch Boxing nữ thế giới 2023 hạng 48-50 kg.","đến vòng bán kết, nữ võ sĩ Việt Nam Nguyễn Thị Tâm gặp võ sĩ người Pháp Lkhadiri Wassila",Supported,Refuted,False,Ngữ cảnh phức hợp / Quan hệ nhân quả,,Cấu trúc câu phức nhiều mệnh đề dẫn đến việc mô hình bắt sai trọng tâm quan hệ.,
860,"Văn hóa Sa Huỳnh là một trung tâm văn minh thời kim khí Việt Nam, trong đó Quãng Ngãi là nơi phát hiện đầu tiên và lưu giữ nhiều nhất các di tích khảo cổ.","Quảng Ngãi là nơi đầu tiên phát hiện, lưu giữ nhiều di tích khảo cổ Văn hóa Sa Huỳnh, với 26 di tích được khai quật, trong số hơn 80 địa điểm được phát hiện và nghiên cứu. Văn hóa Sa Huỳnh (thị xã Đức Phổ) là một trong ba trung tâm văn minh ở thời đại kim khí Việt Nam.",Supported,Refuted,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
