gold_label,pred_label,statement,evidence,is_error,has_negation,is_long,has_close_numbers
Supported,NEI,"Tội phạm đang sử dụng công nghệ tiên tiến để nhắm mục tiêu vào các cá nhân và cộng đồng thông qua nhiều phương tiện khác nhau, bao gồm lừa đảo qua điện thoại và tấn công mạng xã hội.","các đối tượng tội phạm giả danh là giáo viên gọi điện thông báo học sinh bị tai nạn nguy kịch cần phẫu thuật từ đó đề nghị chuyển tiền khẩn để đóng viện phí và chiếm đoạt. ở góc độ trực tiếp, chúng thường chủ động gọi điện cho từng cá nhân hoặc sử dụng trí tuệ nhân tạo để giả giọng nói, giả hình ảnh nhằm mục đích lừa đảo.",True,False,False,False
Supported,NEI,"Thủ trưởng các đơn vị cần nâng cao kỷ cương, kỷ luật, tính chủ động phối hợp giữa các Sở ban và các vướng mắc, khó khăn cũng cần xử lý nhanh chóng.","Thủ trưởng các đơn vị cần nâng cao kỷ cương, kỷ luật, tính chủ động phối hợp giữa các Sở ban, ngành các đơn vị cần chủ động xử lý dứt điểm các vướng mắc, khó khăn không để kéo dài bảo đảm công khai, minh bạch,",True,True,False,False
Refuted,NEI,Billy Ray Brown là người đã báo cảnh sát về vụ sát hại chính mình và một người đàn ông khác.,Johnny Nealy gọi điện thoại tới đường dây nóng của cảnh sát để báo án,True,False,False,False
Refuted,Supported,Yoo Ah-in sinh năm 1986 và đã 3 lần trở thành Ảnh đế tại giải Rồng Xanh.,"Yoo Ah-in sinh năm 1986, là diễn viên hàng đầu Hàn Quốc. Anh diễn chính trong nhiều phim: ""Bi kịch vương triều"", ""Chạy đâu cho thoát"", ""Lục long tranh bái"", ""Vũ khí nhà văn""… Với khả năng diễn xuất tốt, Yoo Ah-in nhận nhiều lời khen. Anh chiến thắng hạng mục ""Nam diễn viên chính xuất sắc"" (còn gọi là Ảnh đế) tại giải Rồng Xanh khi chỉ 29 tuổi. Năm năm sau, Yoo Ah-in lại trở thành Ảnh đế lần 2 ở tuổi 34 với vai Tae In trong ""Thanh âm im lặng"".",True,False,False,False
Refuted,NEI,"Tỉnh Hòa Bình phải chú trọng đầu tư phát triển kết cấu hạ tầng kinh tế - xã hội, đặc biệt thủy lợi, phòng chống thiên tai và xây lại trường học.","tỉnh Hòa Bình phải chú trọng đầu tư phát triển kết cấu hạ tầng kinh tế - xã hội, đặc biệt là hạ tầng giao thông, thủy lợi, phòng chống thiên tai",True,False,False,False
Supported,NEI,"Sau thời gian dài chờ đợi, cuối cùng vào ngày 2-3 Lật mặt 6: Tấm vé định mệnh của Lý Hải đã chính thức tung trailer.","Sau thời gian dài chờ đợi, Lật mặt 6: Tấm vé định mệnh của Lý Hải đã chính thức tung trailer vào ngày 2-3.",True,False,False,False
NEI,Supported,"Tại cuộc họp thường niên của Đảng, Chính ủy Quân khu 4 đã yêu cầu các đồng chí phải tiếp tục phát huy những kinh nghiệm, bài học trong lãnh đạo, vận dụng vào thực tiễn nhiệm vụ ở đơn vị mình công tác.","Chính ủy Quân khu 4 yêu cầu, với chức trách, nhiệm vụ mới các đồng chí phải tiếp tục phát huy những kinh nghiệm, bài học trong lãnh đạo vận dụng vào thực tiễn nhiệm vụ ở đơn vị mình công tác",True,False,False,False
NEI,Supported,"Chánh văn phòng Trung tâm Đào tạo - Chỉ đạo tuyến, Bệnh viện Phụ sản Trung ương TP.HCM- ThS.BS Phan Chí Thành cho biết gia đình xin bác sĩ thuốc ""hãm"" vì cụ ông ngoài 60 vẫn thèm chuyện ấy.","ThS.BS Phan Chí Thành - Chánh văn phòng Trung tâm Đào tạo - Chỉ đạo tuyến, Bệnh viện Phụ sản Trung ương Gia đình xin bác sĩ thuốc ""hãm"" vì cụ ông ngoài 60 vẫn thèm chuyện ấy",True,False,False,False
NEI,Refuted,"Tại bệnh viện, các máy móc hiện đại sẽ được sử dụng để chẩn đoán hiệu quả giai đoạn đầu và được chi trả hoàn toàn bởi bảo hiểm y tế.","Tại TCI, chúng tôi tận dụng điều kiện được trang bị đầy đủ hệ thống máy móc hiện đại và thu được tác dụng rõ rệt trong việc phát hiện sớm, chính xác các vấn đề xương khớp, tạo cơ sở để điều trị hiệu quả"". Cũng theo bác sĩ Loan, trong trường hợp bệnh nhẹ, có thể chỉ cần thay đổi lối sống kết hợp với các bài tập vận động, bệnh có thể tự cải thiện. Nhưng nếu bệnh nặng hơn, cần cân nhắc đến việc dùng thuốc phù tùy theo mức độ thoái hóa và tình trạng bệnh sử.",True,False,True,False
Supported,NEI,"ChatGPT gây sốt trên toàn cầu từ đầu tháng 12 năm ngoái, chỉ mất hai tháng để ứng dụng này đạt 100 triệu người dùng khi có thể thực hiện đa dạng nhiệm vụ như tra cứu, viết văn, lập trình bằng câu lệnh ngắn.","ChatGPT gây sốt trên toàn cầu từ đầu tháng 12 năm ngoái khi có thể thực hiện đa dạng nhiệm vụ như tra cứu, viết văn, lập trình bằng câu lệnh ngắn. Chỉ mất hai tháng để ứng dụng này đạt 100 triệu người dùng",True,False,False,False
Supported,Refuted,"Trong phiên điều trần về ngân sách bà Yellen muốn huy động tốt hơn các nguồn lực tư nhân và các khoản đầu tư của WB, cải cách WB được mở rộng, Ajay Banga được bầu làm Chủ tịch WB.","Trong phiên điều trần về ngân sách trước Tiểu ban Phân bổ về các hoạt động nhà nước, nước ngoài và chương trình liên quan của Hạ viện Mỹ, bà Yellen nhấn mạnh dù muốn huy động tốt hơn các nguồn lực tư nhân, cũng như các khoản đầu tư của WB, song Mỹ không đề nghị tăng vốn vào thời điểm này. Bà mong muốn các cải cách của WB sẽ mở rộng đáng kể khả năng cho vay để chống biến đổi khí hậu và các cuộc khủng hoảng toàn cầu khác, chủ yếu thông qua việc tận dụng các nguồn lực hiện có của ngân hàng, áp dụng các chính sách tài chính sáng tạo và huy động tài chính tư nhân. Bà cũng hy vọng ứng viên Ajay Banga do Mỹ đề cử sẽ được bầu làm Chủ tịch WB",True,True,True,False
Supported,Refuted,"Nghiên cứu cho thấy chỉ có khoảng 15% ứng dụng được gắn nhãn là ""an toàn"" trên cửa hàng Google Play là thực sự an toàn, trong khi 40% được coi là ""không an toàn"" và những ứng dụng còn lại được gắn nhãn ""không an toàn"".","thêm rằng trong số 40 ứng dụng đó có 20 ứng dụng miễn phí và 20 ứng dụng thu phí người dùng. Chuyên gia của Mozilla khẳng định chỉ khoảng 15% ứng dụng gắn nhãn ""an toàn"" trên cửa hàng Google Play ""thực sự an toàn "", 40% ""kém an toàn"" và số còn lại ""không an toàn"".",True,True,False,False
Supported,Refuted,Hai nguyên phó chủ tịch Hà Nội khai rằng cả hai đều nghe theo chỉ đạo của ông Chung và không hề biết về vụ thông đồng nâng giá cây xanh.,Hai nguyên phó chủ tịch Hà Nội khai rằng việc đặt hàng đối với Công ty Cây xanh và Công ty Sinh Thái Xanh đã được ông Chung chỉ đạo nên các đơn vị phải thực hiện. ông Hùng và ông Toản đều khẳng định không biết việc thông đồng nâng giá cây xanh,True,True,False,False
Supported,NEI,HLV Troussier cũng thấy rằng U23 Việt Nam hiện tại vô cùng thất thế về mặt thể hình vì dàn cầu thủ ít người cao trên 1m80.,"HLV Troussier cũng thấy rằng U23 Việt Nam hiện tại vô cùng thất thế về mặt thể hình Dàn cầu thủ, nhất là các hậu vệ ít người cao trên 1m80",True,False,False,False
Supported,NEI,"Việc chậm, dừng thi công đường cao tốc dẫn đến vượt chi phí, hủy hợp đồng, dẫn đến tranh chấp pháp lý giữa Tổng công ty Đường cao tốc Việt Nam (VEC) và các nhà thầu.","Nguyên nhân do Tổng công ty Đầu tư phát triển đường cao tốc Việt Nam (VEC - chủ đầu tư) chuyển từ Bộ Giao thông Vận tải về Ủy ban Quản lý vốn Nhà nước tại doanh nghiệp, song thời điểm này chưa xác định được cơ quan chủ quản, cấp quyết định đầu tư.",True,True,False,False
Refuted,NEI,"Kể từ nay, UBND tỉnh Lâm Đồng bố trí nguồn kinh phí ngân sách nhà nước để tập trung xây dựng rừng nguyên sinh, xây đập thủy điện, thu hút đầu tư trong thời gian tới và dừng tiếp nhận tài trợ ý tưởng quy hoạch trên địa bàn tỉnh.","kể từ nay, UBND tỉnh Lâm Đồng bố trí nguồn kinh phí ngân sách nhà nước để tập trung lập các quy hoạch phục vụ phát triển kinh tế - xã hội, thu hút đầu tư trong thời gian tới và dừng tiếp nhận tài trợ ý tưởng quy hoạch trên địa bàn tỉnh.",True,False,False,False
Supported,Refuted,"Nhật Bản có phong độ tự tin, quyết tâm đánh bại Colombia để giành chiến thắng trong trận sắp tới.","Nhật Bản có điểm tựa sân nhà, trong khi Colombia lại đá sân khách khá tệ. Xem ra chiều nay, Samurai xanh sẽ không tha cho đối thủ. Nhật Bản sẽ quyết tâm đả bại Colombia để vô địch trên sân nhà. Niềm tin của họ không phải là không có cơ sở bởi phong độ của đội bóng này là rất tốt trong một năm qua.",True,True,False,False
NEI,Refuted,Các doanh nghiệp có mức đòn bẩy tài chính cao có thể thực hiện vay vốn chính phủ nếu không thể bán trái phiếu cho ngân hàng.,dự thảo bổ sung quy định ngân hàng chỉ có thể mua trái phiếu doanh nghiệp khi hệ số nợ/vốn chủ sở hữu (bao gồm cả khối lượng trái phiếu doanh nghiệp dự kiến phát hành) không vượt quá 5 lần dựa trên báo cáo tài chính gần nhất đã được kiểm toán. Điều này có nghĩa các doanh nghiệp có mức đòn bẩy tài chính cao hơn mức lớn hơn 5 lần sẽ không thuộc đối tượng được ngân hàng mua trái phiếu.,True,True,False,False
Supported,Refuted,"Ukraine nói Nga đã dần đuối sức trong cuộc chiến tranh do thiếu hụt về nhân lực và vật lực, trong khi Ukraine được Mỹ tiếp tục viện trợ cho cuộc chiến này.","Ukraine nói Nga đã phải hứng chịu những tổn thất đáng kể về nhân lực lẫn khí tài nên dù hiện có tấn công liên tục nhưng đang dần mất đi khả năng tiếp tục nỗ lực này. Phát ngôn viên Hội đồng An ninh Quốc gia Mỹ John Kirby cho biết Washington ủng hộ Tổng thống Ukraine - ông Volodymyr Zelensky trong việc ưu tiên cho cuộc chiến cam go ở TP Bakhmut (tỉnh Donetsk), theo đài CNN. Theo ông Kirby, Mỹ vẫn sẽ tiếp tục đảm bảo nhà lãnh đạo Ukraine có được “những gì ông ấy cần ở bất cứ nơi nào ông ấy chọn chiến đấu”, gồm tin tình báo, vũ khí,...",True,False,True,False
Supported,NEI,"Xin Chào Live Music trở thành nhóm nhạc Việt Nam đầu tiên biểu diễn phong cách ""busking"" tại Hàn Quốc trong khuôn khổ dự án Xin Chào Hàn Quốc của họ.",Xin Chào Live Music đã 'phá băng' khi trở thành ê kíp trong nước đầu tiên mang nghệ sĩ Việt trình diễn phong cách 'busking' tại Hàn Quốc,True,False,False,False
NEI,Supported,"Anh T.H, phụ huynh của bé Mỹ Lệ học lớp 2 Trường tiểu học Đặng Trần Côn (Q.Thanh Xuân) cho biết theo kế hoạch thì ngày 30.3, khối lớp 1, lớp 2 con anh sẽ đi tham quan tại trang trại Cánh Buồm Xanh (H.Gia Lâm, Hà Nội)","Anh T.H, một phụ huynh có con học lớp 2 Trường tiểu học Đặng Trần Côn (Q.Thanh Xuân), cho hay: theo kế hoạch thì ngày 30.3, khối lớp 1, lớp 2 con anh sẽ đi tham quan tại trang trại Cánh Buồm Xanh (H.Gia Lâm, Hà Nội),",True,False,False,False
Refuted,Supported,Việt Nam được khuyến nghị nên mở rộng thị thực cho tất cả các nước trên thế giới để có thể khai thác tối đa tiềm năng du lịch của đất nước.,"Ở khía cạnh khác, từ EuroCham, ông Gabor Fluit đánh giá cảnh quan, thiên nhiên tươi đẹp cùng di sản văn hóa giàu có khiến Việt Nam trở thành một điểm đến hàng đầu cho khách du lịch. Nhưng để khai thác tối đa tiềm năng này, việc miễn thị thực một tháng nên được mở rộng cho tất cả các nước EU và các nước có nhiều khách du lịch khác.",True,False,False,False
Refuted,NEI,Nguyễn Khôi đã tốt nghiệp lớp 12.,Em sắp tốt nghiệp lớp 12,True,False,False,False
Refuted,Supported,Tình trạng gọi điện thoại để thông báo cho phụ huynh về việc học sinh phải nhập viện cấp cứu để chiếm đoạt tài sản đã từng là phương thức tấn công mục tiêu mà tội phạm công nghệ sử dụng.,Tình trạng gọi điện thoại để thông báo cho phụ huynh về việc học sinh phải nhập viện cấp cứu để chiếm đoạt tài sản là phương thức tấn công mục tiêu mà tội phạm công nghệ đang sử dụng,True,False,False,False
Refuted,NEI,"CEO KardiaChain-ông Huy Nguyễn- nhà tài trợ của Kardia Labs đã cho biết Ông tin rằng trong một thập kỷ sắp tới, chúng ta sẽ sống trong một thế giới hội tụ của cả thế giới thực và thế giới số (online-offline convergence).","Ông Huy Nguyễn - đồng sáng lập Kardia Labs, CEO KardiaChain - cho biết: ""Chúng tôi tin rằng trong một thập kỷ sắp tới, chúng ta sẽ sống trong một thế giới hội tụ của cả thế giới thực và thế giới số (online-offline convergence),",True,False,False,False
Refuted,NEI,"Các bác sĩ thực hiện hồi sức tích cực và cố định xương sườn số 7,8 của ông T bằng đinh nhựa.",hồi sức tích cực cố định bằng nẹp vít cố định lại xương,True,False,False,False
Supported,NEI,"Với mục tiêu giúp các em học sinh có hoàn cảnh đặc biệt có cơ hội rút ngắn khoảng cách tiếp cận với nhưng giá trị giáo dục hiệu quả, Thủ tướng Chính phủ đã phát động chương trình ""Sóng và máy tính cho em"".",Bà Phạm Thị Trung cho biết: Chương trình “Sóng và máy tính cho em” được Thủ tướng phát động kéo dài đến năm 2025. giúp các em có điều kiện học tập hiệu quả hơn.,True,False,False,False
Supported,Refuted,Lực lượng phòng thủ Ukraine phải tổ chức lại phòng thủ bên trong nhà máy AZOM đồng thời cố gắng kháng cự.,"Theo người đứng đầu chính quyền thân Nga ở Donetsk, lực lượng phòng thủ Ukraine hiện đã tổ chức lại các vị trí phòng thủ tại bên trong tòa nhà hành chính của nhà máy AZOM và nỗ lực kháng cự.",True,False,False,False
Supported,Refuted,"SpaceX đang cung cấp dịch vụ ""Chuyển vùng toàn cầu"" cho những người dùng thường xuyên di chuyển ra ngoài vùng phủ sóng của Starlink với giá 200 đô la một tháng.","Tập đoàn SpaceX hôm 20-2 cho biết bắt đầu cung cấp thử nghiệm dịch vụ ""Chuyển vùng toàn cầu"" dành cho người dùng ở những nơi chưa triển khai Starlink Ngoài gói cước 200 USD mỗi tháng, người dùng phải mua thêm thiết bị kết nối Starlink Kit giá 599 USD (14 triệu đồng).",True,True,False,False
Refuted,Supported,"Giám đốc Ban quản lý dự án giao thông Khánh Hoà lên tiếng về việc mái tôn, vật liệu xây dựng có thể gây tai nạn mặc dù một số khu vực đã được rào lưới, trải nhựa.",". Mái tôn, vật liệu xây dựng nằm sát khu vực đi lại của người dân. Một số đoạn đường chưa được trải nhựa dễ trơn trượt và tai nạn. Một số khu vực tại công trình nút giao chưa được rào lưới. Ông Đặng Hữu Tài, Giám đốc Ban quản lý dự án giao thông Khánh Hoà, cho biết đã nhiều lần kiểm tra và gửi văn bản nhắc nhở và chấn chỉnh chủ đầu tư đảm bảo an toàn khi thi công.",True,True,True,False
Refuted,NEI,"Nhẫn kim cương 99 giác cắt của DOJI với chất liệu độc tôn và kiểu dáng sẽ được làm theo sự yêu cầu của các cặp đôi trong mùa cưới, từng viên kim cương trên chiếc nhẫn sẽ được các thợ lành nghề ở Nga tạo kiểu bởi từng giác cắt thủ công vô cùng tinh tế.","Với chất liệu độc tôn và kiểu dáng nổi bật, nhẫn kim cương 99 giác cắt của DOJI được nhiều cặp đôi yêu thích chọn mua trong mùa cưới. Mỗi viên kim cương được gắn lên những chiếc nhẫn đều được chế tác tinh vi với 99 mặt cắt cầu kỳ, tạo nên vẻ đẹp lộng lẫy, vượt trội hơn so với những viên kim cương 57, 58 giác cắt thông thường.",True,False,True,False
Supported,NEI,Mạng di động 4G chuẩn bị ra mắt trên Mặt trăng trong năm 2023 do Nokia thực hiện.,"Hãng viễn thông Phần Lan Nokia cho biết đang chuẩn bị ra mắt mạng di động 4G trên Mặt trăng, một bước tiến nữa cho sự hiện diện của con người bên 'chị Hằng'.",True,False,False,False
Refuted,NEI,"Học bổng ""Doanh nghiệp đồng hành 2023"" nằm dưới sự chỉ đạo của HIU cùng hội đồng cố vấn với ý nghĩa tạo thêm cơ hội để những bạn khó khăn có thể học cao thêm ở cấp bậc Thạc sĩ và Tiến sĩ hay du học nước ngoài.","Học bổng ""Doanh nghiệp đồng hành 2023"" nằm trong khuôn khổ của Quỹ HIU Foundation, được thành lập và quản trị bởi HIU cùng Hội đồng Cố vấn doanh nhân để thể hiện rõ mục đích cao cả là mang đến nhiều hy vọng cho các bạn sinh viên HIU tài năng có cơ hội phát triển, lan tỏa những giá trị giáo dục, tri thức sâu rộng và tạo những dấu ấn đặc biệt dành cho cộng đồng sinh viên HIU và xã hội",True,False,True,False
NEI,Supported,Marisa Lago bày tỏ ủng hộ những nỗ lực của Việt Nam trong việc xây dựng môi trường đầu tư bình đẳng và minh bạch.,"Việt Nam đang nỗ lực xây dựng một môi trường đầu tư kinh doanh công bằng, minh bạch",True,False,False,False
NEI,Refuted,"Theo truyền thống, WB sẽ đề cử, bầu cử bỏ phiếu kín cổ đông rồi sẽ công bố lãnh đạo mới.","Theo truyền thống, Mỹ đề cử chức danh chủ tịch của WB. Vào ngày 29/3, WB đã kết thúc thời hạn đề cử cho chức chủ tịch ngân hàng này và không có ứng viên mới nào khác ngoài ông Banga. Dự kiến trong ngày 30/3, ban điều hành WB sẽ công bố các bước đi tiếp theo trong quá trình lựa chọn và xác nhận lãnh đạo mới vào đầu tháng 5.",True,True,False,False
Supported,Refuted,Công ty SpaceX phóng chùm vệ tinh vào quỹ đạo của Trái Đất làm số lượng vệ tinh tăng lên hơn gấp đôi so với trước 2019.,"Trong loạt bài nghiên cứu đăng trên tạp chí Nature Astronomy, các nhà thiên văn học quốc tế cho biết số lượng vệ tinh trên quỹ đạo thấp của Trái đất đã tăng hơn gấp đôi kể từ năm 2019 khi Công ty SpaceX của Mỹ tiến hành vụ phóng ""chùm vệ tinh"" quy mô lớn lần đầu tiên gồm hàng nghìn vệ tinh.",True,False,False,False
Supported,Refuted,"Bộ xác nhận sẽ tiếp tục soạn thảo và nghiên cứu, đánh giá kỹ về biện pháp niêm yết giá đối với mặt hàng thuốc.","Trả lời kiến nghị, Bộ Tài chính cho rằng kiến nghị đặt ra vấn đề cần có những quy định đặc thù đối với các mặt hàng nông sản, mặt hàng sản xuất, thuốc thiết yếu là phù hợp với thực tiễn và là ý kiến xác đáng giúp cơ quan soạn thảo tiếp tục nghiên cứu, đánh giá kỹ về biện pháp niêm yết giá.",True,False,False,False
NEI,Refuted,Saigontourist Group là một trong những doanh nghiệp thành công đầu tư vào tỉnh Bình Định.,Saigontourist Group là một trong những doanh nghiệp đầu tiên đầu tư vào tỉnh Bình Định,True,False,False,False
Refuted,Supported,"Do xảy ra mâu thuẫn, tài xế ô tô lái xe tông vào nhân viên bảo vệ khiến anh tử vong, sau đó chiếc xe bỏ chạy và va chạm với 2 ô tô khác và một xe máy.","Chiếc ô tô không dừng lại mà tiếp tục bỏ chạy, va chạm với 2 ô tô khác và một xe máy. Lái xe đã điều khiển ô tô tông trúng nhân viên bảo vệ, khiến nạn nhân bất tỉnh. Hai bên xảy ra mâu thuẫn.",True,True,False,False
Supported,NEI,"Ủy ban 1922 của đảng Bảo thủ Anh, cơ quan giám sát việc bầu lãnh đạo đảng, ngày 20/10 thông báo việc bầu chọn người thay thế bà Liz Truss làm Chủ tịch đảng Bảo thủ và thủ tướng mới sẽ phải hoàn tất trước ngày 28/10, tức là trước khi công bố báo cáo tài chính vào ngày 31/10 tới.","Ủy ban 1922 của đảng Bảo thủ Anh, cơ quan giám sát việc bầu lãnh đạo đảng, ngày 20/10 thông báo việc bầu chọn người thay thế bà Liz Truss làm Chủ tịch đảng Bảo thủ và thủ tướng mới sẽ phải hoàn tất trước ngày 28/10, tức là trước khi công bố báo cáo tài chính vào ngày 31/10 tới.",True,False,True,False
Refuted,Supported,"Người dân Anh nghỉ hưu sau ngày 6/4/2016 được hưởng mức lương là 185,15 bảng mỗi tháng.","Luật hưu trí hiện nay tại Anh quy định mức hưởng lương hưu là 185,15 bảng (228,5 USD) mỗi tuần đối với những người đủ tuổi nghỉ hưu sau ngày 6/4/2016.",True,False,False,True
NEI,Supported,"Trong dịp kỷ niệm 10 năm thành lập (năm 2002 tại nhà Văn hóa TP.HCM) Đài đã nhận Huân chương lao động hạng Nhì (năm 1997), Huân chương lao động hạng Nhất.","Huân chương lao động hạng Nhì (năm 1997), Huân chương lao động hạng Nhất trong dịp kỷ niệm 10 năm thành lập (năm 2002)",True,False,False,False
NEI,Supported,"Chương trình là sợi dây liên kết giữa các em học sinh với các trường ĐH, CĐ từ đó rộng mở con đường học vấn sau này.","Chương trình thật sự là cầu nối để các em học sinh có điều kiện tiếp cận thông tin hữu ích về các trường ĐH, CĐ đồng thời sẽ gợi mở rất nhiều cho các em chọn ngành nghề tương lai phù hợp với năng lực của mình"".",True,False,False,False
Supported,Refuted,"Ung thư gan có mối liên hệ chặt chẽ với tình trạng nhiễm virus viêm gan B, C; bệnh lý xơ gan.","Khai thác tiền sử, ông B bị tăng huyết áp, tim thiếu máu cục bộ do xơ vữa và đái tháo đường. Tuy nhiên, ông B không có các yếu tố nguy cơ của ung thư gan như viêm gan siêu vi B, C hoặc xơ gan Ung thư gan nguyên phát có mối liên hệ chặt chẽ với tình trạng nhiễm virus viêm gan B, C; bệnh lý xơ gan.",True,True,False,False
Refuted,Supported,Xử phạt vi phạm hành chính đối với hai chủ nhà hàng xây dựng trái phép là động thái nhằm cảnh cáo 68 trường hợp xây dựng trái phép trên bán đảo Sơn Trà.,UBND quận Sơn Trà (thành phố Đà Nẵng) cho biết đã xử phạt vi phạm hành chính đối với hai chủ nhà hàng xây dựng trái phép quy mô lớn trên bán đảo Sơn Trà. động thái nhằm xử lý triệt để 68 trường hợp xây dựng trái phép trên bán đảo Sơn Trà,True,False,False,False
Refuted,Supported,"Ông Nguyễn Văn Giàu, nguyên Uỷ viên Uỷ ban Thường vụ Quốc hội, Là người có nhiều đóng góp trong quá trình xây dựng Luật Đất đai năm 2013, cho rằng quá trình xây dựng dự thảo Luật Đất đai (sửa đổi) đã bám sát chủ trương, đường lối, nghị quyết của Đảng, Nhà nước về đất đai.","ông Nguyễn Văn Giàu, nguyên Uỷ viên Uỷ ban Thường vụ Quốc hội Là người có nhiều đóng góp trong quá trình xây dựng Luật Đất đai năm 2013, cho rằng quá trình xây dựng dự thảo Luật Đất đai (sửa đổi) đã bám sát chủ trương, đường lối, nghị quyết của Đảng, Nhà nước về đất đai.",True,False,False,False
NEI,Refuted,"Năm khách hàng gồm cả nam và nữ thừa nhận có thuê công ty thám tử Bạch Mai tìm người, theo dõi nhưng hành vi của họ không liên quan trực tiếp việc mua bán thông tin viễn thông trái phép, nên không bị xử lý hình sự. Khi hoạt động thám tử ấy bị kết luận là trái phép thì căn cứ vào hợp đồng dịch vụ, người thuê thám tử rất có thể phải chịu trách nhiệm liên đới.","khi hoạt động thám tử ấy bị kết luận là trái phép thì căn cứ vào hợp đồng dịch vụ, người thuê thám tử rất có thể phải chịu trách nhiệm liên đới... Năm khách hàng gồm cả nam và nữ thừa nhận có thuê công ty thám tử tìm người, theo dõi. Nhưng hành vi của họ không liên quan trực tiếp việc mua bán thông tin viễn thông trái phép, nên không bị xử lý hình sự.",True,True,True,False
Supported,NEI,"Hôm 16/2, Phó chủ tịch TP Cà Mau Bùi Tứ Hải đang lên kế hoạch cưỡng chế biệt thự của ông Tập, trước đó, ông đã bị xử phạt 22,5 triệu đồng, bị bắt khôi phục lại hiện trạng ban đầu.","Hôm 16/2, Phó chủ tịch TP Cà Màu Bùi Tứ Hải cũng cho biết đang lên kế hoạch cưỡng chế biệt thự của ông Tập Ông Tập bị xử phạt 22,5 triệu đồng, đồng thời buộc khôi phục lại hiện trạng ban đầu.",True,False,False,False
NEI,Refuted,Số lượng các cuộc tấn công hàng ngày của Nga vào Bakhmut đã tăng đều đặn trong bốn tuần qua sau khi đã giảm liên tục từ đầu tháng 3.,"số vụ tấn công trung bình hàng ngày của Nga vào TP Bakhmut đã giảm trong 4 tuần liên tiếp kể từ đầu tháng 3,",True,False,False,False
Refuted,NEI,"Chat Prompt có ưu điểm là cải thiện được kỹ năng giao tiếp, tiếp kiệm được thời gian cũng như tiền bạc, từ đó tăng hiệu quả và cho phép người dùng có trải nghiệm cá nhân hóa hơn, nhưng những sai sót về thông tin lại không được giảm đáng kể.","Ưu điểm của Chat Prompt cải thiện giao tiếp, giảm sai sót, tiết kiệm thời gian và tiền bạc cũng như tăng hiệu quả. cho phép trải nghiệm cá nhân hóa hơn cho người dùng.",True,True,False,False
Refuted,Supported,"Cả hai đội tuyển Malaysia và Turkmenistan đều gặp khó khăn khi những cầu thủ đều theo đạo Hồi và vào tháng chay Ramadan, thể lực họ rất kém vì phải nhịn ăn và uống tận hai ngày.","đội tuyển Turkmenistan cũng hầu hết theo đạo Hồi...nên “khó người, khó ta”. Chiếm 2/3 đội hình tuyển Malaysia là những cầu thủ đạo Hồi vào tháng chay Ramadan, cầu thủ có thể lực rất kém vì cả ngày nhịn ăn và uống cho đến lúc mặt trời lặn.",True,False,False,False
Refuted,Supported,"Điểm bất lợi của Iraq lần này là không may trong suốt thời gian diễn ra giải đấu, các cầu thủ sẽ không ăn uống cho đến khi trời tối do phong tục của nước họ.","Tuy nhiên, điểm bất lợi của U23 Iraq ở chỗ, giải Doha Cup diễn ra vào tháng Ramadan (từ ngày 22/3 đến 21/4). Theo phong tục, các cầu thủ U23 Iraq sẽ không ăn uống cho đến khi mặt trời lặn.",True,True,False,False
Refuted,Supported,Báo Tuổi Trẻ đã có buổi phỏng vấn vào tối ngày 29/3 với Minh Hà - bà xã của Lý Hải về việc phủ nhận chuyện chồng mình có liên quan đến vụ đánh bạc ở Vĩnh Phúc.,"Minh Hà - bà xã của Lý Hải - phủ nhận chuyện chồng mình có liên quan đến vụ đánh bạc ở Vĩnh Phúc Chia sẻ với Dân trí tối 29/3,",True,False,False,False
Refuted,Supported,"Các chủ đầu tư, ban quản lý dự án phải chủ động tháo gỡ khó khăn, vướng mắc; đặc biệt là trong giải phóng mặt bằng thì mới có thể đảm bảo tiến độ nhanh hơn yêu cầu.","Đối với các dự án có kế hoạch về đích trong năm 2023 và dự án trọng điểm đang thực hiện, các chủ đầu tư/ban quản lý dự án cũng phải chủ động tháo gỡ khó khăn, vướng mắc về giải phóng mặt bằng, vật liệu đảm bảo tiến độ triển khai các dự án theo đúng yêu cầu, đặc biệt là dự án cao tốc Bắc - Nam giai đoạn 2 Các hạng mục quyết định đến tiến độ như: hầm, cầu phải được ưu tiên giải phóng mặt bằng, phạm vi mặt bằng thuận lợi cần được thi công cuốn chiếu đẩy nhanh tiến độ hơn nữa"",",True,False,True,False
NEI,Supported,"Nhà Văn hóa sinh viên cho biết sẽ rút kinh nghiệm khi duyệt và thống nhất nội dung với diễn giả, bên cạnh đó nhà trường sẽ lắng nghe những phản hồi từ sinh viên thông qua các cuộc khảo sát sau mỗi chương trình.","Nhà Văn hóa sinh viên cũng thông tin với trường sẽ rút kinh nghiệm trong khâu sàng lọc và thống nhất nội dung với các diễn giả trong các talkshow tiếp theo"", đại diện nhà trường thông tin. Đại diện nhà trường cho biết, từ sự việc trường sẽ lắng nghe những phản hồi của sinh viên, sẽ có những lưu ý hơn với sinh viên trong các hoạt động ngoại khóa.",True,False,False,False
