claim_id,claim_index,statement,evidence,label
dev_4492,4492,"Bộ NN&PTNT giữ ý kiến huy động nguồn lực xã hội tham gia, bao gồm hỗ trợ một phần về cơ chế, chính sách của Nhà nước và mong muốn rút ngắn thời gian thực hiện.","""Đề án không chỉ phát triển 1 triệu ha lúa chất lượng cao mà còn nâng cao vai trò của hợp tác xã để trở thành các doanh nghiệp hướng đến sản xuất quy mô lớn. Quan điểm của Bộ NN&PTNT là huy động nguồn lực xã hội tham gia, trong đó có hỗ trợ một phần về cơ chế, chính sách của Nhà nước, huy động nguồn lực của doanh nghiệp, hợp tác xã, các tổ chức quốc tế và tổ chức tín dụng để hỗ trợ cho các chủ thể sản xuất"", Thứ trưởng Trần Thanh Nam nhấn mạnh. Đỗ Hương",2
dev_1935,1935,Trong lúc Bảo thi có gặp 2 hay 3 câu giống y như đã làm.,"""Đối với những câu hỏi vận dụng thấp, trong quá trình ôn luyện mình đã gặp rất nhiều nên dễ dàng chinh phục được. Còn ở những câu vận dụng cao, mình làm đều đặn mỗi ngày 1-2 câu của từng môn nên lúc thi cũng gặp được những dạng tương tự"", Bảo chia sẻ thêm. Chương trình Tư vấn mùa thi 2023 do Báo Thanh Niên phối hợp với Sở GD-ĐT Lâm Đồng, Tỉnh đoàn Lâm Đồng tổ chức tại Trường ĐH Đà Lạt hôm 10.3 đã thu hút hàng ngàn học sinh nhiều học sinh lớp 12.",2
dev_163,163,"Tình hình thế giới và trong nước thời gian tới còn diễn biến phức tạp về mặt tội phạm kinh tế, tham nhũng với tỷ lệ gia tăng lên đến 20%.","Một số công chức tòa án chấp hành chưa nghiêm kỷ luật công vụ, thiếu rèn luyện, vi phạm trình tự, thủ tục… Theo Chủ tịch nước, tình hình thế giới và trong nước thời gian tới còn diễn biến phức tạp, nhiều khó khăn. Cùng với đó, tội phạm, trong đó có tội phạm tham nhũng, kinh tế ngày càng diễn biến phức tạp, nghiêm trọng và tinh vi.",2
dev_2339,2339,"Theo hãng tin AFP, ngày 22-3, bất chấp sự chậm trễ của Hungary và Thổ Nhĩ Kỳ trong việc phê chuẩn tư cách thành viên cho Stockhom, Quốc hội Thụy Điển đã bỏ phiếu ủng hộ việc gia nhập Tổ chức Hiệp ước Bắc Đại Tây Dương (NATO).","(PLO)- Quốc hội Thụy Điển bỏ phiếu ủng hộ việc gia nhập Tổ chức Hiệp ước Bắc Đại Tây Dương (NATO) dù con đường trở thành thành viên của liên minh còn khá “gập ghềnh”. Ngày 22-3, Quốc hội Thụy Điển đã bỏ phiếu ủng hộ việc gia nhập Tổ chức Hiệp ước Bắc Đại Tây Dương (NATO) bất chấp sự chậm trễ của Hungary và Thổ Nhĩ Kỳ trong việc phê chuẩn tư cách thành viên cho Stockhom, theo hãng tin AFP. Với kết quả 269 phiếu thuận và 37 phiếu chống, Quốc hội Thụy Điển chính thức thông qua dự luật gia nhập NATO. Trước cuộc bỏ phiếu, Ngoại trưởng Thụy Điển Tobias Billstrom nói với quốc hội nước này: “Tư cách thành viên NATO là cách tốt nhất để bảo vệ an ninh của Thụy Điển và góp phần củng cố an ninh của toàn bộ khu vực châu Âu - Đại Tây Dương”.",0
dev_611,611,"Mạng xã hội TikTok đang phải chịu áp lực ở Châu Âu và Mỹ về mối liên hệ giữa công ty mẹ của TikTok là ByteDance với chính quyền Trung Quốc, điều đó đang làm cho nền tảng TikTok bị suy giảm người dùng và có nguy cơ phá sản.","Với biện pháp này, sẽ không thể xác định danh tính người dùng nếu thiếu thông tin bổ sung. TikTok đang chịu áp lực ở Mỹ và châu Âu về mối liên hệ giữa công ty mẹ của nó là ByteDance với chính quyền Trung Quốc. Ngày 8-3, Cộng hòa Czech đã cảnh báo TikTok có thể là một mối đe dọa an ninh. Mới đây, Nhà Trắng của Mỹ cũng ủng hộ một dự luật của Thượng viện nhằm trao cho chính quyền Tổng thống Joe Biden quyền cấm TikTok.",2
dev_3681,3681,"Giúp kết nối các tỉnh Nam Trung Bộ với Tây Nguyên, phát triển kinh tế ở khu vực, dự án thành phần 1 cao tốc Khánh Hoà – Buôn Ma Thuột dài hơn 31 km đã được phê duyệt.","Dự án thành phần 1 cao tốc Khánh Hoà – Buôn Ma Thuột dài hơn 31 km, giúp kết nối các tỉnh Nam Trung Bộ với Tây Nguyên, phát triển kinh tế ở khu vực. Nội dung trong quyết định dự án thành phần 1, cao tốc Khánh Hòa - Buôn Ma Thuột vừa được UBND tỉnh Khánh Hoà phê duyệt.",0
dev_6717,6717,Sau 14 ngày thí sinh sẽ nhận được phiếu báo điểm thông qua bưu điện VNPost.,"Đến thời điểm hiện tại, Hội đồng thi Đánh giá năng lực học sinh trung học phổ thông của ĐHQGHN đã hoàn thành hai đợt thi năm 2023 phục vụ gần 16.000 thí sinh tham dự kỳ thi (đạt 98,1%). Phiếu báo điểm của thí sinh được gửi tới cho thí sinh sau 14 ngày thi qua đường bưu điện. Đợt thi thứ ba sẽ diễn ra vào ngày 8-9/4 Hà Nội, Nam Định, Hưng Yên, Thanh Hóa.",2
dev_997,997,"Trong chương trình kêu gọi hỗ trợ với Việt Nam thì Việt Nam được tài trợ lên đến 70% phí, không trùng với hỗ trợ của AFD.","Bà Morgane Millon, cán bộ Cục Ngoại vụ, Bộ châu Âu và Ngoại giao Pháp tham luận tại hội nghị. Ảnh: VGP/TL Về chương trình kêu gọi hỗ trợ, với Việt Nam, mức tài trợ lên 50% phí dự án, không trùng lặp với hỗ trợ của Cơ quan Phát triển Pháp (AFD) vì có sự khác biệt về loại dự án; khoản hỗ trợ không tài trợ các dự án cơ sở hạ tầng mà chủ yếu tập trung vào các dự án về con người, đào tạo, nâng cao nhận thức, giáo dục… Bên cạnh đó, chương trình gắn mác chứng nhận thế mạnh địa phương nhằm phát huy giá trị thế mạnh của địa phương, chia sẻ thế mạnh với các địa phương với các đối tác, giúp các bên có thể tiếp cận với chuyên môn thế mạnh với các địa phương pháp mà không mất chi phí thông qua đại sứ quán của Pháp. Bày tỏ vui mừng được hỗ trợ các địa phương, chính quyền Việt Nam về giải quyết các vấn đề biến đổi khí hậu cùng nhiều chương tình khác, Giám đốc đối tác, Cơ quan phát triển Pháp (AFD) Anne de Soucy cho hay, hiện tại, AFD tài trợ 4 dự án tại Việt Nam, trong đó có 3 dự án tại Hà Nội, và 1 dự án tại Bình Định. Đây là các dự án có tác động trực tiếp đến người dân, đáng chú ý có dự án xây dựng đường tàu điện ngầm tại Hà Nội.",1
dev_656,656,"Phó Thủ tướng đánh giá cao đóng góp của các tri thức Việt Nam vào mối quan hệ hữu nghị của 2 nước, đồng thời cũng mong muốn họ có trách nhiệm, và tuân thủ pháp luật sở tại.","(Chinhphu.vn) - Chiều tối 4/3, nhân dịp tham dự Hội nghị Bộ trưởng về ""Cộng đồng phát thải ròng bằng 0 châu Á"", Phó Thủ tướng Trần Hồng Hà đã gặp gỡ cán bộ Đại sứ quán Việt Nam tại Nhật Bản và đại diện Hội Trí thức Việt Nam tại Nhật Bản. Phó Thủ tướng Trần Hồng Hà mong muốn cộng đồng người Việt Nam tại Nhật Bản ""luôn tâm huyết, có nhiều tiến bộ, khẳng định là cộng đồng văn hoá, có trách nhiệm, tuân thủ pháp luật sở tại"" - Ảnh: VGP/Minh Khôi Tại buổi gặp gỡ, Phó Thủ tướng đánh giá cao đóng góp của các trí thức Việt Nam vào mối quan hệ hữu nghị, hợp tác tin cậy, cởi mở, có sự đồng cảm về văn hóa, con người, truyền thống giữa Việt Nam - Nhật Bản. Các chuyên gia, nhà khoa học Việt Nam tại Nhật Bản luôn mong muốn cống hiến tri thức, trí tuệ, sức lực cho sự phát triển của đất nước.",0
dev_3306,3306,"Về việc chuẩn bị cho việc đàm phán hợp đồng mua bán điện và giá điện, đã có tới 5 chủ đầu tư gửi hồ sơ, nên chúng tôi yêu cầu các chủ đầu tư nên ngừng nộp hồ sơ cho bên mua bán điện.","Tổng Giám đốc EVN Trần Đình Nhân cho biết, hiện nay, khung giá điện đã có, phương pháp xác định giá điện cũng đã được đặt ra và chỉ chờ Bộ Công Thương thông qua. Trên cơ sở đó, chúng tôi đề nghị các chủ đầu tư nhanh chóng nộp hồ sơ cho bên mua bán điện. Phía EVN rất mong nhận được sự phối hợp chặt chẽ của các chủ đầu tư trong quá trình chuẩn bị hồ sơ đàm phán với mong muốn các dự án chuyển tiếp được đưa vào vận hành trong thời gian sớm nhất trên cơ sở bảo đảm đúng quy định pháp luật.",1
dev_786,786,"Với sự đổi mới và thú vị, ChatGPT được nhiều người dùng để trao đổi thông tin trực tiếp thông qua hình thức chủ yếu là hỏi đáp, dựa trên những cơ sở dữ liệu thu thập được trên internet, các trang mạng xã hội, website từ năm 2021 trở về trước.","Thạc sĩ Thống cho biết ChatGPT đang gây chú ý trong thời gian gần đây thông qua các hình thức quảng cáo của nhà sản xuất ứng dụng Open AI. ChatGPT giúp người dùng trao đổi trực tiếp thông qua hình thức hỏi đáp là chính với những cơ sở dữ liệu thu thập được trên internet, mạng xã hội, các trang web kể từ năm 2021 trở về trước. Thạc sĩ Ngô Hữu Thống chia sẻ tại chương trình Phúc Kha Để sử dụng hiệu quả ChatGPT vào chuyển đổi số, thạc sĩ Thống khuyến khích sinh viên có thể sử dụng ChatGPT để tìm kiếm thông tin về các đề tài đang học hoặc tìm kiếm các tài nguyên hữu ích cho viết luận.",0
dev_3155,3155,Tổng thống Ukraine Volodymyr Zelensky phát biểu tại một cuộc họp của Hội đồng châu Âu hôm 23/3 kêu gọi sự hỗ trợ của phương Tây để đảm bảo chiến thắng của Kiev trước các đợt tấn công của Nga.,(Dân trí) - Tổng thống Ukraine Volodymyr Zelensky kêu gọi sự hỗ trợ của phương Tây để đảm bảo chiến thắng của Kiev trước các đợt tấn công của Nga. Tổng thống Ukraine Volodymyr Zelensky (Ảnh: Getty).,0
dev_7228,7228,"Vì cầm dao đánh nhau với Hoàng, bà P. đã bị đánh gục tại chỗ.","Lúc này, bà P. cũng cầm khúc cây thách đánh nhau với Hoàng. Hậu quả, bà P. đã bị Hoàng đánh gục tại chỗ. Theo camera của nhà người dân ghi lại, Hoàng đã đánh tổng cộng 21 cái vào người bà P. Vụ việc chỉ dừng lại khi có người đến can ngăn.",1
dev_6165,6165,"Thổng thống Florida Ron DeSantis, cùng là thành viên Đảng Cộng hòa với ông Trump, chỉ trích rằng quyết định truy tố là ""Vũ khí hóa hệ thống pháp luật để thúc đẩy một chương trình nghị sự chính trị"".","Về phía Đảng Cộng hòa, cùng với ông Trump, cựu Thống đốc Nam Carolina Nikki Haley và Thống đốc Florida Ron DeSantis cũng sẽ tham gia tranh cử. Thống đốc Florida Ron DeSantis, người được coi là đối thủ cạnh tranh hàng đầu của ông Trump cho đề cử của đảng Cộng hòa, chỉ trích rằng quyết định truy tố là ""vũ khí hóa hệ thống pháp luật để thúc đẩy một chương trình nghị sự chính trị"". Trong khi đó, cựu Thống đốc bang Arkansas Asa Hutchinson lại có cách tiếp cận khác.",2
dev_1892,1892,"Hà Tĩnh có 8 giải Nhất, 25 giải Nhì, 19 giải Ba và 17 giải Khuyến khích trong số 70 học sinh đoạt giải tại Kỳ thi này, Phó Hiệu trưởng Trường Trung học Phổ thông Chuyên Hà Tĩnh, cô giáo Nguyễn Thị Mỹ Bình cho biết.","Lên lớp 10, Hoàng đạt Huy chương Vàng Kỳ thi Olympic Hình học Iran khối Intermediate. Chia sẻ về những thành tích ấn tượng của học sinh Hà Tĩnh tại Kỳ thi học sinh giỏi quốc gia năm học 2022 - 2023, cô giáo Nguyễn Thị Mỹ Bình, Phó Hiệu trưởng Trường Trung học Phổ thông Chuyên Hà Tĩnh cho biết, trong số 69 học sinh đoạt giải tại Kỳ thi này, Hà Tĩnh có 8 giải Nhất, 25 giải Nhì, 19 giải Ba và 17 giải Khuyến khích. Nhiều em là học sinh có hoàn cảnh khó khăn, gia đình ở các huyện miền biển, vùng núi, sống nội trú nhưng đã tự lập vươn lên giành được kết quả ấn tượng. Một số em tuy không đạt được kết quả như mong đợi nhưng đã thể hiện hết sức mình trên hành trình chinh phục tri thức đỉnh cao.",1
dev_5823,5823,"Virus Marburg là một bệnh truyền nhiễm cấp tính và nguy hiểm, có thể truyền từ động vật sang người và từ người sang người.","Bộ Y tế vừa có văn bản gửi UBND các tỉnh, thành phố trên cả nước và các Viện Vệ sinh dịch tễ/Viện Pasteur về việc tăng cường giám sát, phòng, chống dịch bệnh Marburg. Đây là một bệnh truyền nhiễm cấp tính do virus Marburg gây ra. Ổ chứa tự nhiên là loài dơi ăn quả (Rousettus aegyptiacus).",0
dev_4335,4335,Chi phí cho việc số hóa tài liệu lưu trữ cao hơn chi phí xử lý tài liệu tồn đọng.,"Ngày 8/3, lãnh đạo Chi cục Văn thư lưu trữ tỉnh Thanh Hóa cho biết dự thảo đề án Chỉnh lý dứt điểm tài liệu tồn đọng tại các cơ quan, tổ chức trên địa bàn và số hóa tài liệu lưu trữ lịch sử giai đoạn 2023-2025 đang được UBND tỉnh xem xét phê duyệt. Theo tính toán, các địa phương cần 304 tỷ đồng từ ngân sách để thực hiện hai phần việc: Chỉnh lý tài liệu tồn đọng và số hóa tại kho lưu trữ lịch sử tỉnh. Dự toán kinh phí chỉnh lý tài liệu tại 20 sở, ban, ngành cấp tỉnh và 27 huyện thị, thành phố tiêu tốn hơn 256 tỷ đồng. Dự án số hóa lưu trữ lịch sử sẽ mất hơn 47 tỷ đồng, bao gồm mua sắm nhiều trang thiết bị như máy chủ, phần mềm, nhân công, văn phòng phẩm.",1
dev_5530,5530,"UBND Q.Ba Đình (Hà Nội) mới phát đi cảnh báo các hiện tượng lừa đảo nhằm vào học sinh tiểu học bị dụ hút thuốc lá điện tử, rủ thêm bạn sẽ được cho tiền.","UBND Q.Ba Đình (Hà Nội) mới phát đi cảnh báo các hiện tượng lừa đảo nhằm vào học sinh, trong đó có hiện tượng học sinh tiểu học bị dụ hút thuốc lá điện tử, rủ thêm bạn sẽ được cho tiền. Cảnh báo được đăng trên Cổng thông tin điện tử của UBND Q.Ba Đình, với tiêu đề: ""Cảnh báo: Kẻ xấu tại Hà Nội dụ học sinh hút thuốc lá điện tử, rủ thêm người hút sẽ được tặng tiền"".",0
dev_375,375,"Khả Ngân là cô em út trong ""Gia đình mình vui bất thình lình"" cô chỉ mới 25 tuổi, cũng là diễn viên trẻ nhất đoàn phim nên cô luôn pha trò và có những bức ảnh hậu trường hài hước.","Để khán giả chỉ nhớ Danh và Trâm Anh thay vì vẫn còn ấn tượng về hai nhân vật Đăng và Tuệ Nhi (Ảnh: Facebook nghệ sĩ). Là cô em út trong ""Gia đình mình vui bất thình lình"" cũng là diễn viên trẻ nhất đoàn phim nên Khả Ngân luôn pha trò và có những bức ảnh hậu trường hài hước. Trong ảnh, nữ diễn viên chụp cùng ""chị dâu cả"" Kiều Anh (Ảnh: Facebook nghệ sĩ).",2
dev_1436,1436,Hằng năm đều có các đánh giá về giá thành lúa gạo để có chính sách liên quan nên việc người dân trồng lúa có lợi nhuận trên 100% là thông tin chưa chính xác.,"Tuy nhiên còn công lao động, vận chuyển, thu hoạch của người dân. ""Chính vì vậy, chúng tôi cho rằng trong nhiều năm Chính phủ cũng như các địa phương phấn đấu trên dưới 30% lợi nhuận trong sản xuất lúa thì phù hợp. Hằng năm Bộ Tài chính và Bộ Nông nghiệp và Phát triển nông thôn đều có đánh giá về giá thành lúa gạo để có chính sách liên quan"" - ông, Lê Văn Đức, phó cục trưởng Cục Trồng trọt nói. Ông Phùng Đức Tiến, Thứ trưởng Bộ Nông nghiệp và Phát triển nông thôn cũng cho rằng qua thông tin trên báo về việc người dân trồng lúa lợi nhuận trên 100% là chưa chính xác.",0
dev_3830,3830,"BS Lê Văn Dũng sin h năm 1997, Phó khoa Phẫu thuật - Gây mê hồi sức cho biết khó khăn nhất trong quá trình điều trị là che phủ được tạng phía dưới của bệnh nhân.","BS Hiệp nhận định đây là trường hợp hiếm gặp, quá trình điều trị khó khăn, việc cứu được bệnh nhân thực sự là kỳ tích. BS Lê Văn Dũng, Phó khoa Phẫu thuật - Gây mê hồi sức, cho biết với ca này phòng mổ đã huy động nhân lực gấp 3 lần bình thường. Khó khăn nhất trong quá trình điều trị là che phủ được tạng phía dưới của bệnh nhân. Bệnh nhân được che ruột bằng một tấm lưới, là trang thiết bị mới ngăn nhiễm trùng.",2
dev_4701,4701,Phó Thủ tướng Chính phủ Lê Văn Thành được bổ nhiệm làm Trưởng Ban Chỉ đạo liên ngành hội nhập quốc tế về kinh tế theo Quyết định số 596/QĐ-TTg của Thủ tướng Chính phủ.,"Thủ tướng Chính phủ Phạm Minh Chính vừa ký Quyết định 320/QĐ-TTg kiện toàn nhân sự Ban Chỉ đạo quốc gia về hội nhập quốc tế. Theo đó, sửa đổi khoản 1 và khoản 2 Điều 1 về nhân sự tại Quyết định số 596/QĐ-TTg của Thủ tướng Chính phủ về việc thành lập Ban Chỉ đạo quốc gia về hội nhập quốc tế như sau: Trưởng Ban Chỉ đạo quốc gia là Thủ tướng Chính phủ Phạm Minh Chính. Phó Trưởng Ban Chỉ đạo quốc gia là các Phó Thủ tướng Chính phủ: Lê Văn Thành, Trần Hồng Hà, Trần Lưu Quang. Phó Thủ tướng Chính phủ Trần Lưu Quang làm Trưởng Ban Chỉ đạo liên ngành hội nhập quốc tế về chính trị, an ninh, quốc phòng.",0
dev_1158,1158,Phương án thi tốt nghiệp THPT mới sẽ tác động không nhỏ đến chất lượng giáo dục phổ thông ở Việt Nam.,"Mục tiêu tổ chức kỳ thi nhằm đánh giá đúng kết quả học tập, rèn luyện theo mục tiêu cần đạt của chương trình GDPT. Lấy kết quả thi để xét công nhận tốt nghiệp THPT và làm một trong các cơ sở để đánh giá chất lượng dạy, học của các cơ sở giáo dục phổ thông và công tác chỉ đạo của các cơ quan quản lý giáo dục. Cung cấp dữ liệu đủ độ tin cậy cho các cơ sở giáo dục đại học, giáo dục nghề nghiệp sử dụng trong tuyển sinh theo tinh thần tự chủ.",2
dev_6412,6412,"Để thực hiện một số giao dịch khi còn nhỏ, trẻ em Mỹ được cấp hộ chiếu ngay tại bệnh viện lúc mới sinh ra.","Trẻ được tham gia các hoạt động trên môi trường mạng nhưng để tránh những bất cập, chúng ta phải hoàn thiện những vấn đề này. Bây giờ, trẻ mới sinh ra được cấp hộ chiếu ngay bởi vì đây là yêu cầu quốc tế. Tuy nhiên, ngoài hộ chiếu và giấy khai sinh, các cháu không có giấy tờ gì để giao dịch. Trẻ đi học phải dựa vào giấy khai sinh nhưng giấy này không chứng minh được người khai sinh là người giám hộ.",2
dev_7222,7222,"Luyện và vợ thừa nhận hành vi của mình, những thửa đất trong dự án đều là những thửa đất ""ma"".","Luyện và vợ kêu oan, cho rằng các dự án là có thật, không gian dối, lừa đảo chiếm đoạt tài sản của khách hàng. Tất cả các thửa đất trong những dự án này đều có giấy chứng nhận quyền sử dụng, ghi rõ nguồn gốc... Công ty Alibaba mua đất nông nghiệp sau đó tách thửa, phân lô và được cơ quan chức năng địa phương làm thủ tục tách thửa, trong đó có nhiều thửa đã là đất thổ cư.",1
dev_6416,6416,"Noru là cơn bão số 11 và là cơn bão mạnh nhất đổ bộ Philippines từ đầu năm tới nay, đến sáng 26/9, Noru đang di chuyển về phía tây Biển Đông, mỗi giờ đi được 30 km, với sức gió 150 km/h.","Một ngôi nhà đổ sập do gió bão tại tỉnh Bulacan - Ảnh: AFP Noru là cơn bão số 11 và là cơn bão mạnh nhất đổ bộ Philippines từ đầu năm tới nay, với sức gió duy trì ở mức 195 km/h và lên tới 240 km/h vào cuối ngày 25/9. Sau khi đổ vào Philippines, bão Noru đã suy yếu dần, song vẫn được đánh giá là cơn bão mạnh. Đến sáng 26/9, Noru đang di chuyển về phía tây Biển Đông, mỗi giờ đi được 30 km, với sức gió 140 km/h. Dự báo chiều tối ngày 27/9, bão Noru sẽ ảnh hưởng trực tiếp đến vùng ven biển và đổ bộ vào đất liền khu vực Trung Bộ của Việt Nam. Nhiều chuyến bay nội địa và quốc tế đến và đi từ Manila bị hủy - Ảnh: Người dân chờ đợi tại sân bay quốc tế Ninoy Aquino ở Manila ngày 25/9 (ABS-CBN) Cục Khí tượng và thủy văn Lào cho biết bão Noru có thể gây mưa lớn và gió giật mạnh tại nước này trong những ngày tới, yêu cầu người dân tăng cường cảnh giác, đề phòng lũ lụt, sạt lở đất và các thảm họa thiên nhiên khác do mưa lớn gây ra.",1
dev_4405,4405,Điện ảnh Việt Nam có bề dày lịch sử hơn 70 năm và đã cho ra đời nhiều bộ phim đoạt giải thưởng.,"Nhiều bộ phim của điện ảnh Việt Nam đã được trao tặng những giải thưởng danh giá từ thập niên 60, 70, 80 của thế kỷ XX tại các Liên hoan phim quốc tế tên tuổi như Liên hoan phim quốc tế Moskva (Liên Xô), Liên hoan phim quốc tế Berlin (Cộng hòa Dân chủ Đức); Liên hoan phim quốc tế Kaclôvivari (Tiệp khắc), Liên hoan phim quốc tế Warszawa (Ba Lan)… Ở trong nước, hàng trăm giải thưởng quốc gia được trao tặng cho các bộ phim truyện, phim tài liệu, phim khoa học, phim hoạt hình trong 22 lần tổ chức Liên hoan phim Việt Nam và hàng trăm giải thưởng cho cá nhân các nghệ sĩ điện ảnh. Trong 10 năm trở lại đây, ngành điện ảnh Việt Nam đã kịp thời nắm bắt thời cơ đổi mới và hội nhập quốc tế, tổ chức thực hiện những dự án sản xuất, phát hành phim theo mô hình xã hội hóa. Các đại biểu tham dự Lễ kỷ niệm - Ảnh: VGP/Nam Nguyễn Thay mặt lãnh đạo Đảng, Nhà nước, lãnh đạo Ban Tuyên giáo Trung ương, đồng chí Nguyễn Trọng Nghĩa ghi nhận, biểu dương những thành tựu to lớn của Điện ảnh cách mạng Việt Nam.",0
dev_6759,6759,HĐND tỉnh đã miễn nhiệm chức danh Ủy viên UBND tỉnh đối với 2 giám đốc Sở để nghỉ hưu.,"(PLO)- HĐND tỉnh đã miễn nhiệm chức danh Ủy viên UBND tỉnh đối với 2 giám đốc Sở để nghỉ hưu. Tại Kỳ họp chuyên đề thứ 13 diễn ra sáng nay 22-3, HĐND tỉnh Bình Thuận (Khóa XI) đã bỏ phiếu bầu ông Nguyễn Hồng Hải, Bí thư Thành ủy Phan Thiết giữ chức vụ Phó Chủ tịch UBND tỉnh nhiệm kỳ 2021 - 2026 sau khi UBND tỉnh có tờ trình giới thiệu.",0
dev_6629,6629,"Theo Bộ trưởng Bộ Thể thao Nga Oleg Matytsin, các điều kiện do Ủy ban Olympic quốc tế (IOC) đưa ra đối với các vận động viên Nga và Belarus là phù hợp và cho rằng đó là việc phân biệt đối xử đối với các vận động viên.","Theo Bộ Thể thao Nga, khuyến nghị cho người Nga tham gia các giải đấu quốc tế với tư cách trung lập của IOC là ""phân biệt đối xử"". Đoàn người biểu tình trước trụ sở của Ủy ban Olympic quốc tế (IOC) tại Lausanne, Thụy Sĩ ngày 25-3 vừa qua nhằm phản đối các vận động viên Nga tham gia thi đấu tại các giải đấu quốc tế - Ảnh: AP Theo tờ Izvestia, Bộ trưởng Bộ Thể thao Nga Oleg Matytsin đã lên tiếng chỉ trích dữ dội chỉ một ngày sau khi Ủy ban Olympic quốc tế (IOC) đưa ra khuyến nghị về việc để các vận động viên Nga và Belarus trở lại các giải thi đấu quốc tế với tư cách vận động viên trung lập. Theo Bộ trưởng Matytsin, các điều kiện do IOC đưa ra đối với các vận động viên Nga và Belarus là không phù hợp. Đồng thời đó là việc phân biệt đối xử đối với các vận động viên. “Các vận động viên đã phải luyện tập trong suốt nhiều năm trời để được thi đấu dựa trên cơ sở luật thi đấu công bằng, tại các cuộc thi bình đẳng nhằm khẳng định những nguyên tắc chân chính của thể thao”, ông Matytsin nói.",1
dev_6131,6131,"Để được nhận bảo lĩnh đối với một cá nhân thì cần phải có giấy cam đoan xác nhận của chính quyền địa phương, trong giấy cam đoan thì cá nhân được bảo lãnh phải cam đoan không để bị can, bị cáo vi phạm của các nghĩa vụ quy định.","Căn cứ vào tính chất, mức độ nguy hiểm cho xã hội của hành vi và nhân thân của bị can, bị cáo, cơ quan điều tra, viện kiểm sát, tòa án có thể quyết định cho họ được bảo lĩnh. Trong vụ bà Phương Hằng, để bảo lĩnh thì cá nhân nhận bảo lĩnh phải là người thân thích của bà Hằng và ít nhất phải có hai người (có thể là chồng, bố đẻ, mẹ đẻ, bố chồng, mẹ chồng, bố nuôi, mẹ nuôi, con đẻ, con nuôi; ông nội, bà nội, ông ngoại, bà ngoại, anh ruột, chị ruột, em ruột; cụ nội, cụ ngoại, bác ruột, chú ruột, cậu ruột, cô ruột, dì ruột, cháu ruột). Cá nhân nhận bảo lĩnh phải làm giấy cam đoan có xác nhận của chính quyền xã, phường, thị trấn nơi người đó cư trú hoặc cơ quan, tổ chức nơi người đó làm việc, học tập. Trong giấy cam đoan, cá nhân nhận bảo lĩnh phải cam đoan không để bị can, bị cáo vi phạm các nghĩa vụ quy định như: có mặt theo giấy triệu tập, không bỏ trốn hoặc tiếp tục phạm tội; không mua chuộc, cưỡng ép, xúi giục người khác khai báo gian dối; không đe dọa, khống chế, trả thù người làm chứng, bị hại... Bên cạnh đó, bà Phương Hằng cũng phải làm giấy cam đoan thực hiện các nghĩa vụ như trong giấy cam đoan của cá nhân nhận bảo lĩnh như nêu trên.",0
dev_113,113,"Sông băng là trụ cột của đa dạng sinh học, nuôi dưỡng hệ sinh thái và một nửa nhân loại phụ thuộc rất nhiều vào các con sông băng.","Theo UNESCO, một nửa nhân loại phụ thuộc trực tiếp hoặc gián tiếp vào các sông băng (nước cho mục đích sinh hoạt, nông nghiệp, năng lượng). Các sông băng cũng là trụ cột của đa dạng sinh học, nuôi dưỡng nhiều hệ sinh thái. Khi các sông băng tan chảy nhanh chóng, hàng triệu người phải đối mặt với tình trạng khan hiếm nước và nguy cơ gia tăng các thảm họa thiên nhiên như lũ lụt, và hàng triệu người khác có thể phải di dời do nước biển dâng cao.",0
dev_825,825,"Trong thông tư sửa đổi về quy chế thi tốt nghiệp THPT, năm 2023, thí sinh không được phép mang máy ghi âm, ghi hình vào phòng thi như các năm trước.","(Dân trí) - Chiều tối 28/3, Bộ GD&ĐT công bố sửa đổi quy chế thi tốt nghiệp THPT. Theo đó, kỳ thi tốt nghiệp THPT 2023, bỏ quy định cho phép thí sinh mang máy ghi âm, ghi hình vào phòng thi. Bỏ quy định cho phép thí sinh mang máy ghi âm, ghi hình vào phòng thi Theo thông tư sửa đổi, bổ sung một số điều của quy chế thi tốt nghiệp trung học phổ thông do Bộ GD&ĐT vừa ban hành có nhiều điểm mới.",0
dev_4504,4504,"Các thông số kỹ thuật được dùng theo thiết kế kỹ thuật của dự án gần nhất, bên cạnh đó sản lượng lớn nhất trong hồ sơ thiết kế cơ sở và hồ sơ thiết kế kỹ thuật (nếu có) là sản lượng tính toán.","Các thông số kỹ thuật áp dụng theo thiết kế kỹ thuật gần nhất của dự án. Ngoài ra, sản lượng tính toán là sản lượng lớn nhất trong hồ sơ thiết kế cơ sở và hồ sơ thiết kế kỹ thuật (nếu có)... Đối với các nhà máy điện đã vận hành thương mại một phần, kiến nghị đàm phán và tính toán giá điện với các thông số đầu vào tính toán của cả nhà máy điện để áp dụng giá điện đối với phần nhà máy điện chưa có giá điện.",0
