claim_id,claim_index,sentence_id,sentence_text
dev_3801,3801,dev_3801_s014,"Sáng cùng ngày, ông Lê Hoài Trung, Ủy viên Trung ương Đảng, Trưởng Ban Đối ngoại Trung ương, đã có cuộc làm việc với ông Vương Ninh, Ủy viên Trung ương Đảng, Bí thư Tỉnh ủy Vân Nam."
dev_3801,3801,dev_3801_s015,"Tại cuộc làm việc, hai bên đã tập trung trao đổi về phương hướng triển khai giao lưu, hợp tác trong thời gian tới giữa các địa phương của Việt Nam, trong đó có các địa phương biên giới, với tỉnh Vân Nam, Trung Quốc./."
dev_2235,2235,dev_2235_s000,Uống nước dừa mỗi ngày có tốt không?
dev_2235,2235,dev_2235_s001,Một ngày dùng bao nhiêu trái dừa là tốt cho sức khỏe ạ?
dev_2235,2235,dev_2235_s002,Cảm ơn bác sĩ!
dev_2235,2235,dev_2235_s003,"(B.Thủy, TP.HCM)."
dev_2235,2235,dev_2235_s004,"TS-BS. Nguyễn Thị Sơn, Bệnh viện Đại học Y Dược TP.HCM - Cơ sở 3, trả lời: Hầu hết chúng ta đều biết rằng uống nước dừa đem đến nhiều lợi ích cho cơ thể, tuy nhiên chúng ta nên tìm hiểu thêm về việc sử dụng nước dừa đúng cách, để đảm bảo cải thiện sức khỏe thật tốt."
dev_2235,2235,dev_2235_s005,>>> Bác sĩ 24/7: Không nên gội đầu vào khung giờ này vì dễ đột quỵ!
dev_2235,2235,dev_2235_s006,"Tốt nhất mỗi ngày chỉ nên uống 1 trái dừa SHUTTERSTOCK Quả dừa là một loại trái cây cực kỳ dễ tìm kiếm và giá thành tương đối rẻ, đặc biệt nhờ có hương vị ngọt lành nên mùa hè nào nước dừa cũng ""đắt hàng""."
dev_2235,2235,dev_2235_s007,Nhưng cần lưu ý rằng thói quen uống nước dừa nhiều hằng ngày hoàn toàn không tốt cho sức khỏe.
dev_2235,2235,dev_2235_s008,"Các chuyên gia dinh dưỡng khuyến cáo rằng tốt nhất mỗi ngày chỉ nên uống 1 trái dừa (tương đương khoảng 500 ml), mỗi tuần chỉ dùng từ 2 - 3 trái dừa."
dev_2235,2235,dev_2235_s009,"Nếu uống quá liều lượng trên, nguy cơ sẽ mắc phải những tác dụng phụ dưới đây: Nước dừa được đánh giá là thức uống bổ sung nguồn khoáng chất kali khá dồi dào - một trong những dưỡng chất cần thiết với người bệnh điều trị cao huyết áp. Nhưng cũng chính vì lý do đó, nếu uống quá nhiều nước dừa, có thể dẫn tới tình trạng dư thừa kali, làm hạ huyết áp quá mức, gây hoa mắt chóng mặt và thậm chí là ngất xỉu."
dev_2235,2235,dev_2235_s010,"Khi tiếp nạp lượng lớn nước dừa cùng một lúc, bạn sẽ rất khó tránh khỏi nguy cơ bị chứng đầy hơi chướng bụng."
dev_2235,2235,dev_2235_s011,"Lúc này, trong dạ dày tích tụ nhiều nước, bụng sẽ căng lên và khiến bạn cảm thấy ậm ạch khó chịu."
dev_2235,2235,dev_2235_s012,"Theo phân tích dinh dưỡng, trong khoảng 100 ml nước dừa có chứa khoảng 5 g chất đường bột."
dev_2235,2235,dev_2235_s013,"Do vậy, với những đối tượng đang điều trị bệnh tiểu đường thì nên kiểm soát tốt lượng nước dừa uống hằng ngày, nhằm phòng ngừa nguy cơ tăng đường huyết và các biến chứng nghiêm trọng."
dev_2235,2235,dev_2235_s014,"Mất cân bằng chất điện giải hay còn được biết đến là rối loạn điện giải, xảy ra do nồng độ kali và natri trong máu tăng lên hoặc hạ xuống vượt mức an toàn."
dev_2235,2235,dev_2235_s015,"Theo đó, liên tục uống nước dừa sẽ làm biến động hai chỉ số này trong máu, tốc độ lưu thông máu đến tim chậm, khiến nhịp tim không ổn định và nguy hiểm hơn là tim có thể ngừng đập. Bạn sẽ nhận thấy rằng khi uống nhiều nước dừa, số lần đi tiểu tiện sẽ tăng lên với tần suất lớn hơn."
dev_2235,2235,dev_2235_s016,"Hiện tượng này có thể khiến thận phải làm việc ""gắng sức"" để bài tiết, các tế bào nhu mô thận sẽ sưng phồng lên tạm thời, song nếu kéo dài thì chức năng của thận sẽ suy giảm."
dev_2235,2235,dev_2235_s017,Bạn đọc có thể đặt câu hỏi cho chuyên mục Bác sĩ 24/7 bằng hình thức nhập bình luận bên dưới bài hoặc gửi qua email: suckhoethanhnien247@gmail.com.
dev_2235,2235,dev_2235_s018,"Câu hỏi sẽ được chuyển đến các bác sĩ, chuyên gia..."
dev_2235,2235,dev_2235_s019,để trả lời cho bạn đọc.
dev_2127,2127,dev_2127_s000,"(Chinhphu.vn) - Theo Bộ trưởng Bộ Kế hoạch và Đầu tư (KH&ĐT) Nguyễn Chí Dũng, hoạt động của Uỷ ban Quản lý vốn Nhà nước tại doanh nghiệp (Uỷ ban) đã đạt được kết quả nhất định, tuy nhiên hiện vẫn đang tập trung vào việc xử lý các kiến nghị sự vụ, công việc thường xuyên về tổ chức, điều hành hoạt động sản xuất, kinh doanh của từng doanh nghiệp mà chưa có chiến lược tổng thể đầu tư phát triển của 19 tập đoàn, tổng công ty trực thuộc."
dev_2127,2127,dev_2127_s001,"Bộ trưởng Bộ KH&ĐT Nguyễn Chí Dũng phát biểu ý kiến tại Hội nghị - Ảnh: VGP/Nhật Bắc Dự Hội nghị Thủ tướng Chính phủ làm việc với Uỷ ban và 19 tập đoàn, tổng công ty Nhà nước trực thuộc Uỷ ban, Bộ trưởng Bộ KH&ĐT Nguyễn Chí Dũng cho biết, trong giai đoạn 2016-2021, đầu tư của các doanh nghiệp nhà nước trong các ngành, lĩnh vực, địa bàn then chốt, quan trọng của nền kinh tế đã giúp giảm bớt gánh nặng từ ngân sách nhà nước trong thực hiện các dự án đầu tư phát triển kinh tế-xã hội quan trọng, góp phần thực hiện tiến trình cơ cấu lại nền kinh tế gắn với đổi mới mô hình tăng trưởng."
dev_2127,2127,dev_2127_s002,Nguồn vốn đầu tư của khối doanh nghiệp nhà nước đã đóng góp nhất định trong tổng nguồn vốn đầu tư của Nhà nước vào phát triển kinh tế-xã hội.
dev_2127,2127,dev_2127_s003,"Tổng vốn đầu tư của các doanh nghiệp nhà nước trong năm 2021 chiếm 24,6% so với tổng vốn đầu tư của Nhà nước và chiếm gần 10% tổng vốn đầu tư toàn xã hội trong giai đoạn 2016-2021."
dev_2127,2127,dev_2127_s004,"Uỷ ban cần tăng cường chức năng phản biện Theo quy định tại Nghị định số 131/2018/NĐ-CP ngày 29/9/2018 của Chính phủ, Ủy ban tiếp nhận nguyên trạng 19 tập đoàn kinh tế, tổng công ty nhà nước, hoạt động trong 6 ngành quan trọng, có tính chất lan tỏa, dẫn dắt nền kinh tế bao gồm: Năng lượng, tài chính ngân hàng, viễn thông, nông nghiệp, kết cấu hạ tầng và công nghiệp. Bộ trưởng Bộ KH&ĐT Nguyễn Chí Dũng nhận định, tình hình đầu tư của các doanh nghiệp này cũng đạt được kết quả bước đầu."
dev_2127,2127,dev_2127_s005,"Trong giai đoạn 2018-2022, có 41 dự án nhóm A, 125 dự án nhóm B đã được các tập đoàn, tổng công ty thuộc Ủy ban phê duyệt, triển khai thực hiện, hoàn thành đầu tư."
dev_2127,2127,dev_2127_s006,"Cơ bản hoàn thành xây dựng và hoàn thiện thể chế phát triển, nguồn nhân lực, xây dựng hệ thống kết cấu hạ tầng đồng bộ, kết quả sản xuất-kinh doanh liên tục, ổn định. Mặt khác, chỉ rõ những bất cập bên cạnh những kết quả bước đầu trong hoạt động của Uỷ ban và các tập đoàn, tổng công ty, Bộ trưởng Bộ KH&ĐT Nguyễn Chí Dũng phân tích nguyên nhân khách quan và chủ quan."
dev_2127,2127,dev_2127_s007,"Thứ nhất, việc triển khai hoạt động đầu tư còn chậm do các văn bản quy phạm pháp luật chưa đồng bộ, thống nhất, chưa đẩy mạnh phân công, phân cấp gắn với trách nhiệm của người đứng đầu."
dev_2127,2127,dev_2127_s008,Quá trình thực hiện dự án đầu tư phải tham chiếu quy định trong nhiều văn bản quy phạm pháp luật làm cho quá trình chuẩn bị đầu tư kéo dài.
dev_2127,2127,dev_2127_s009,"""Đây là nguyên nhân quan trọng làm hạn chế hoạt động đầu tư mới hay mở rộng quy mô để nâng cao năng lực cạnh tranh và đóng góp nhiều hơn cho phát triển kinh tế-xã hội"", Bộ trưởng Bộ KH&ĐT Nguyễn Chí Dũng nhấn mạnh. Thứ hai, người đứng đầu cơ quan đại diện chủ sở hữu và doanh nghiệp còn chưa chủ động chỉ đạo đẩy mạnh công tác nghiên cứu, đổi mới khoa học công nghệ, tham gia vào các dự án đầu tư lớn, phát triển các ngành nghề, sản phẩm mới, phù hợp với xu thế phát triển trong bối cảnh cuộc cách mạng công nghiệp 4.0."
dev_2127,2127,dev_2127_s010,"Bên cạnh đó, một nguyên nhân nữa là trình độ quản trị doanh nghiệp còn hạn chế, chưa đáp ứng được yêu cầu đổi mới."
dev_2127,2127,dev_2127_s011,"Cuối cùng, hoạt động của Ủy ban vẫn cần tiếp tục hoàn thiện."
dev_2127,2127,dev_2127_s012,"Ủy ban hiện đang tập trung vào việc xử lý các kiến nghị sự vụ, công việc thường xuyên về tổ chức, điều hành hoạt động sản xuất, kinh doanh của từng doanh nghiệp mà chưa có chiến lược tổng thể đầu tư phát triển của 19 tập đoàn, tổng công ty trực thuộc, chưa thực sự đẩy mạnh công tác đổi mới quản trị và xây dựng hệ thống tiêu chí giám sát, đánh giá sự phù hợp với từng doanh nghiệp. ""Ủy ban cần tăng cường chức năng phản biện cho các bộ, ngành trong việc xây dựng chính sách, quy hoạch phát triển ngành trung và dài hạn."
dev_2127,2127,dev_2127_s013,Hầu hết vẫn đang triển khai các nhiệm vụ được bàn giao từ các cơ quan đại diện chủ sở hữu trước đây.
dev_2127,2127,dev_2127_s014,"Cách thức tổ chức thực hiện chức năng đại diện chủ sở hữu cần thay đổi rõ nét hơn nữa"", Bộ trưởng Bộ KH&ĐT chia sẻ."
dev_2127,2127,dev_2127_s015,"Giải pháp thúc đẩy các tập đoàn, tổng công ty phát huy vai trò mở đường, dẫn dắt Để phát huy vai trò tiên phong, dẫn dắt của khối doanh nghiệp trực thuộc Uỷ ban trong phát triển kinh tế-xã hội, Bộ trưởng Nguyễn Chí Dũng đề xuất 6 giải pháp. Một là, cần thống nhất quan điểm về sắp xếp, đổi mới doanh nghiệp nhà nước, trọng tâm là 19 tập đoàn, tổng công ty thuộc Ủy ban theo hướng nâng cao hiệu quả hoạt động, năng lực cạnh tranh và đổi mới quản trị doanh nghiệp theo thông lệ quốc tế để trở thành đầu tàu của nền kinh tế."
dev_2127,2127,dev_2127_s016,"Xác định rõ 19 tập đoàn, tổng công ty là bộ phận quan trọng của hệ thống doanh nghiệp nhà nước, là lực lượng nòng cốt, tiên phong đi đầu trong phát triển kinh tế-xã hội của đất nước trên nền tảng công nghệ hiện đại và năng lực đổi mới sáng tạo và bảo đảm mục tiêu xã hội, bền vững."
dev_2127,2127,dev_2127_s017,"Hai là, tiếp tục nghiên cứu, xây dựng hệ thống cơ chế, chính sách, đặc biệt là sửa đổi Luật Quản lý, sử dụng vốn nhà nước đầu tư vào sản xuất, kinh doanh tại doanh nghiệp theo hướng đổi mới quản lý của chủ sở hữu, tạo điều kiện cho doanh nghiệp nhà nước, đặc biệt là doanh nghiệp nhà nước quy mô lớn, có vai trò dẫn dắt trong các ngành kinh tế chủ lực, được hoạt động bình đẳng, chủ động và cạnh tranh với các doanh nghiệp khác Ba là, đẩy mạnh áp dụng quản trị hiện đại đối với doanh nghiệp nhà nước; minh bạch hóa hoạt động đầu tư kinh doanh của doanh nghiệp theo hướng: Nghiên cứu đổi mới công tác quản lý cán bộ, đặc biệt là cán bộ cấp cao; tăng cường áp dụng các biện pháp quản trị tốt theo thông lệ quốc tế và ứng dụng khoa học công nghệ để nâng cao năng lực quản trị; nghiên cứu, áp dụng tiêu chuẩn đạo đức kinh doanh trong khu vực doanh nghiệp nhà nước phù hợp với quy định pháp luật Việt Nam, thông lệ và quy tắc ứng xử quốc tế."
dev_2127,2127,dev_2127_s018,"Bốn là, tiếp tục nâng cao hiệu quả quản lý, hoạt động của Ủy ban, tiếp tục nghiên cứu, sửa đổi khung thể chế pháp lý đồng bộ để làm rõ hơn vị trí, vai trò của Ủy ban."
dev_2127,2127,dev_2127_s019,"Đồng thời, cần tập trung nâng cao chất lượng nguồn nhân lực chất lượng cao, trong đó cần có cơ chế lương, thưởng phù hợp gắn với hiệu quả hoạt động của doanh nghiệp được giao quản lý."
dev_2127,2127,dev_2127_s020,"Năm là, tiếp tục đẩy mạnh việc huy động nguồn lực của doanh nghiệp nhà nước tham gia vào phát triển kinh tế-xã hội đất nước trên cơ sở các giải pháp trọng điểm đã được nêu tại Nghị quyết số 68/NQ-CP ngày 12/5/2022 của Chính phủ về tiếp tục đổi mới, nâng cao hiệu quả hoạt động và huy động nguồn lực của doanh nghiệp nhà nước, trọng tâm là tập đoàn, tổng công ty trong phát triển kinh tế-xã hội."
dev_2127,2127,dev_2127_s021,"Cuối cùng, cần có lộ trình, kế hoạch tổng thể và nhiệm vụ của các bộ, ngành để thực hiện cam kết COP26 trong từng ngành, lĩnh vực."
dev_2127,2127,dev_2127_s022,"Trên cơ sở lộ trình, kế hoạch này, các tập đoàn, tổng công ty chủ động xây dựng kế hoạch, giải pháp chuyển đổi công nghệ, giảm phát thải khí nhà kính trong sản xuất kinh doanh, nâng cao nhận thức trong thực hiện cam kết tại COP26./."
dev_436,436,dev_436_s000,(PLO)- Nhóm cố vấn khoa học của Tổ chức Y tế Thế giới kêu gọi Trung Quốc công bố tất cả thông tin về nguồn gốc của đại dịch COVID-19 sau khi phát hiện một loài động vật từ chợ động vật sống ở TP Vũ Hán dương tính với virus SARS-CoV-2.
dev_436,436,dev_436_s001,"Ngày 18-3, nhóm cố vấn SAGO của Tổ chức Y tế Thế giới (WHO) kêu gọi Trung Quốc (TQ) công bố tất cả thông tin về nguồn gốc của đại dịch COVID-19 sau khi dữ liệu do các nhà khoa học TQ chia sẻ cho thấy một số mẫu gen động vật từ chợ động vật sống ở TP Vũ Hán (TQ) dương tính với virus SARS-CoV-2, theo hãng tin Reuters."
dev_436,436,dev_436_s002,"SAGO là tên viết tắt của Nhóm Cố vấn khoa học của WHO về Nguồn gốc các mầm bệnh mới, gồm 26 nhà khoa học từ 26 quốc gia trên thế giới."
dev_436,436,dev_436_s003,Nhóm được WHO giao nhiệm vụ điều tra nguồn gốc đại dịch COVID-19.
dev_436,436,dev_436_s004,"Tuyên bố ngày 18-3 của nhóm này cho biết rằng đầu năm nay, Trung tâm Kiểm soát và Phòng ngừa Dịch bệnh Trung Quốc (CCDC) đã đăng tải bộ gen của các mẫu động vật lấy từ chợ động vật Nam Hoa (TP Vũ Hán) lên cơ sở dữ liệu virus công cộng lớn nhất thế giới (GISAID), cho phép các nhà nghiên cứu từ các nước khác có thể truy cập. Dữ liệu cho thấy một số con lửng chó có thể đã nhiễm COVID-19."
dev_436,436,dev_436_s005,CCDC sau đó đã hạn chế quyền truy cập “dường như để cập nhật thêm dữ liệu”.
dev_436,436,dev_436_s006,Nhóm SAGO đã thảo luận vấn đề này với các đồng nghiệp TQ. Phía TQ giải thích rằng các dữ liệu mới đang được cập nhật và TQ có kế hoạch gửi lại báo cáo cho tạp chí khoa học Nature (Anh) để xuất bản.
dev_436,436,dev_436_s007,"Theo SAGO, những dữ liệu như vậy dù không phải là kết luận nhưng là một hướng dẫn mới trong cuộc điều tra về nguồn gốc COVID-19."
dev_436,436,dev_436_s008,"Tổng giám đốc WHO Tedros Adhanom Ghebreyesus cho biết: “Những dữ liệu này không đưa ra câu trả lời dứt khoát cho câu hỏi đại dịch bắt đầu như thế nào, nhưng mọi dữ liệu đều quan trọng trong việc đưa chúng ta đến gần hơn với câu trả lời đó”."
dev_436,436,dev_436_s009,"“Chúng tôi tiếp tục kêu gọi TQ minh bạch trong việc chia sẻ dữ liệu, tiến hành các cuộc điều tra cần thiết và chia sẻ kết quả điều tra” - ông nói thêm."
dev_4571,4571,dev_4571_s000,"Theo Chi cục Chăn nuôi và Thú y Đồng Nai, từ cuối năm 2022 đến nay, tình hình bệnh dại trên địa bàn Đồng Nai diễn biến phức tạp, tỉnh ghi nhận 1 người tử vong do bệnh dại (bị chó cắn) và 2 ổ dịch chó dại."
dev_4571,4571,dev_4571_s001,"Đây là điều bất thường, bởi trước đó, từ năm 2014 đến tháng 11/2022, ở Đồng Nai không xuất hiện bệnh dại trên người và động vật."
dev_4571,4571,dev_4571_s002,"Ông Nguyễn Trường Giang, Chi cục trưởng Chi cục Chăn nuôi và Thú y Đồng Nai cho biết, những tháng qua, chi cục tiến hành điều tra dịch tễ tại những khu vực có ca bệnh dại."
dev_4571,4571,dev_4571_s003,"Kết quả cho thấy, nhiều trường hợp người dân, công nhân đưa chó từ các tỉnh, thành khác về nuôi mà không kiểm soát việc tiêm phòng."
dev_4571,4571,dev_4571_s004,"Chó, mèo tại các khu vực có ca bệnh hầu hết đều nuôi thả rông, chưa được tiêm phòng dại."
dev_4571,4571,dev_4571_s005,"Điều này khiến bệnh dại lây lan khi chó, mèo tiếp xúc, cào cấu nhau."
dev_4571,4571,dev_4571_s006,"Ông Nguyễn Trường Giang khẳng định: “Ở Đồng Nai, mầm bệnh dại đã lưu hành âm thầm trên diện rộng."
dev_4571,4571,dev_4571_s007,"Do tỷ lệ tiêm vaccine phòng dại thấp nên khả năng bệnh dại tiếp tục lây lan trong quần thể chó, mèo tại nhiều khu vực trên địa bàn tỉnh là rất cao”."
dev_4571,4571,dev_4571_s008,"Nguyên nhân bệnh dại tái xuất hiện ở Đồng Nai là do sau thời gian dài bệnh được khống chế, người dân và cả chính quyền có phần chủ quan, lơ là phòng, chống bệnh. Người dân không tiêm phòng dại cho vật nuôi, chính quyền chưa quản lý tốt đàn chó, mèo trong cộng đồng."
dev_4571,4571,dev_4571_s009,"Để ngăn chặn bệnh lây lan, từ đầu năm 2023 đến nay, Đồng Nai đã đẩy mạnh tuyên truyền phòng, chống bệnh dại trong cộng đồng, khuyến cáo người dân tuyệt đối không chủ quan khi bị chó, mèo cắn."
dev_4571,4571,dev_4571_s010,"Đồng thời cấp cho các địa phương gần 52.000 liều vaccine dại chó, mèo; các huyện, thành phố cơ bản đã tiêm (miễn phí) hết số vaccine này."
dev_4571,4571,dev_4571_s011,"Theo ông Nguyễn Trường Giang, để thực hiện tốt việc phòng, chống bệnh dại thì các địa phương cần phải làm tốt quản lý nuôi chó, mèo."
dev_4571,4571,dev_4571_s012,"Yêu cầu người dân nuôi loại động vật này đăng ký và phải nhốt trong khuôn viên gia đình. Khi thả vật nuôi ra ngoài đường thì phải rọ mõm, xích và có người dắt."
dev_4571,4571,dev_4571_s013,"Chủ nuôi chó, mèo phải tiêm phòng dại theo quy định. Khi phát hiện chó, mèo có dấu hiệu bất thường cần thông báo cho ngành chức năng để xử lý."
dev_4571,4571,dev_4571_s014,"Tuyệt đối không vứt chó, mèo chết ra môi trường, không sử dụng chó, mèo mắc bệnh. Ông Nguyễn Trường Giang nhấn mạnh, biện pháp phòng, chống bệnh dại hiệu quả nhất là vaccine."
dev_4571,4571,dev_4571_s015,"Tuy nhiên, hiện con số thống kê đàn chó, mèo trong cộng đồng chưa chính xác, điều này gây khó khăn cho quá trình triển khai tiêm vaccine phòng dại của ngành chức năng."
dev_4571,4571,dev_4571_s016,"Người nuôi chó, mèo cần nâng cao ý thức, trách nhiệm, chủ động tiêm vaccine cho vật nuôi."
dev_4571,4571,dev_4571_s017,"Những người bị chó, mèo cắn nên đi tiêm phòng càng sớm càng tốt."
dev_2430,2430,dev_2430_s000,"(NLĐO) - Người đàn ông này nhập viện trong tình trạng đau ngực dữ dội, suy hô hấp, các bác sĩ kiểm tra phát hiện gãy gần 10 xương sườn Chiều 23-3, Bệnh viện Hoàn Mỹ Sài Gòn cho hay vừa phẫu thuật kịp thời cho ông L.Đ.T (69 tuổi, ngụ Long An), bị tai nạn giao thông dập ngực, gãy hàng loạt xương sườn, tràn máu màng phổi dẫn đến suy hô hấp. Ông T."
dev_2430,2430,dev_2430_s001,"nhập viện trong tình trạng đau ngực dữ dội, suy hô hấp. Trước đó, đang điều khiển xe máy trên đường, ông T."
dev_2430,2430,dev_2430_s002,"bị tai nạn, phần ngực bị đập mạnh xuống đường."
dev_2430,2430,dev_2430_s003,"bị đau, khó cử động vùng ngực, hông lưng, cánh tay; được đưa vào bệnh viện địa phương nhưng đau đớn và khó thở không thuyên giảm."
dev_2430,2430,dev_2430_s004,"Bệnh nhân được phẫu thuật kịp thời Tại Bệnh viện Hoàn Mỹ Sài Gòn, các bác sĩ xác định bệnh nhân suy hô hấp, đa chấn thương ngực, bụng và gối trái, viêm phổi, dập phổi cùng với tiền sử tăng huyết áp, trào ngược dạ dày thực quản và hội chứng Cushing do thuốc."
dev_2430,2430,dev_2430_s005,Kết quả kiểm tra cho thấy ông T.
dev_2430,2430,dev_2430_s006,"gãy đa cung các xương sườn 5, 6, 7, 8, 9, 10 trái, các ổ gãy di lệch rời nhau, gây biến dạng lồng ngực, tràn máu màng phổi trái, dập nhu mô phổi dưới tổn thương."
dev_2430,2430,dev_2430_s007,"Đây là loại chấn thương thể nặng, có thể gây suy hô hấp nặng cấp tính, phức tạp. Ngoài việc hồi sức tích cực, các bác sĩ xử trí cấp cứu nắn xếp cố định lại xương cho ông T."
dev_2430,2430,dev_2430_s008,"Riêng xương sườn số 7,8 do di lệch quá xa, đâm vào cân cơ phải cố định bằng nẹp vít."
dev_2430,2430,dev_2430_s009,"ThS - BSCK1 Nguyễn Đức Nghĩa (người trực tiếp phẫu thuật) cho biết tổn thương lồng ngực rất phổ biến trong các trường hợp chấn thương, nhất là sau tai nạn giao thông. Nếu có các triệu chứng đau, mệt, khó thở sau chấn thương, người bệnh nên đến ngay các cơ sở y tế để được chẩn đoán và điều trị kịp thời, tránh những biến chứng nguy hiểm có thể đe dọa đến tính mạng."
dev_2430,2430,dev_2430_s010,"""Với những trường hợp sau phẫu thuật cố định xương sườn, người bệnh có thể làm việc lại sau 1 tuần, song cần tránh vận động nặng trong 1 tháng đầu tiên và cần tuân thủ lịch tái khám"" - BS Nghĩa lưu ý."
dev_606,606,dev_606_s000,"Toàn thua qua 3 lượt đấu và xếp cuối bảng chung cuộc tại Doha Cup 2023 (Qatar), đội tuyển U23 Việt Nam dưới thời tân HLV trưởng Philippe Troussier đã bộc lộ nhiều khuyết điểm cần khắc phục Màn thử nghiệm đấu pháp, đánh giá năng lực chuyên môn cầu thủ, rà soát lực lượng tuyển U23 Việt Nam thông qua giải đấu giao hữu Doha Cup 2023 của HLV Troussier đã kết thúc hôm 29-3."
dev_606,606,dev_606_s001,Điều đọng lại sau giải đấu là khả năng phòng ngự rời rạc và dứt điểm kém hiệu quả của U23 Việt Nam.
dev_606,606,dev_606_s002,"Chưa đủ tố chất Chiều cao khiêm tốn và thể lực nhanh sụt giảm của các trung vệ khiến U23 Việt Nam phải nhận các bàn thua từ ""không chiến"" lẫn các pha bứt tốc với đối thủ."
dev_606,606,dev_606_s003,"Trần Quang Thịnh, Vũ Tiến Long, Lương Duy Cương và Phan Tuấn Tài là 4 trụ cột ở hàng hậu vệ thường được HLV Troussier sử dụng trong sơ đồ 3-4-3."
dev_606,606,dev_606_s004,"Trong số này, trung vệ Duy Cương nổi bật khi sở hữu chiều cao 1,8 m, hơn hẳn các đồng đội."
dev_606,606,dev_606_s005,"Nhìn rộng hơn, U23 Việt Nam chỉ có 4 cầu thủ cao trên 1,8 m, trong đó gồm 2 thủ môn."
dev_606,606,dev_606_s006,"Chiều cao trung bình của đoàn quân HLV Troussier tập huấn tại Qatar chỉ vào khoảng 1,73 m."
dev_606,606,dev_606_s007,Tuyển U23 Việt Nam (phải) cần cải thiện nhiều điều trước khi tham dự đấu trường SEA Games 32.
dev_606,606,dev_606_s008,"(Ảnh: VFF) So với lứa đàn anh gần nhất, các tuyển thủ U23 Việt Nam hiện tại không có thể hình, thể trạng tốt, chậm bắt nhịp tư duy thi đấu hiện đại và bước đầu chưa đủ tố chất để có thể đáp ứng chiến thuật kiểm soát bóng, chủ động tấn công từ sân nhà do HLV Troussier xây dựng."
dev_606,606,dev_606_s009,Đó cũng là nguyên nhân khiến các chân sút U23 Việt Nam không ghi được bàn thắng nào tại Doha Cup kỳ này.
dev_606,606,dev_606_s010,"HLV Troussier kém may mắn hơn người tiền nhiệm Park Hang-seo khi không có trong tay lứa tài năng trẻ được đào tạo chuyên nghiệp, có năng lực chuyên môn cao và được mệnh danh là thế hệ vàng thứ 2 của bóng đá Việt Nam."
dev_606,606,dev_606_s011,"Tuy nhiên, để gặt hái được những thành tích ấn tượng, tạo cột mốc lịch sử, đoàn quân của HLV Park Hang-seo cũng phải trải qua nhiều thử thách khó khăn, đặc biệt là tìm được chiến thuật, lối chơi phù hợp với trình độ, thể trạng của cầu thủ Việt Nam."
dev_606,606,dev_606_s012,"Dưới thời HLV Park Hang-seo, các cấp đội tuyển Việt Nam không ngán ngại các đội bóng đến từ Tây Á."
dev_606,606,dev_606_s013,"Lối chơi thiên về phòng ngự do chiến lược gia người Hàn Quốc áp đặt lên các học trò chưa mãn nhãn người xem nhưng việc triển khai nhuần nhuyễn đấu pháp ""phòng ngự chặt, phản công nhanh"" đã mang lại hiệu quả tích cực, giúp bóng đá Việt Nam vươn lên tầm cao mới ở đấu trường châu Á cũng như thế giới trong những năm qua."
dev_606,606,dev_606_s014,"Tìm được bản sắc HLV Troussier chưa thành công khi mang lại ""làn gió mới"" trong đấu pháp chiến thuật của U23 Việt Nam."
dev_606,606,dev_606_s015,"Triết lý bóng đá của chiến lược gia người Pháp được đánh giá là hiện đại nhưng tư duy chiến thuật ấy vẫn chưa phù hợp với những học trò còn non kém kinh nghiệm thi đấu, chưa đạt điểm rơi phong độ lẫn độ chín chắn."
dev_606,606,dev_606_s016,"HLV Phạm Minh Đức cho rằng: ""U23 Việt Nam không đáng bị chỉ trích vì kết quả thi đấu ở Doha Cup vì toàn đội chưa có nhiều thời gian để rèn luyện."
dev_606,606,dev_606_s017,"Xét tổng thể, U23 Việt Nam thua kém nhiều mặt so với các đối thủ ở giải đấu này."
dev_606,606,dev_606_s018,"Thầy trò ông Troussier cần phải chạm trán nhiều đội bóng mạnh như vậy mới mong cải thiện trình độ chuyên môn""."
dev_606,606,dev_606_s019,"Đánh giá về chất lượng của tuyển U23 Việt Nam tại Doha Cup 2023, chuyên gia Đoàn Minh Xương cho rằng thể trạng không tốt khiến các học trò ông Troussier thua kém đối thủ về ""không chiến"" và khả năng di chuyển chưa linh hoạt dẫn đến việc triển khai tấn công thiếu sắc bén."
dev_606,606,dev_606_s020,"Chuyên gia bóng đá này cũng cho rằng việc tham dự những giải đấu giao hữu quốc tế như Doha Cup là cơ hội giúp cầu thủ trẻ trưởng thành hơn và là dịp để ban huấn luyện xây dựng lối chơi phù hợp, tìm được bản sắc cho đội tuyển."
dev_606,606,dev_606_s021,"""Cần đầu tư nhiều hơn cho lứa U23 quốc gia vì đây sẽ là những nhân tố nòng cốt của tuyển quốc gia."
dev_606,606,dev_606_s022,"Đội bóng nào cũng vậy, sau một chu kỳ thành công thường chững lại."
dev_606,606,dev_606_s023,"Vì vậy, việc làm mới nhân sự lẫn đấu pháp chiến thuật của U23 Việt Nam ở thời điểm hiện tại là điều nên làm."
dev_606,606,dev_606_s024,"Đã đến lúc Việt Nam cần cách tân lối chơi, tìm sự tươi mới và hiệu quả hơn"" - ông Xương khẳng định thêm."
dev_606,606,dev_606_s025,"Trong khi đó, HLV Troussier hài lòng với sự tiến bộ của U23 Việt Nam dù các học trò của ông toàn thua ở Doha Cup 2023."
